competition_id,mean,round_type_id,group_id,scramble_num,scramble,optimal_simulcount,simulcount_solution
BristolAugust2025,5.4,f,A,1,UR2+ DR3- DL5- UL4+ U6+ R1+ D4- L5- ALL5+ y2 U5+ R1+ D4- L3- ALL0+,5,"L(6,-3) ur(-5,5) dr(0,-5) dl(6,1) /(4,1)"
BristolAugust2025,5.4,f,A,2,UR2+ DR4- DL2+ UL1- U1- R4+ D4+ L3- ALL1+ y2 U0+ R4+ D0+ L4- ALL5+,5,"DR(-2,5) R(0,4) L(2,-4) /(6,0) \(2,0)"
BristolAugust2025,5.4,f,A,3,UR5+ DR2+ DL4+ UL0+ U3- R5- D0+ L5+ ALL1+ y2 U5+ R5+ D4- L3+ ALL2+,6,"UR(-2,-1) DL(6,4) L(-3,-5) dr(5,-4) ul(-2,5) \(-1,0)"
BristolAugust2025,5.4,f,A,4,UR4+ DR2+ DL5+ UL2- U2- R1+ D0+ L0+ ALL4+ y2 U6+ R1- D6+ L6+ ALL0+,6,"UR(3,-2) UL(-3,-1) R(2,-1) D(5,6) dr(-2,6) \(-5,-3)"
BristolAugust2025,5.4,f,A,5,UR5- DR6+ DL1- UL6+ U3+ R4+ D3- L4+ ALL1+ y2 U1+ R5- D5- L6+ ALL1+,5,"DR(-5,1) DL(3,1) U(-4,-5) ur(2,6) ul(1,-5)"
RareEventsAthens2024,5.4,d,A,1,UR2+ DR6+ DL3+ UL0+ U2- R5+ D2+ L3+ ALL4- y2 U4+ R0+ D0+ L0+ ALL2+,5,"UR(6,-5) DR(5,-4) UL(6,1) D(-4,4) \(-4,-2)"
RareEventsAthens2024,5.4,d,A,2,UR2+ DR1- DL6+ UL5- U1+ R3- D6+ L5+ ALL4- y2 U5+ R2- D0+ L0+ ALL5+,6,"UR(2,-3) DL(6,1) R(0,5) D(-5,0) ul(-1,5) \(3,0)"
RareEventsAthens2024,5.4,d,A,3,UR1+ DR1+ DL1+ UL5- U3- R3- D4- L4+ ALL6+ y2 U4+ R4- D4- L0+ ALL1-,6,"UR(-5,0) DR(6,0) D(-4,4) ur(-3,0) dl(-4,-4) \(0,-5)"
RareEventsAthens2024,5.4,d,A,4,UR1+ DR4- DL1+ UL5- U3- R3- D1+ L1- ALL6+ y2 U0+ R2+ D3+ L3- ALL5-,5,"DR(2,-3) U(-5,3) R(4,2) L(5,-3) \(1,-2)"
RareEventsAthens2024,5.4,d,A,5,UR2+ DR2- DL0+ UL4+ U4- R0+ D2+ L2- ALL0+ y2 U4+ R5+ D3- L4- ALL3-,5,"UL(-2,0) ur(4,-4) dl(5,-3) ul(0,-4) \(5,-2)"
SpokaneSummer2023,5.4,f,A,1,UR5- DR2- DL2+ UL2- U3+ R6+ D0+ L1+ ALL1- y2 U0+ R4+ D0+ L6+ ALL0+ DR UL,5,"UR(4,1) DL(0,-2) R(-3,4) L(-1,6) /(-2,1)"
SpokaneSummer2023,5.4,f,A,2,UR2- DR2- DL2+ UL3- U2+ R2+ D3+ L6+ ALL1- y2 U1+ R0+ D5+ L1- ALL3- UR DR DL UL,6,"UR(2,4) DL(-5,-5) U(1,6) D(2,1) dr(0,-1) \(5,-3)"
SpokaneSummer2023,5.4,f,A,3,UR2- DR4- DL1- UL3+ U1- R3+ D1+ L1- ALL0+ y2 U3- R3- D2+ L2+ ALL0+ UR DL UL,5,"DR(3,1) DL(1,-2) L(-2,0) dr(-1,2) ul(1,-3)"
SpokaneSummer2023,5.4,f,A,4,UR4+ DR1- DL4+ UL3- U4+ R2+ D1+ L4- ALL5- y2 U3- R5+ D1+ L1- ALL2+ UR DR DL UL,6,"UL(4,-2) U(3,1) R(-5,5) D(-4,-3) L(-1,-1) /(1,4)"
SpokaneSummer2023,5.4,f,A,5,UR1- DR1- DL1- UL3+ U2+ R0+ D3+ L0+ ALL5- y2 U0+ R3- D0+ L0+ ALL0+ UR DR,5,"UR(-4,2) DR(1,3) DL(-2,0) R(5,-3) /(0,-5)"
TianjinAutumn2019,5.4,c,B,1,UR1- DR2+ DL6+ UL0+ U5+ R1+ D3+ L1+ ALL5- y2 U3+ R4+ D4- L2- ALL5- UR DR UL,6,"UR(-5,-1) DL(5,6) U(1,-2) R(3,4) D(-4,3) dr(0,-2)"
TianjinAutumn2019,5.4,c,B,2,UR3+ DR4+ DL2- UL1+ U3+ R2+ D2+ L1- ALL0+ y2 U1+ R2- D0+ L3- ALL6+ UR DR UL,6,"UR(3,-1) UL(2,1) R(0,-2) D(-4,4) ur(-4,-3) /(3,3)"
TianjinAutumn2019,5.4,c,B,3,UR2- DR3+ DL4+ UL2+ U5+ R4+ D0+ L5- ALL0+ y2 U4+ R0+ D1+ L1+ ALL5+,5,"UR(-5,0) DL(-1,2) D(6,4) dr(-2,1) \(3,4)"
TianjinAutumn2019,5.4,c,B,4,UR4+ DR3+ DL1- UL4+ U2+ R6+ D1+ L4+ ALL6+ y2 U4+ R5+ D5- L5- ALL1+ UR DR UL,6,"UR(-3,-2) UL(5,6) R(2,5) D(-3,4) dr(5,-5) \(1,4)"
TianjinAutumn2019,5.4,c,B,5,UR5+ DR4- DL5+ UL4- U2+ R3+ D1- L1- ALL0+ y2 U0+ R0+ D1+ L3+ ALL0+ UR,4,"UR(-4,4) U(1,-2) dr(-3,3) \(1,-1)"
VietnamChampionship2024,5.4,f,A,1,UR3- DR2+ DL3+ UL2- U3- R6+ D1- L3+ ALL5+ y2 U4+ R2+ D4- L1- ALL5+,5,"UL(-4,1) R(-5,5) D(-4,4) dr(6,-1) dl(-3,-3)"
VietnamChampionship2024,5.4,f,A,2,UR3- DR3- DL2- UL3- U4+ R3- D2- L6+ ALL1+ y2 U5- R0+ D0+ L5- ALL5+,5,"UR(-3,4) UL(5,-5) D(-5,-5) L(6,-5) /(2,6)"
VietnamChampionship2024,5.4,f,A,3,UR1- DR5+ DL0+ UL1+ U2+ R2+ D5- L2- ALL1- y2 U0+ R3- D4- L1+ ALL3+,6,"UR(-3,2) UL(1,3) R(-3,1) L(0,1) dl(2,-4) /(2,6)"
VietnamChampionship2024,5.4,f,A,4,UR5+ DR2+ DL5+ UL5+ U2+ R0+ D2+ L6+ ALL3+ y2 U0+ R1- D5- L5+ ALL2-,5,"DR(3,0) R(2,-1) L(-4,-2) dr(5,-5) /(0,5)"
VietnamChampionship2024,5.4,f,A,5,UR0+ DR4- DL5- UL5- U4+ R6+ D4- L2+ ALL3- y2 U0+ R1- D1+ L2- ALL4+,6,"DL(1,-4) UL(1,0) R(-2,-2) L(6,-2) dl(-5,1) /(-4,-3)"
4BLDMadnessinDobrejovice2025,5.6,f,A,1,UR5+ DR3- DL5+ UL0+ U3- R3+ D4+ L5+ ALL5- y2 U2- R5- D5- L6+ ALL2-,6,"U(-2,0) R(-5,-5) D(6,-2) L(2,-1) dr(-4,-5) /(4,5)"
4BLDMadnessinDobrejovice2025,5.6,f,A,2,UR4+ DR1- DL1+ UL4+ U6+ R3+ D2+ L3- ALL2+ y2 U4- R3+ D4+ L4+ ALL5-,6,"UR(-2,5) DL(-2,-4) R(-4,-5) dr(-1,4) ul(2,-4) /(1,6)"
4BLDMadnessinDobrejovice2025,5.6,f,A,3,UR3- DR6+ DL3+ UL2+ U1+ R3- D3+ L1- ALL1+ y2 U6+ R5+ D1+ L2- ALL0+,5,"L(-4,-4) ur(-3,2) dl(4,1) ul(0,4) /(6,-5)"
4BLDMadnessinDobrejovice2025,5.6,f,A,4,UR2- DR5+ DL2- UL5+ U1- R2- D2+ L4+ ALL6+ y2 U0+ R1+ D0+ L4- ALL2+,5,"UR(-2,6) DL(-5,-3) R(1,1) L(-2,-4) /(5,-1)"
4BLDMadnessinDobrejovice2025,5.6,f,A,5,UR2+ DR2- DL4+ UL6+ U2+ R5- D2- L3+ ALL1+ y2 U4- R5- D1- L2+ ALL3-,6,"UR(2,0) R(3,-1) L(-1,3) dr(2,-1) ul(-3,-4) /(0,4)"
ANewYearinHamilton2023,5.6,e,B,1,UR3- DR2+ DL5- UL3+ U1+ R0+ D5+ L3- ALL3- y2 U1- R6+ D0+ L4+ ALL4+ DR UL,6,"UR(1,-3) UL(-2,3) D(-2,5) L(-5,4) ul(4,6) /(-5,-2)"
ANewYearinHamilton2023,5.6,e,B,2,UR2- DR4- DL5+ UL2+ U5- R5+ D3+ L2+ ALL6+ y2 U5- R6+ D5- L5- ALL2+ UR DR DL UL,7,"UR(5,0) DR(-4,0) L(3,-1) dr(-3,-4) dl(-1,-1) ul(0,-5) /(0,4)"
ANewYearinHamilton2023,5.6,e,B,3,UR5+ DR3+ DL1- UL3- U4+ R6+ D2- L4+ ALL2+ y2 U0+ R6+ D3+ L3- ALL2+ UR DL UL,4,"UR(-2,5) U(-4,0) dr(-3,-3) dl(3,6)"
ANewYearinHamilton2023,5.6,e,B,4,UR5+ DR0+ DL3- UL3- U2- R2- D2- L1+ ALL5- y2 U2+ R2+ D5+ L0+ ALL1- DR UL,6,"UR(-3,-3) DL(5,5) U(3,5) ur(-4,0) ul(1,2) \(-3,-1)"
ANewYearinHamilton2023,5.6,e,B,5,UR5- DR3- DL3+ UL1- U2- R6+ D0+ L4+ ALL5+ y2 U3+ R0+ D0+ L1- ALL1- DR DL,5,"UR(-4,0) DR(6,-4) D(6,3) L(6,-1) /(3,3)"
ArenaBSBdeCuboMagico2019,5.6,f,B,1,UR0+ DR0+ DL2+ UL0+ U1+ R6+ D3+ L2+ ALL0+ y2 U0+ R1+ D1+ L0+ ALL3+ DR,5,"DL(-5,3) U(-1,1) R(6,1) L(1,0) \(-3,0)"
ArenaBSBdeCuboMagico2019,5.6,f,B,2,UR3+ DR4+ DL3+ UL5- U1+ R0+ D5- L5- ALL4- y2 U5+ R1+ D1+ L6+ ALL4- UR DL,6,"UR(4,-3) DL(-2,0) UL(-3,5) R(1,1) ur(4,5) dr(4,1)"
ArenaBSBdeCuboMagico2019,5.6,f,B,3,UR4+ DR2+ DL2+ UL1- U1+ R3+ D6+ L0+ ALL5- y2 U2+ R1+ D4+ L2+ ALL5- UR DL,6,"UR(3,1) DL(-1,-3) U(5,4) D(3,-1) ur(0,2) ul(2,1)"
ArenaBSBdeCuboMagico2019,5.6,f,B,4,UR2+ DR6+ DL2- UL2+ U3- R5+ D0+ L4+ ALL0+ y2 U2+ R4+ D4- L5+ ALL5+ UR DR DL UL,6,"DL(-4,-1) U(-1,-4) R(-1,-5) ur(-2,5) ul(-5,-3) /(-1,-4)"
ArenaBSBdeCuboMagico2019,5.6,f,B,5,UR5+ DR2+ DL2+ UL2+ U1- R4- D4- L5+ ALL1+ y2 U1+ R0+ D3- L1+ ALL2+ DR DL UL,5,"UL(3,-3) U(3,-3) R(-3,0) ur(-4,1) /(5,6)"
AutotaloAnimeAdventure82024,5.6,d,B,1,UR3+ DR1- DL0+ UL5- U3- R4+ D3+ L5- ALL0+ y2 U0+ R3- D4+ L2+ ALL3-,6,"UR(0,-4) DL(-2,1) U(5,2) R(6,-3) dr(6,2) /(1,2)"
AutotaloAnimeAdventure82024,5.6,d,B,2,UR4+ DR3+ DL2- UL6+ U5- R2- D4- L1- ALL5- y2 U1- R4- D3- L1+ ALL0+,6,"UR(-5,0) DL(-3,5) D(6,-1) dr(2,1) dl(3,-4) \(3,4)"
AutotaloAnimeAdventure82024,5.6,d,B,3,UR3- DR3+ DL5- UL2- U4- R3+ D2+ L6+ ALL2+ y2 U5+ R6+ D2- L5- ALL1-,6,"UR(-3,-4) D(0,-3) L(1,-5) dl(-3,-2) ul(-3,-4) /(6,-3)"
AutotaloAnimeAdventure82024,5.6,d,B,4,UR1- DR2- DL5- UL6+ U1+ R5- D2+ L2- ALL4+ y2 U0+ R1+ D1+ L1+ ALL4+,5,"UR(6,-1) DR(2,6) DL(3,0) L(-2,1) dl(5,1)"
AutotaloAnimeAdventure82024,5.6,d,B,5,UR4+ DR0+ DL1+ UL5+ U2- R4- D5+ L5- ALL3- y2 U4- R1+ D1- L6+ ALL3-,5,"DL(6,4) UL(5,0) ur(6,6) dl(6,-1) ul(0,2)"
AutotaloAnimeAdventureII2023,5.6,2,B,1,UR5- DR2+ DL2+ UL1+ U5+ R1+ D6+ L5+ ALL4+ y2 U3- R0+ D5+ L2- ALL4- UR DR DL UL,6,"UR(0,4) DR(2,-3) U(-1,5) L(4,1) ur(6,-3) /(4,4)"
AutotaloAnimeAdventureII2023,5.6,2,B,2,UR4- DR3+ DL4+ UL1- U3+ R5- D2- L0+ ALL4- y2 U0+ R0+ D0+ L4+ ALL2- DL UL,5,"UR(2,4) DR(4,4) DL(3,-5) L(6,4) \(3,-5)"
AutotaloAnimeAdventureII2023,5.6,2,B,3,UR4- DR3- DL3+ UL1- U1+ R6+ D2+ L0+ ALL0+ y2 U4+ R4- D4- L4+ ALL0+ UR UL,5,"DR(-2,-3) UL(-2,-5) U(6,-4) R(3,-4) ur(3,4)"
AutotaloAnimeAdventureII2023,5.6,2,B,4,UR4- DR4- DL4- UL2+ U3- R4- D2+ L2+ ALL4+ y2 U4+ R5+ D6+ L4- ALL0+ UL,6,"UR(0,1) U(5,5) D(6,4) dr(-2,-4) dl(-4,5) /(4,0)"
AutotaloAnimeAdventureII2023,5.6,2,B,5,UR1+ DR5- DL4+ UL2+ U5- R5- D5- L0+ ALL1- y2 U6+ R0+ D5+ L5+ ALL3+ DR DL,6,"UR(-3,-2) DL(6,-2) U(5,0) D(0,6) dr(2,5) ALL(4,0)"
AutotaloAnimeAdventureIII2024,5.6,d,B,1,UR4+ DR4+ DL2- UL4+ U3+ R6+ D4- L1+ ALL1+ y2 U1- R0+ D1+ L0+ ALL4-,5,"UR(-2,6) DL(-3,1) U(3,1) D(5,-1) /(4,1)"
AutotaloAnimeAdventureIII2024,5.6,d,B,2,UR1- DR4+ DL4- UL2+ U6+ R1- D1+ L1+ ALL3- y2 U2+ R2+ D2- L1+ ALL0+,6,"UR(-1,-2) DR(-1,5) U(6,-2) L(1,1) ul(4,2) \(-2,-1)"
AutotaloAnimeAdventureIII2024,5.6,d,B,3,UR0+ DR0+ DL5- UL1+ U1- R2- D5- L3- ALL1+ y2 U0+ R0+ D6+ L5+ ALL3+,6,"UR(0,1) DR(2,2) DL(-4,-2) L(-1,-1) dr(3,6) \(2,-4)"
AutotaloAnimeAdventureIII2024,5.6,d,B,4,UR2+ DR1- DL1+ UL3+ U2- R1- D1+ L1+ ALL0+ y2 U1+ R5+ D1- L6+ ALL0+,5,"UL(-3,-1) R(0,6) D(-1,1) L(-2,6) dl(2,-1)"
AutotaloAnimeAdventureIII2024,5.6,d,B,5,UR5- DR3- DL6+ UL6+ U0+ R3+ D2- L1- ALL5- y2 U0+ R4+ D3+ L0+ ALL3+,6,"UR(-1,1) DR(-2,-1) DL(1,-3) R(-4,1) dl(0,3) /(-5,-3)"
BangkokSummer2024,5.6,2,A,1,UR2- DR4+ DL4- UL1- U2+ R5- D4- L3- ALL2+ y2 U1- R3- D0+ L5+ ALL2+,5,"DL(4,-2) UL(1,4) R(3,-3) D(0,-1) L(3,5)"
BangkokSummer2024,5.6,2,A,2,UR6+ DR1- DL1- UL6+ U5- R2+ D2- L6+ ALL1+ y2 U0+ R1- D5+ L5- ALL1+,6,"UR(5,3) DL(4,-1) UL(0,4) R(0,-1) L(-3,2) dr(6,5)"
BangkokSummer2024,5.6,2,A,3,UR2- DR2- DL6+ UL1- U3+ R0+ D1- L5- ALL4+ y2 U4- R0+ D5- L2- ALL6+,5,"DR(4,3) D(5,5) ur(5,3) dr(-1,-5) /(-3,1)"
BangkokSummer2024,5.6,2,A,4,UR3- DR2- DL5- UL1- U1- R2+ D2- L4- ALL1- y2 U1- R6+ D3+ L4+ ALL2-,7,"UR(3,-5) U(2,0) D(-3,5) L(-2,1) dr(4,3) ul(0,6) /(1,0)"
BangkokSummer2024,5.6,2,A,5,UR3+ DR5- DL4- UL1+ U3- R3+ D1- L0+ ALL3+ y2 U5- R3+ D4+ L1+ ALL3+,5,"UL(-1,-5) R(-1,-1) D(-2,-5) L(4,1) dl(3,4)"
BridgeportSideEvents2019,5.6,2,A,1,UR5- DR3+ DL1- UL2- U3- R4- D3+ L0+ ALL6+ y2 U1+ R1- D0+ L6+ ALL1+ UR,6,"DL(-2,-2) UL(-2,-5) R(6,-1) D(-3,1) L(-5,6) \(-3,-4)"
BridgeportSideEvents2019,5.6,2,A,2,UR3+ DR1- DL5- UL5+ U6+ R3+ D4- L0+ ALL1- y2 U2+ R3+ D4+ L1+ ALL1+ DL UL,6,"UR(-2,-3) DR(-3,-5) D(1,2) dr(1,1) dl(0,3) /(-3,1)"
BridgeportSideEvents2019,5.6,2,A,3,UR4+ DR5- DL5+ UL4+ U5+ R1+ D0+ L1- ALL3+ y2 U4+ R4- D4+ L1+ ALL3+ DR UL,5,"UR(0,-5) U(-1,4) L(4,5) ur(-2,-4) ul(-5,-4)"
BridgeportSideEvents2019,5.6,2,A,4,UR3- DR2+ DL2+ UL3+ U2- R1+ D4- L4+ ALL6+ y2 U5- R5+ D4+ L5+ ALL6+ DR DL UL,5,"UL(2,5) L(1,-1) dr(0,6) dl(-3,-2) ul(3,-5)"
BridgeportSideEvents2019,5.6,2,A,5,UR5- DR2- DL3- UL1+ U2+ R3+ D6+ L2+ ALL4+ y2 U3- R1- D6+ L1- ALL3+,6,"UR(2,0) R(2,-1) D(-1,-3) L(0,5) dr(-3,6) /(4,-3)"
BrizZonSideOpen2021,5.6,f,A,1,UR5+ DR6+ DL0+ UL0+ U4+ R1- D6+ L4+ ALL2- y2 U2+ R2+ D1+ L3- ALL1+ DR DL,6,"UR(2,5) U(1,4) L(-4,0) dr(0,-3) ul(1,2) /(2,-5)"
BrizZonSideOpen2021,5.6,f,A,2,UR0+ DR4+ DL4+ UL5- U0+ R3+ D5- L0+ ALL5+ y2 U2- R2+ D4- L4- ALL2+ UR DR DL UL,6,"UR(5,5) DL(1,5) R(0,2) D(-4,-2) dr(-5,-4) ALL(-3,0)"
BrizZonSideOpen2021,5.6,f,A,3,UR5- DR3- DL0+ UL3- U1- R1- D1- L1- ALL5+ y2 U0+ R2+ D2+ L0+ ALL3- DR DL,4,"UR(-3,-5) DL(4,5) dl(0,2) /(-3,-1)"
BrizZonSideOpen2021,5.6,f,A,4,UR3- DR2- DL4- UL3+ U4- R5- D5+ L0+ ALL3- y2 U5- R4+ D3- L4+ ALL0+ DR UL,6,"UR(4,-4) DL(1,6) R(6,4) ur(-1,-5) dr(-4,-3) /(-5,2)"
BrizZonSideOpen2021,5.6,f,A,5,UR5- DR5- DL2+ UL1- U6+ R4- D5+ L4+ ALL5- y2 U5+ R5- D1- L1+ ALL3+ UR DR DL,6,"DR(-2,-5) R(4,-5) L(-5,-3) ur(2,5) dr(0,-1) /(4,0)"
BrizZonSideOpenIII2024,5.6,1,C,1,UR2+ DR0+ DL4- UL4+ U1- R3+ D1- L1- ALL1+ y2 U6+ R3- D0+ L3+ ALL3+,5,"UR(-5,-1) D(5,-3) L(1,3) ul(-1,-3) \(-3,1)"
BrizZonSideOpenIII2024,5.6,1,C,2,UR3+ DR5+ DL6+ UL1- U2- R5- D3- L2+ ALL4+ y2 U2- R6+ D6+ L1- ALL1-,6,"DR(-3,-3) DL(5,4) D(2,-1) ur(2,-1) dl(-5,6) /(2,3)"
BrizZonSideOpenIII2024,5.6,1,C,3,UR2- DR2+ DL5+ UL5- U5+ R1- D4- L2+ ALL4+ y2 U4- R2- D0+ L5+ ALL2+,6,"UL(2,5) R(1,-2) D(-3,-4) L(-4,5) dl(5,0) \(5,-3)"
BrizZonSideOpenIII2024,5.6,1,C,4,UR4- DR4+ DL1+ UL0+ U2- R2+ D3- L4+ ALL1- y2 U3- R0+ D2- L1+ ALL5-,6,"UR(-2,-5) UL(-4,4) D(-2,-3) L(-1,3) dr(-2,-2) /(-2,6)"
BrizZonSideOpenIII2024,5.6,1,C,5,UR6+ DR1+ DL1+ UL1+ U4- R5+ D1+ L4- ALL3- y2 U3- R0+ D2+ L3+ ALL6+,5,"DL(1,4) U(-3,2) D(-4,-3) L(1,3) /(1,2)"
CAUaoCubo2025,5.6,c,A,1,UR4- DR5- DL6+ UL1+ U3- R2- D4- L5- ALL3- y2 U5+ R6+ D4- L3- ALL3-,6,"DR(5,1) DL(-2,1) U(6,-4) R(6,6) L(0,4) ur(4,5)"
CAUaoCubo2025,5.6,c,A,2,UR5- DR6+ DL3- UL1+ U3- R2- D6+ L5+ ALL3+ y2 U4+ R3- D0+ L4- ALL3+,5,"DL(3,-5) UL(-5,0) R(1,5) L(-1,-4) ul(6,4)"
CAUaoCubo2025,5.6,c,A,3,UR5+ DR1+ DL3+ UL2+ U5+ R5- D3- L2- ALL4- y2 U3+ R4- D4- L1+ ALL5+,6,"UR(0,-1) DR(-1,2) D(0,3) L(-3,1) dl(5,-4) ALL(-3,0)"
CAUaoCubo2025,5.6,c,A,4,UR1- DR0+ DL4- UL2- U3+ R1+ D5- L1+ ALL4+ y2 U1+ R1+ D1+ L4+ ALL4+,5,"DR(0,-2) DL(5,-1) D(4,-3) ur(2,4) dl(4,1)"
CAUaoCubo2025,5.6,c,A,5,UR3+ DR0+ DL2+ UL4+ U5- R1+ D2- L2+ ALL6+ y2 U1- R1- D2- L4- ALL1+,6,"UR(-4,0) DL(0,-3) U(2,-2) L(4,-4) ul(-3,-1) \(2,3)"
ChanqueteOpen2023,5.6,d,B,1,UR1- DR0+ DL4+ UL6+ U3- R5- D2+ L5+ ALL4- y2 U5+ R2+ D1- L5- ALL3- DL UL,6,"DR(6,1) U(-2,2) L(-3,-5) dl(-2,-3) ul(-4,5) \(1,-2)"
ChanqueteOpen2023,5.6,d,B,2,UR1+ DR6+ DL5+ UL0+ U2- R5- D1+ L4- ALL2+ y2 U1- R3- D4- L4- ALL5+ UR DL,6,"UR(2,2) UL(-1,-4) R(-4,-3) D(0,-1) dr(5,-4) /(6,3)"
ChanqueteOpen2023,5.6,d,B,3,UR1+ DR2+ DL1+ UL2+ U5- R1- D3- L1+ ALL4+ y2 U3- R3+ D5- L5- ALL1+ UR DL,5,"U(2,-5) R(-2,3) D(0,-3) L(-4,-5) /(2,1)"
ChanqueteOpen2023,5.6,d,B,4,UR1- DR1- DL1+ UL5+ U5+ R1- D0+ L4+ ALL5+ y2 U2- R3- D2+ L3+ ALL4+ DR UL,6,"UR(3,3) R(0,-3) L(2,3) ur(-2,-2) dr(4,2) \(0,1)"
ChanqueteOpen2023,5.6,d,B,5,UR3- DR3- DL1+ UL3- U4+ R4+ D1- L3- ALL5- y2 U3+ R5- D5- L5+ ALL4+ DR UL,5,"UR(2,2) D(3,3) L(5,5) dl(5,-5) \(6,-3)"
Cheste2019,5.6,f,A,1,UR4- DR6+ DL2+ UL2+ U0+ R3- D3- L4+ ALL2- y2 U0+ R4- D2+ L1- ALL2- UR DR,6,"UR(4,2) DR(-5,-5) UL(4,0) U(6,3) R(2,-4) dr(-1,-1)"
Cheste2019,5.6,f,A,2,UR5- DR1- DL0+ UL3- U4- R5- D6+ L2+ ALL5+ y2 U3- R0+ D2- L0+ ALL1+ DR,5,"UR(-1,6) UL(1,1) U(0,-2) D(-5,-3) /(-2,6)"
Cheste2019,5.6,f,A,3,UR2+ DR1+ DL5- UL3- U1- R5+ D4+ L6+ ALL1- y2 U5- R2- D5- L2- ALL1+ DL,6,"UR(4,1) U(-2,-5) L(2,1) ur(3,-3) ul(6,-2) \(3,-5)"
Cheste2019,5.6,f,A,4,UR4+ DR3- DL5- UL0+ U4- R2- D4+ L1+ ALL5+ y2 U3+ R6+ D5+ L1+ ALL1- DR UL,6,"DL(4,4) R(1,-1) dr(0,1) dl(-3,4) ul(-5,3) /(3,3)"
Cheste2019,5.6,f,A,5,UR2- DR5+ DL5+ UL6+ U1+ R3- D0+ L5+ ALL3+ y2 U2- R0+ D3+ L2- ALL6+ UR DR UL,5,"DL(2,-1) UL(6,5) U(1,3) ur(-2,-2) \(-3,0)"
CoCCelebesSpeedcubingMasters2024,5.6,c,A,1,UR2- DR6+ DL0+ UL5+ U2- R3- D3- L2+ ALL3- y2 U0+ R1- D4- L6+ ALL2+,6,"UR(-1,4) DL(-3,4) R(0,-1) L(-4,-2) dr(3,-4) \(5,2)"
CoCCelebesSpeedcubingMasters2024,5.6,c,A,2,UR2- DR2- DL3- UL1- U1- R1- D2+ L5- ALL2+ y2 U5- R5+ D0+ L4+ ALL2+,6,"UR(-5,0) DR(3,-4) UL(-3,1) R(-5,5) L(0,-3) ur(-3,-5)"
CoCCelebesSpeedcubingMasters2024,5.6,c,A,3,UR3+ DR1- DL3- UL1- U4- R2- D4- L0+ ALL4+ y2 U1+ R1- D1- L2+ ALL3-,5,"U(2,0) D(-4,1) L(4,2) dl(-5,-1) /(-1,-4)"
CoCCelebesSpeedcubingMasters2024,5.6,c,A,4,UR5- DR4- DL6+ UL6+ U2+ R5+ D0+ L5- ALL6+ y2 U5+ R4- D0+ L3+ ALL3-,6,"UR(4,0) UL(5,1) D(-2,6) ur(4,3) ul(0,-4) \(2,-5)"
CoCCelebesSpeedcubingMasters2024,5.6,c,A,5,UR6+ DR5+ DL6+ UL5+ U5- R5+ D5- L5- ALL3- y2 U0+ R1+ D6+ L6+ ALL0+,5,"DR(6,-2) UL(6,2) R(2,1) dr(-2,6) /(3,6)"
CrossstraitCubing2016,5.6,c,A,1,UR1+ DR5+ DL6+ UL4+ U1- R3+ D6+ L6+ ALL5- y2 U6+ R5- D5- L3+ ALL5- DR UL,5,"UR(-4,4) DR(-5,4) L(-4,-3) ur(-3,6) dl(3,-5)"
CrossstraitCubing2016,5.6,c,A,2,UR6+ DR0+ DL0+ UL2- U2+ R0+ D3- L1- ALL2+ y2 U1- R5+ D4+ L5- ALL1+ UR DR UL,6,"UR(6,3) D(3,-1) L(3,-4) dr(-1,-1) dl(-2,5) /(-1,2)"
CrossstraitCubing2016,5.6,c,A,3,UR2- DR0+ DL3- UL5- U5+ R3- D4- L4- ALL5- y2 U4+ R0+ D4- L6+ ALL6+ UR DR UL,6,"UR(5,6) U(-3,-2) D(-5,4) L(0,-4) dr(-3,-2) \(3,-2)"
CrossstraitCubing2016,5.6,c,A,4,UR4+ DR5- DL5- UL4- U4- R5+ D0+ L2+ ALL5- y2 U2- R0+ D4+ L2- ALL1- UR DL UL,6,"UR(5,4) DR(3,-2) DL(-5,-3) U(-1,4) ur(0,-2) /(-2,-2)"
CrossstraitCubing2016,5.6,c,A,5,UR2+ DR3- DL2- UL4+ U4- R1+ D3- L1+ ALL3- y2 U2+ R0+ D1+ L2+ ALL3- DR DL,5,"UR(-2,-2) DR(2,0) D(6,2) L(-3,1) dr(4,1)"
CubeFactoryLeagueJezow2025,5.6,d,B,1,UR1- DR1- DL2+ UL0+ U4+ R1+ D1+ L2- ALL1+ y2 U1+ R1- D2+ L4+ ALL1+,5,"DR(-2,5) U(-3,-1) R(3,-1) ur(2,1) dr(-5,3)"
CubeFactoryLeagueJezow2025,5.6,d,B,2,UR3- DR5- DL0+ UL0+ U5- R5+ D5+ L5- ALL4- y2 U4+ R0+ D6+ L6+ ALL5-,5,"UR(3,0) UL(5,0) D(0,4) dr(4,6) \(0,1)"
CubeFactoryLeagueJezow2025,5.6,d,B,3,UR3+ DR3- DL2- UL5- U4- R1+ D5- L0+ ALL2+ y2 U1+ R5- D0+ L3- ALL1-,6,"UR(6,1) DR(-3,1) R(-4,-5) D(1,1) L(-5,-3) /(6,-3)"
CubeFactoryLeagueJezow2025,5.6,d,B,4,UR3+ DR3- DL4- UL3- U2- R3+ D4+ L3+ ALL2+ y2 U1+ R2+ D2+ L4- ALL2+,6,"UR(-3,0) DL(4,0) U(5,6) D(-1,-1) dr(-1,-4) ul(5,2)"
