competition_id,mean,round_type_id,group_id,scramble_num,scramble,optimal_movecount,movecount_solution
BurleySummer2025,8.2,d,B,1,UR1- DR3- DL2- UL1- U4- R1- D5+ L5+ ALL4- y2 U4- R5- D2+ L1- ALL0+,9,UR5+ UL2- U3+ y2 R5- L3- UL4+ DR2- \3+ ALL1-
BurleySummer2025,8.2,d,B,2,UR0+ DR0+ DL4+ UL2+ U4- R3- D3+ L4+ ALL4- y2 U3+ R3- D1+ L5- ALL3-,9,DR3+ DL2+ U2+ dr5+ ul2- y2 DL5+ DR6+ UR3- ALL1-
BurleySummer2025,8.2,d,B,3,UR3+ DR4+ DL1- UL3- U4- R1- D0+ L3- ALL5+ y2 U3- R2+ D1- L1- ALL1-,9,UR3- DR3- UL5- ur1- y2 dl4- R2- U3+ DL1+ ALL6+
BurleySummer2025,8.2,d,B,4,UR4+ DR4+ DL4- UL4- U0+ R3- D4- L4+ ALL5+ y2 U4+ R1+ D4- L4- ALL5+,7,DL4+ R5- dl1- y2 dr5- R3+ DL4+ UR4-
BurleySummer2025,8.2,d,B,5,UR4+ DR3- DL4+ UL4+ U1- R1- D1- L4+ ALL3- y2 U1+ R1+ D4- L1- ALL5-,7,U5+ /5+ ALL5- y2 L3- DL4+ UR1- /4-
ClockedinQuezonCity2024,8.2,2,B,1,UR6+ DR6+ DL1+ UL5+ U2- R4- D5+ L5- ALL2+ y2 U0+ R0+ D2+ L2+ ALL5-,8,UR3+ DR1+ DL1- /5- y2 dl2+ dr3+ D2- L2-
ClockedinQuezonCity2024,8.2,2,B,2,UR6+ DR0+ DL5+ UL3- U3+ R6+ D2+ L5- ALL3- y2 U5- R3- D5- L5- ALL5-,8,UL3+ U3+ D5+ \2+ y2 dr1+ D2+ UL5+ DR3+
ClockedinQuezonCity2024,8.2,2,B,3,UR4+ DR2- DL5- UL0+ U5+ R4+ D3- L5+ ALL0+ y2 U5- R1+ D4+ L3- ALL4+,9,UR3+ R3+ D2- y2 dr6+ D1- UL5+ DL2- DR1- /4+
ClockedinQuezonCity2024,8.2,2,B,4,UR3- DR4+ DL4+ UL0+ U5- R2+ D4+ L5+ ALL5+ y2 U6+ R5+ D1- L6+ ALL5+,8,DR3- DL3+ U4- y2 dr3- ur1- D6+ UL6+ DR5-
ClockedinQuezonCity2024,8.2,2,B,5,UR0+ DR1+ DL5+ UL3- U1- R2+ D6+ L6+ ALL3- y2 U1- R6+ D4+ L1+ ALL2-,8,UL4+ R3- ul2- y2 L4- DL3+ DR5+ UR1+ ALL1-
EyesOpenOpenOtautahi2025,8.2,1,B,1,UR0+ DR5- DL2+ UL1+ U6+ R1- D5- L4- ALL3- y2 U0+ R2- D4+ L5- ALL4-,8,U5+ R6- D4- L1+ /1+ y2 L1- DL6+ DR2+
EyesOpenOpenOtautahi2025,8.2,1,B,2,UR5- DR1- DL3- UL0+ U5+ R3+ D1- L2+ ALL4+ y2 U1+ R0+ D5+ L6+ ALL4+,8,DR4+ DL1+ R1- dl4- ul4- y2 ul2+ UL1- DL5-
EyesOpenOpenOtautahi2025,8.2,1,B,3,UR2- DR0+ DL4+ UL3- U5- R5+ D1+ L0+ ALL0+ y2 U1+ R5+ D0+ L0+ ALL5+,9,DR3- DL1- U2- D1- /3- \2- y2 ul5- R5- U1-
EyesOpenOpenOtautahi2025,8.2,1,B,4,UR4- DR0+ DL3+ UL0+ U4+ R2+ D3- L4+ ALL0+ y2 U5- R2- D0+ L4+ ALL1-,7,R2+ L5+ ALL1- y2 ul3- R2+ U3- UL4-
