competition_id,mean,round_type_id,group_id,scramble_num,scramble,optimal_movecount,movecount_solution
EyesOpenOpenOtautahi2025,8.2,1,B,5,UR5+ DR0+ DL5- UL5- U5+ R5+ D0+ L1- ALL5- y2 U2+ R1- D6+ L3- ALL2-,9,UR5- DL5+ R5- L6- y2 D3+ R3+ DL3+ UR2- \3+
GemCitySpecialIIOH2024,8.2,d,B,1,UR6+ DR3+ DL2+ UL1- U3+ R6+ D5- L1- ALL2- y2 U0+ R4- D5+ L1- ALL6+,8,UR4+ R5+ \2- ALL6- y2 dl1+ L2- DL3+ DR4+
GemCitySpecialIIOH2024,8.2,d,B,2,UR2+ DR3- DL3+ UL1- U3- R1+ D4- L2- ALL0+ y2 U3+ R4+ D5- L1+ ALL6+,9,UR2+ DR4+ R6- \5- y2 D5- UL3- DL2+ DR4- \1+
GemCitySpecialIIOH2024,8.2,d,B,3,UR2+ DR6+ DL4+ UL5+ U3+ R4+ D2+ L3- ALL5- y2 U5- R2+ D5- L0+ ALL4+,8,U2+ L6- ur1- dl2+ ALL3- y2 ur6+ DR5+ UR5+
GemCitySpecialIIOH2024,8.2,d,B,4,UR1- DR3+ DL1+ UL3- U0+ R6+ D3- L3+ ALL2- y2 U2+ R5- D6+ L4- ALL4+,8,UR4+ DL1- dl5+ /3- ALL3+ y2 R5+ UL2- DL6+
GemCitySpecialIIOH2024,8.2,d,B,5,UR1+ DR6+ DL5+ UL2+ U2+ R5+ D1+ L0+ ALL3+ y2 U1+ R1+ D5- L0+ ALL2+,8,UL5- L2- ul6- y2 ul4- dl2+ D5+ UR1- /1-
LakeConstanceCubing2022,8.2,d,B,1,UR5- DR0+ DL2+ UL6+ U3- R5+ D3- L3+ ALL3+ y2 U1+ R5- D2- L0+ ALL3+ DL,8,DL1+ U2+ ur1+ y2 dl6+ dr5+ R3+ U1- DR2+
LakeConstanceCubing2022,8.2,d,B,2,UR4- DR2- DL3- UL0+ U1- R1+ D2- L5- ALL0+ y2 U0+ R0+ D1+ L2+ ALL1- UR DL,7,UR5+ DL4- D1- ur4+ y2 D1+ DL2- /1-
LakeConstanceCubing2022,8.2,d,B,3,UR4- DR6+ DL6+ UL2+ U2+ R1- D5- L5- ALL6+ y2 U3+ R4+ D1- L5+ ALL2- UR,10,DR1- DL3- D3- y2 ul1+ dl2- U3- L2+ DL5+ DR4- /4+
LakeConstanceCubing2022,8.2,d,B,4,UR5+ DR6+ DL1+ UL4- U4+ R5- D5+ L0+ ALL3+ y2 U6+ R3+ D3- L4- ALL1+ DR UL,9,UR5- R1- L3+ y2 ul1- D1- R3+ DL4+ UR6+ \2-
LakeConstanceCubing2022,8.2,d,B,5,UR4+ DR4- DL1+ UL3+ U4- R3+ D3+ L4+ ALL0+ y2 U6+ R6+ D2- L0+ ALL2+ UR UL,7,UR3- L4+ \1+ y2 ur1+ D2+ UR6+ \3+
LatvianOpen2016,8.2,f,A,1,UR0+ DR3+ DL4- UL1+ U0+ R3- D0+ L4+ ALL1+ y2 U6+ R2+ D2- L5+ ALL5+ DR DL,9,UL1- D1+ \2- y2 D1- R2- U2+ UL4+ DL3+ /2+
LatvianOpen2016,8.2,f,A,2,UR5+ DR3+ DL5+ UL2- U2+ R4- D2- L3+ ALL4+ y2 U1- R6+ D1+ L1+ ALL6+ DR UL,9,UR5- DL6- R1+ /3+ ALL5+ y2 U6+ L1- DR1- UR5-
LatvianOpen2016,8.2,f,A,3,UR3+ DR4- DL1- UL3+ U6+ R5+ D3+ L4- ALL5- y2 U4- R4- D1+ L1- ALL3+ UR DR DL UL,9,DL2+ R4- ul4- y2 R2+ UL1+ DR1- UR3+ /2- ALL2+
LatvianOpen2016,8.2,f,A,4,UR1- DR1- DL0+ UL6+ U2- R2+ D1+ L3- ALL4- y2 U1+ R5+ D3- L5+ ALL3+ UR DL UL,7,UL3- ur5+ y2 UL1- DL4- DR5- \3- ALL2+
LatvianOpen2016,8.2,f,A,5,UR3- DR6+ DL4- UL6+ U3- R1+ D2- L2- ALL1+ y2 U3+ R3- D0+ L3- ALL3+ UR DR UL,7,R4- ur4- ALL4- y2 R3+ L6+ UL3- \6+
MumbaiTwistathon2024,8.2,c,B,1,UR6+ DR4+ DL3+ UL4- U4+ R4+ D4- L4+ ALL5+ y2 U1+ R1+ D3- L0+ ALL4-,7,UR6- DL3- R4+ ul5- y2 D3+ UR1- \3+
MumbaiTwistathon2024,8.2,c,B,2,UR1- DR3- DL2+ UL3- U2+ R1+ D2- L1+ ALL2- y2 U5+ R2- D1+ L4- ALL2-,8,DR3+ U2+ y2 dl3+ dr1+ D3- U5- L4+ DR2+
MumbaiTwistathon2024,8.2,c,B,3,UR1+ DR2+ DL4+ UL5- U5- R4- D5+ L4+ ALL2+ y2 U2- R2- D3- L6+ ALL2+,9,DR1+ UL3- dl2- y2 ul4- dl4- R2+ U1- UL3+ DL3+
MumbaiTwistathon2024,8.2,c,B,4,UR4+ DR1+ DL2+ UL5+ U2- R6+ D1+ L4+ ALL0+ y2 U0+ R2+ D0+ L0+ ALL1-,8,DL4- UL5+ R1+ /1+ y2 ul2+ dl3+ dr4- R2-
MumbaiTwistathon2024,8.2,c,B,5,UR3+ DR3- DL3+ UL4+ U3+ R4- D3+ L3+ ALL2- y2 U5+ R4- D4+ L0+ ALL4-,9,UL2+ R4+ D3- /1- y2 ur2+ D4- R3- UR5- /3-
SantiagoCubikzChallengeMega2024,8.2,c,A,1,UR2+ DR0+ DL5+ UL1- U0+ R5- D2- L1- ALL1+ y2 U6+ R1+ D5- L1+ ALL1-,8,DL3- U1- R3+ \2+ y2 D5+ U5- L1- UR1-
SantiagoCubikzChallengeMega2024,8.2,c,A,2,UR1- DR5+ DL1- UL1+ U5+ R1+ D3- L0+ ALL2+ y2 U6+ R0+ D1- L5+ ALL2-,7,UR5- D1- dr3- y2 ul1+ UL6+ DL1+ \4-
SantiagoCubikzChallengeMega2024,8.2,c,A,3,UR2+ DR3+ DL2+ UL0+ U4+ R2- D2+ L5+ ALL1- y2 U3+ R4- D5+ L0+ ALL3+,8,UR3- DL5+ U3- /3+ ALL5- y2 dr1+ DR5- UR3-
SantiagoCubikzChallengeMega2024,8.2,c,A,4,UR5- DR1- DL1- UL5- U4+ R4+ D6+ L3+ ALL2- y2 U0+ R1+ D1+ L5- ALL0+,8,UR6- DR4- L3+ /5- ALL3- y2 dr1- L5+ DR1-
SantiagoCubikzChallengeMega2024,8.2,c,A,5,UR0+ DR2+ DL5- UL3- U1- R3+ D4+ L3+ ALL3+ y2 U2- R5- D5- L1- ALL5-,10,DR1- UL5+ U1- R4- ur3+ ALL4+ y2 R1- DL1+ DR4+ UR2+
SkewbontheMadisonSnow2025,8.2,1,B,1,UR1- DR3+ DL4+ UL5- U4+ R6+ D5- L1+ ALL3+ y2 U2- R6+ D2+ L3- ALL2-,10,UR2+ R2+ D2- y2 dl5- dr1- D3+ DL3+ DR4+ UR2+ ALL5+
SkewbontheMadisonSnow2025,8.2,1,B,2,UR1- DR3+ DL1+ UL3- U5- R2- D2+ L6+ ALL3+ y2 U1+ R2+ D5+ L1+ ALL6+,8,DL6- U3- L2+ ul6- /3- y2 R3+ UL1- DR5-
SkewbontheMadisonSnow2025,8.2,1,B,3,UR0+ DR2- DL3- UL3- U4- R0+ D3+ L6+ ALL6+ y2 U3+ R1+ D3+ L3- ALL2+,7,DR2+ U5- y2 R5+ L3+ DR3- UR3- ALL4+
SkewbontheMadisonSnow2025,8.2,1,B,4,UR0+ DR2- DL2+ UL1- U1+ R0+ D2- L4- ALL2+ y2 U0+ R5- D0+ L0+ ALL1-,6,DR2+ L3+ ur2+ ALL3- y2 dl1+ R5+
SkewbontheMadisonSnow2025,8.2,1,B,5,UR5+ DR4+ DL3+ UL5- U0+ R4+ D2- L2- ALL2- y2 U2- R3+ D4- L3+ ALL3+,10,DR1- DL4- L4- ALL4+ y2 ul1+ dl1+ UL5+ DL4+ UR3- \1+
ANewYearinHamilton2023,8.4,e,B,1,UR3- DR2+ DL5- UL3+ U1+ R0+ D5+ L3- ALL3- y2 U1- R6+ D0+ L4+ ALL4+ DR UL,10,UR1- DR2+ DL5+ D3+ dr6- y2 R1+ UL4- UR5+ \4- ALL1+
ANewYearinHamilton2023,8.4,e,B,2,UR2- DR4- DL5+ UL2+ U5- R5+ D3+ L2+ ALL6+ y2 U5- R6+ D5- L5- ALL2+ UR DR DL UL,9,UR5+ DR4- L3+ dr2- dl2- y2 R1+ UL5+ DR5+ \4-
ANewYearinHamilton2023,8.4,e,B,3,UR5+ DR3+ DL1- UL3- U4+ R6+ D2- L4+ ALL2+ y2 U0+ R6+ D3+ L3- ALL2+ UR DL UL,7,UR2- U4- y2 ul2- ur3- UL3+ DR3- UR3-
ANewYearinHamilton2023,8.4,e,B,4,UR5+ DR0+ DL3- UL3- U2- R2- D2- L1+ ALL5- y2 U2+ R2+ D5+ L0+ ALL1- DR UL,8,UR3- DL5+ U3+ ALL6- y2 dl1+ D5- UR2- /2-
ANewYearinHamilton2023,8.4,e,B,5,UR5- DR3- DL3+ UL1- U2- R6+ D0+ L4+ ALL5+ y2 U3+ R0+ D0+ L1- ALL1- DR DL,8,UR2+ UL6- /3- y2 ul6+ dl4+ U3- L1+ /3+
Arkansolve2023,8.4,d,A,1,UR5- DR6+ DL5- UL4+ U0+ R3+ D1- L1+ ALL4+ y2 U0+ R0+ D2+ L2+ ALL3- DL,6,U1+ R4- ul4- y2 dl4- DL2- /5+
Arkansolve2023,8.4,d,A,2,UR5+ DR2- DL1+ UL2+ U4- R6+ D1+ L2- ALL4+ y2 U2- R6+ D1+ L0+ ALL6+ UR DR UL,9,UR5- UL2+ R4- L3- ur1+ /2- y2 D1- U4- UR6+
Arkansolve2023,8.4,d,A,3,UR2+ DR6+ DL2+ UL6+ U3- R5- D4+ L1+ ALL4+ y2 U0+ R6+ D0+ L6+ ALL4+ DR DL,8,UR3- UL3+ U5- y2 ul4+ dl3+ dr1+ DL6+ DR6+
Arkansolve2023,8.4,d,A,4,UR3+ DR2+ DL1- UL1- U5- R5- D4- L6+ ALL1- y2 U6+ R3- D5+ L5+ ALL3+ UR DR DL,10,UR3+ DR3- DL4- D2- y2 R4- L1+ UL6+ DR5- \1+ ALL3-
Arkansolve2023,8.4,d,A,5,UR0+ DR5+ DL4+ UL4+ U5- R3+ D1+ L4+ ALL2- y2 U5+ R6+ D4- L1+ ALL1- DL,9,DR4+ U1+ D2- /3- ALL2- y2 R5- L1- DR4+ UR5-
BrizZonSideOpen2024,8.4,d,E,1,UR4+ DR0+ DL4+ UL5+ U1+ R6+ D5- L5- ALL5- y2 U2- R3+ D1- L5- ALL2-,9,UR2+ DL4- D5+ dl1+ ALL3+ y2 dl4+ D1+ UL5+ UR3-
BrizZonSideOpen2024,8.4,d,E,2,UR3- DR4+ DL4- UL6+ U1+ R1- D0+ L3+ ALL1+ y2 U2- R4- D1- L0+ ALL2+,8,U4- L5- dl2+ y2 R1+ DR1+ UR2+ /5+ \4-
BrizZonSideOpen2024,8.4,d,E,3,UR6+ DR6+ DL2+ UL6+ U1- R1+ D0+ L0+ ALL0+ y2 U2- R6+ D6+ L6+ ALL1-,8,DL4+ U1+ R1- y2 U4- UL6+ DR6+ \6+ ALL5-
BrizZonSideOpen2024,8.4,d,E,4,UR3+ DR4- DL3+ UL5+ U5- R3+ D1+ L2+ ALL6+ y2 U3- R6+ D5- L3- ALL5+,9,DR2- DL2+ U3- /1+ y2 dl4- ur5- R1+ UL3+ DR5+
BrizZonSideOpen2024,8.4,d,E,5,UR1- DR0+ DL5- UL1+ U4+ R1+ D2+ L2+ ALL2- y2 U1- R5- D5+ L0+ ALL1-,8,DL3+ UL1- U3- \1- y2 ul1+ D5- R5+ U1+
CariloOpen2022,8.4,d,A,1,UR0+ DR0+ DL4- UL5- U5- R0+ D4+ L3- ALL3- y2 U4- R5+ D5+ L3+ ALL6+ UR DL,7,U2- ur3+ \3+ y2 ul2- D5- UL3- UR5-
CariloOpen2022,8.4,d,A,2,UR6+ DR1+ DL3+ UL4- U0+ R4- D3- L2+ ALL2- y2 U1+ R5+ D0+ L0+ ALL6+ UR,8,UR2- DR1- UL1- U1+ \4+ y2 ul1+ U4+ UR5-
CariloOpen2022,8.4,d,A,3,UR2- DR0+ DL4+ UL3+ U3- R4+ D6+ L2+ ALL2- y2 U3+ R6+ D2- L2+ ALL1+ UR DR DL,10,UR1- UL3+ R1- D2+ \3- y2 ul5+ D2+ U3+ L2- UR6+
CariloOpen2022,8.4,d,A,4,UR4- DR1+ DL3+ UL2+ U4+ R2- D3- L2- ALL1- y2 U3+ R0+ D2+ L0+ ALL3+ UR DL,8,DL1- UL2- R5+ y2 ul6+ ur1- D2- U3- /4+
CariloOpen2022,8.4,d,A,5,UR3- DR4+ DL5+ UL1+ U5- R1- D1- L5+ ALL2+ y2 U0+ R4- D4+ L4+ ALL2- DR UL,9,UR4- DR4+ UL1- L2+ \4+ y2 ul1- dr1- R4+ DL4-
FlatasenOpen2023,8.4,c,A,1,UR4- DR3+ DL4+ UL1- U4+ R1+ D6+ L3- ALL0+ y2 U2+ R4- D6+ L2- ALL5+ DR UL,8,UR1+ DR1- dl3- ALL5+ y2 dl1+ U2- DL2+ DR4+
FlatasenOpen2023,8.4,c,A,2,UR1+ DR0+ DL1+ UL3+ U1- R2+ D6+ L1- ALL2- y2 U6+ R4+ D6+ L3+ ALL3- UR DR DL UL,8,DR3- UL3- D4- \1+ y2 D3- R4- U6+ DL3-
FlatasenOpen2023,8.4,c,A,3,UR4- DR4- DL2+ UL2+ U2+ R0+ D4+ L2- ALL6+ y2 U0+ R4- D2- L4+ ALL3+,8,DL2- R4- y2 dl2+ ur4+ D2+ UL4- UR4+ ALL3+
FlatasenOpen2023,8.4,c,A,4,UR3- DR4- DL0+ UL1+ U0+ R4+ D1- L3- ALL4+ y2 U4+ R1+ D1- L3+ ALL2- DR DL UL,9,DR5+ UL2+ R2- ul3- y2 D1+ UL3- UR1- \4- ALL2+
FlatasenOpen2023,8.4,c,A,5,UR5- DR2+ DL4+ UL0+ U4+ R1- D5- L2+ ALL1- y2 U1- R3+ D0+ L4- ALL6+ DR UL,9,DL1- UL1- U2+ R4+ L4- y2 UL4+ UR3- /3- \2-
FoothillsFinalFight2019,8.4,c,B,1,UR6+ DR1+ DL2- UL0+ U4- R6+ D0+ L0+ ALL0+ y2 U1- R4+ D4+ L3+ ALL4- UR UL,8,UR2- DR1- DL2+ R2+ \4+ y2 U1+ L3- DR4-
FoothillsFinalFight2019,8.4,c,B,2,UR2+ DR6+ DL4- UL1- U3- R1+ D2+ L6+ ALL6+ y2 U6+ R3+ D4+ L2- ALL0+ UR DR,9,UR3+ UL1- D4- dl3+ \4- y2 R3- UL6+ DL4- \2+
FoothillsFinalFight2019,8.4,c,B,3,UR1- DR4- DL1+ UL4+ U5+ R1- D3+ L6+ ALL4- y2 U3- R1- D5- L3- ALL0+ UR DL UL,8,UR4+ R2+ L1+ /4- y2 dl4+ D4+ UL3+ DR1+
FoothillsFinalFight2019,8.4,c,B,4,UR0+ DR5+ DL1+ UL1+ U2- R5- D1+ L0+ ALL5+ y2 U1- R5- D5- L0+ ALL5+ DL UL,8,DL3+ U1+ D2+ L5- ul5+ y2 D1+ DR4+ UR1+
FoothillsFinalFight2019,8.4,c,B,5,UR5- DR4- DL2+ UL5+ U0+ R3- D4- L0+ ALL3+ y2 U5+ R4+ D0+ L5- ALL4+ UR,9,DL5+ D1+ /4- ALL4+ y2 dl1- U1- L5+ UR4- /5+
GCUSpring2023,8.4,2,B,1,UR1+ DR0+ DL1+ UL4+ U6+ R3+ D4+ L0+ ALL2- y2 U3+ R0+ D3+ L0+ ALL4- DL UL,8,UR1+ DL5- R5- dr4+ y2 ul6+ D3- U3- /2-
GCUSpring2023,8.4,2,B,2,UR4+ DR3+ DL3- UL5+ U1+ R6+ D1- L1+ ALL2- y2 U3+ R2+ D0+ L1+ ALL2- UR DR DL,9,DR1- DL2+ UL5- U5- dl5- y2 ul1- UL3- DL2+ DR2-
GCUSpring2023,8.4,2,B,3,UR1+ DR1+ DL3+ UL2+ U3- R3- D3- L3+ ALL2- y2 U5+ R5+ D4- L4- ALL2+ UR UL,8,DR1+ DL2- L6- /5- \1+ y2 ur3- DL4+ UR5-
GCUSpring2023,8.4,2,B,4,UR5+ DR4- DL1- UL1+ U3- R1- D6+ L0+ ALL3- y2 U0+ R1- D3+ L6+ ALL2+ UR DR,9,U3- D1- ur3+ dr1+ y2 dr2+ L2- DL4- DR1+ /5+
GCUSpring2023,8.4,2,B,5,UR3+ DR4- DL3- UL3- U0+ R4+ D5- L6+ ALL4+ y2 U1- R2+ D5- L5+ ALL2+ UR DL UL,8,UR3- U3+ ALL2- y2 dl4+ L1- DL4- DR3- UR1+
HongKongChampionship2025,8.4,d,B,1,UR5- DR4- DL0+ UL6+ U5+ R5- D1+ L1- ALL6+ y2 U2+ R1+ D1- L3+ ALL6+,9,UR1- DR3+ UL5- y2 dl1- dr4+ D2+ R1- UL2- DL1-
HongKongChampionship2025,8.4,d,B,2,UR1+ DR2- DL4+ UL3- U2+ R1+ D1- L2- ALL2+ y2 U5+ R5+ D0+ L2+ ALL3+,8,D1- L1+ /2- y2 ul3- dl4- L2- UR5- /1-
HongKongChampionship2025,8.4,d,B,3,UR6+ DR6+ DL5+ UL3- U5- R6+ D3+ L1+ ALL4- y2 U3+ R0+ D4+ L3+ ALL3+,9,DR6- DL5- UL2+ D3- dl3- y2 dl1+ D4- UL3- ALL5+
HongKongChampionship2025,8.4,d,B,4,UR5- DR2+ DL5+ UL2- U3+ R4+ D5+ L5- ALL2+ y2 U2- R3+ D2- L4- ALL6+,8,UL2+ U2+ R1- y2 R3- UL2+ DL2+ /5- ALL3+
HongKongChampionship2025,8.4,d,B,5,UR0+ DR4+ DL4+ UL5- U1- R4- D3- L5- ALL4- y2 U4+ R5+ D2- L5+ ALL4-,8,UL6- D5- dr1+ y2 ul3+ ur3+ U4- DL5- DR5-
ItsSarzanaOClock2024,8.4,e,A,1,UR4- DR0+ DL6+ UL2+ U2+ R3- D6+ L0+ ALL1+ y2 U6+ R3+ D6+ L4- ALL1+,8,UR4- UL4+ R1- dr3+ y2 U1- UL4+ DR6+ UR3+
ItsSarzanaOClock2024,8.4,e,A,2,UR3+ DR2+ DL1- UL1- U1+ R3- D1- L5+ ALL3- y2 U2- R1+ D5- L4- ALL5+,9,UL3- R2- dl3+ /4- ALL4+ y2 U2+ L2- DL6+ DR1-
ItsSarzanaOClock2024,8.4,e,A,3,UR3+ DR6+ DL1+ UL5- U5+ R6+ D5+ L1+ ALL5- y2 U5+ R5+ D1+ L1+ ALL1+,7,UR3- L3+ ul5- y2 ul1- DL1- UR5- ALL6+
ItsSarzanaOClock2024,8.4,e,A,4,UR5+ DR4- DL2- UL6+ U3- R6+ D3+ L2+ ALL1+ y2 U2+ R0+ D1- L0+ ALL6+,9,UR2+ DR3+ UL6- U4- ur3+ y2 ur1+ D1+ U2- /5+
ItsSarzanaOClock2024,8.4,e,A,5,UR2- DR5- DL6+ UL3- U0+ R4- D4- L5+ ALL4- y2 U2+ R6+ D2+ L2- ALL4-,9,DR1- UL3+ U2+ D4+ L1+ ul2+ y2 UL2- DL4+ DR6+
LeedsOpen2019,8.4,d,A,1,UR1- DR2+ DL4+ UL0+ U4- R2- D6+ L4- ALL1- y2 U0+ R0+ D4- L0+ ALL1- UR DL,6,UR1+ U4+ ur5+ ul2+ y2 ul1+ D4+
LeedsOpen2019,8.4,d,A,2,UR0+ DR3+ DL4- UL1+ U6+ R1+ D5- L1- ALL6+ y2 U4- R3+ D5- L4+ ALL4- UR UL,10,DR5+ DL1+ U5+ R3+ L3+ y2 dl1- U4+ DL4- DR3- ALL2-
LeedsOpen2019,8.4,d,A,3,UR6+ DR0+ DL4- UL0+ U1+ R3- D3+ L0+ ALL3- y2 U2+ R6+ D5- L0+ ALL3- UR DR DL UL,8,DR3- DL4+ U5+ dl6- y2 ur3+ D5+ R6+ U2-
LeedsOpen2019,8.4,d,A,4,UR5+ DR1+ DL4- UL1+ U4- R1- D5- L4- ALL6+ y2 U4+ R1- D2+ L4+ ALL2-,9,UR2- R3- D4- L5- \5- y2 D3- UL4- DR1+ \1-
LeedsOpen2019,8.4,d,A,5,UR2+ DR0+ DL1+ UL4- U5- R5- D5- L3- ALL1- y2 U5+ R3- D3- L1+ ALL4- DR DL,9,UR3+ DL2+ UL4+ D2+ ALL3- y2 dr5- U5- L1- DR3+
LugaOpen2019,8.4,c,B,1,UR3- DR3- DL2+ UL6+ U2+ R3- D1- L4- ALL0+ y2 U1- R6+ D1+ L1+ ALL1+ UR DL,9,UR5- DR2+ L4- \1- y2 ul3- dr5- U5- DL1- UR6+
LugaOpen2019,8.4,c,B,2,UR3- DR5+ DL0+ UL3- U4+ R5- D3- L1+ ALL3- y2 U1+ R5+ D4- L4- ALL5+ DR,9,UL2+ R3+ D2- /4+ y2 dr5- ur1- D4+ UL4+ UR5-
LugaOpen2019,8.4,c,B,3,UR3- DR0+ DL2+ UL1- U1+ R3- D1- L4- ALL0+ y2 U0+ R1+ D5- L1- ALL4- DR DL,10,UR3+ DL1- R3+ L4+ y2 ul1- dl1+ D5+ R1- L1+ ALL4+
LugaOpen2019,8.4,c,B,4,UR3- DR6+ DL3- UL5+ U2- R4+ D2- L3+ ALL5- y2 U4+ R0+ D1- L0+ ALL5+ UR,7,DR1- R6- L5- \3- y2 D1+ U4- \5-
LugaOpen2019,8.4,c,B,5,UR2- DR3+ DL6+ UL4+ U2+ R2+ D2+ L6+ ALL6+ y2 U4- R0+ D0+ L1- ALL0+ UR DR,7,DR3- UL4- D4+ \2- y2 L3- UL4+ /4+
MinnesotaCubeDays2020,8.4,d,B,1,UR1- DR4+ DL3- UL4- U4+ R0+ D2- L4- ALL5+ y2 U2+ R3+ D2+ L1- ALL6+ DL,9,UR1+ DR4- D5+ L1- y2 dl3+ U2- DL1+ DR3- \1+
MinnesotaCubeDays2020,8.4,d,B,2,UR2+ DR0+ DL5- UL4- U2+ R5- D4- L1- ALL1+ y2 U5+ R0+ D2+ L5+ ALL5+ UR DR DL UL,9,DL2- R3+ D1- dr4- \5- ALL1- y2 ul2+ D2- UL5-
MinnesotaCubeDays2020,8.4,d,B,3,UR2+ DR0+ DL0+ UL1- U1- R2- D2+ L3+ ALL2- y2 U2- R4- D1+ L0+ ALL4- UR UL,7,DL2- dr1- \2+ y2 ul4+ D1- R4+ U2+
MinnesotaCubeDays2020,8.4,d,B,4,UR2+ DR6+ DL2- UL2- U3+ R4+ D4+ L3+ ALL5+ y2 U3- R1- D2+ L0+ ALL2+ DL UL,8,DL4+ UL3- y2 D2- U2+ UR1+ /2- \6+ ALL5-
MinnesotaCubeDays2020,8.4,d,B,5,UR6+ DR2- DL0+ UL4+ U3- R4- D4+ L1- ALL1+ y2 U3+ R4- D2+ L6+ ALL1- DL,9,UL5+ D2- L4+ y2 dr6+ R5- L4- DL2- UR3- ALL2+
MuggioICQualifier2024,8.4,f,B,1,UR5+ DR1- DL4- UL3- U0+ R5- D1- L5+ ALL3- y2 U5+ R1- D1- L2- ALL3-,9,DR1+ DL5+ UL3- U1+ dl3+ y2 dl6+ U5+ UL2+ DR1+
MuggioICQualifier2024,8.4,f,B,2,UR6+ DR2- DL5- UL4- U6+ R3- D3+ L5+ ALL1+ y2 U0+ R3- D3+ L2- ALL3+,8,DR4+ UL4+ R5- ALL2+ y2 dr6+ R4- DL2+ DR5-
MuggioICQualifier2024,8.4,f,B,3,UR2- DR4+ DL4- UL3- U3+ R6+ D1+ L5+ ALL5+ y2 U1- R2- D0+ L6+ ALL2-,10,DR1- UL2+ R5+ ul4+ /1- y2 dr1- R2+ L5+ UL1+ /4+
MuggioICQualifier2024,8.4,f,B,4,UR1- DR1- DL5- UL6+ U2+ R2+ D6+ L2+ ALL6+ y2 U6+ R1- D1+ L5- ALL1-,8,UL5+ L4+ dl2- y2 dl1+ R1+ UL6+ DL1- /5+
MuggioICQualifier2024,8.4,f,B,5,UR3+ DR4+ DL3- UL4- U4+ R4- D3- L5+ ALL6+ y2 U4+ R0+ D2+ L2+ ALL2-,7,UR3- DL2+ ur1- ul2- /4- y2 U4- DL2-
NZSouthIslandChampionship2023,8.4,d,A,1,UR0+ DR0+ DL0+ UL1+ U0+ R3+ D0+ L5+ ALL2+ y2 U0+ R3+ D0+ L1+ ALL3-,7,UL1- R3- L5- ALL2- y2 R3- L1- ALL3+
NZSouthIslandChampionship2023,8.4,d,A,2,UR5+ DR3- DL2+ UL1+ U3- R5- D4- L0+ ALL1- y2 U2+ R5+ D3+ L5+ ALL6+ DR UL,8,DR3+ UL3- D2+ \6- y2 L5- DR3- UR2- /1+
NZSouthIslandChampionship2023,8.4,d,A,3,UR3+ DR5- DL3+ UL2- U6+ R3+ D0+ L5- ALL4- y2 U5+ R5+ D3- L4- ALL2+ DR UL,9,U5+ R1- D2+ L4+ /3+ y2 D1- DL4+ UR5- /3-
NZSouthIslandChampionship2023,8.4,d,A,4,UR2+ DR1- DL3+ UL2+ U0+ R1- D2+ L5- ALL5- y2 U1+ R2+ D5+ L4+ ALL5- UR DR UL,9,DL4- UL4- L4- ul3+ y2 dl1+ dr2- DL4- DR1- UR1-
NZSouthIslandChampionship2023,8.4,d,A,5,UR5- DR3- DL0+ UL5+ U4+ R1+ D4- L5+ ALL0+ y2 U4- R2+ D2+ L5+ ALL5- DL,9,DR5- U4- L2+ ul1- /5+ y2 D2- R2- U3- UL5-
NiskayunaNimbleFingers2023,8.4,f,A,1,UR6+ DR0+ DL0+ UL0+ U0+ R3+ D5+ L6+ ALL0+ y2 U6+ R5- D3- L4+ ALL0+ UR DL UL,8,UL6- R3+ D5- y2 dr6+ D3+ R1- L4- UR6+
NiskayunaNimbleFingers2023,8.4,f,A,2,UR0+ DR0+ DL1+ UL6+ U0+ R0+ D1+ L2+ ALL3- y2 U6+ R3- D3- L2- ALL2+ UR,9,DL2- UL6- L1- dl2+ y2 U4+ UL2+ DR3+ /4+ ALL1-
NiskayunaNimbleFingers2023,8.4,f,A,3,UR4+ DR4+ DL5+ UL1- U3- R6+ D3- L6+ ALL1- y2 U5- R1+ D0+ L0+ ALL4+ UR DL UL,8,DR4+ DL2+ R6- \5- y2 dr3+ ur4+ U6+ UR1-
NiskayunaNimbleFingers2023,8.4,f,A,4,UR4- DR2- DL0+ UL0+ U0+ R3- D3+ L0+ ALL2+ y2 U4+ R0+ D5+ L2- ALL2- UR DL,8,DR1- U4+ R2- ul3+ y2 D1+ UL4- DL6+ ALL4+
NiskayunaNimbleFingers2023,8.4,f,A,5,UR1+ DR0+ DL5+ UL4- U2- R2+ D3- L2- ALL5+ y2 U1- R3+ D2+ L4- ALL0+ DL UL,9,UR4+ DR2- UL1+ R5- y2 U4+ L6+ DL2- UR3- /5-
PanamaNationals2025,8.4,c,A,1,UR1+ DR3+ DL3+ UL4- U3+ R5+ D2- L4+ ALL4+ y2 U6+ R4- D2- L3- ALL4+,9,DR1- DL3- R4+ dr5- y2 dl3+ U1+ UL1+ DL2+ UR4+
PanamaNationals2025,8.4,c,A,2,UR6+ DR2+ DL3- UL2+ U3+ R5- D2- L0+ ALL1+ y2 U2- R0+ D4- L6+ ALL1+,8,UR3+ DL3+ UL2- R6- ul2- y2 dr5+ UL2+ DL4+
PanamaNationals2025,8.4,c,A,3,UR2+ DR6+ DL2+ UL1+ U2- R1+ D4+ L3- ALL3- y2 U5- R4- D4- L5- ALL3-,7,UR3+ U4- ur2- dr1+ ul6- y2 UL5+ DR4+
