competition_id,mean,round_type_id,group_id,scramble_num,scramble,optimal_tickcount,tickcount_solution
CashewCubing2022,22.2,c,A,1,UR5- DR2+ DL1- UL1- U1- R3+ D2+ L1- ALL1+ y2 U2- R4- D1+ L2+ ALL1+ DR DL,19,UR4+ DR3- UL3+ R1- \1- ALL1- y2 R2+ L1- DL1- UR2+
CashewCubing2022,22.2,c,A,2,UR0+ DR2+ DL4+ UL1- U6+ R3- D5- L3- ALL2- y2 U0+ R3+ D0+ L3+ ALL4+ UR DL,24,UR2+ DR1- U5+ ALL4- y2 ul2- dl1+ ur1- R3- L3- /2-
CashewCubing2022,22.2,c,A,3,UR2- DR4- DL4- UL1+ U3- R2- D3- L0+ ALL3- y2 U1+ R4+ D6+ L2+ ALL6+ UR UL,25,UR1+ DR5- UL3+ D4+ /4+ ALL1+ y2 D1- UL1- DL1- DR4-
CashewCubing2022,22.2,c,A,4,UR4- DR3- DL4+ UL5- U4- R3+ D4- L0+ ALL3+ y2 U5+ R2+ D4+ L2+ ALL4+,23,DR3+ UL1+ R1+ ur5+ y2 dl2+ D4- L1+ UL3- UR2- /1+
CashewCubing2022,22.2,c,A,5,UR4- DR1- DL2+ UL1+ U3+ R6+ D0+ L1- ALL3+ y2 U6+ R2- D0+ L0+ ALL3- DR DL UL,20,DL2- R1- D1+ ALL5+ y2 dr4+ U4+ UR2+ \1+
ClockMastersBogota2024,22.2,1,B,1,UR5+ DR5+ DL1+ UL3+ U2+ R3+ D5+ L5+ ALL0+ y2 U2- R1+ D2- L2- ALL3-,21,DL1+ UL2+ R1- ur2+ /3+ y2 dr5- R3- DL2+ UR2+
ClockMastersBogota2024,22.2,1,B,2,UR2- DR1+ DL5+ UL1+ U4+ R4+ D4- L0+ ALL5+ y2 U1- R3+ D5- L2- ALL6+,25,UR1- DR2- UL2- L4- dl4- /1- y2 R4+ L1+ UL1+ DR5+
ClockMastersBogota2024,22.2,1,B,3,UR4- DR0+ DL2+ UL0+ U4+ R5+ D5- L5- ALL1+ y2 U1- R4- D1+ L1- ALL1-,20,DL3+ R1- y2 ul3- dr5- D1- R4+ UL1+ /2-
ClockMastersBogota2024,22.2,1,B,4,UR1- DR0+ DL3- UL2- U1+ R2+ D3+ L1- ALL1- y2 U1- R2+ D2- L2+ ALL2+,19,UR1- UL3+ L3+ \3- y2 dl1- D2+ R2- L3- UL1+
ClockMastersBogota2024,22.2,1,B,5,UR0+ DR1- DL3- UL3- U4+ R2- D1+ L1+ ALL2- y2 U2+ R5+ D0+ L5+ ALL5+,26,DL3+ UL1+ U2- R3+ L1+ ul1- y2 R3- L5- UR2- ALL5+
ClocktoberClassicNY2025,22.2,2,A,1,UR1- DR4+ DL2- UL0+ U4- R3+ D1- L6+ ALL3+ y2 U3+ R0+ D4- L4+ ALL0+,29,UR2- DR1- UL4- U1- R3- /3+ y2 ul2+ dl5- D4+ L1- UL3-
ClocktoberClassicNY2025,22.2,2,A,2,UR5- DR0+ DL6+ UL1+ U4+ R3- D6+ L5+ ALL1+ y2 U1- R1+ D1+ L2+ ALL2-,18,R4- dr1+ y2 U1+ L2- DR1- /5+ ALL4-
ClocktoberClassicNY2025,22.2,2,A,3,UR5- DR2- DL5- UL4+ U4+ R6+ D6+ L6+ ALL6+ y2 U4+ R1+ D3+ L6+ ALL5-,19,DR1+ UL3- L2- ur3- \1- y2 dl1- ur1- UL4- DL2- DR1-
ClocktoberClassicNY2025,22.2,2,A,4,UR0+ DR0+ DL4- UL0+ U3+ R5+ D1- L5+ ALL5- y2 U1- R2- D0+ L2+ ALL4-,22,UR3- DL2+ R2- D3+ L3- y2 ul1+ R2+ U3+ UL2- /1+
ClocktoberClassicNY2025,22.2,2,A,5,UR4- DR1+ DL0+ UL6+ U5- R4+ D4- L3+ ALL2+ y2 U5+ R2- D1+ L3- ALL3-,23,UR1- DL3+ U4+ \3+ y2 dl1- R1- UL4+ DL1- UR3+ \2-
Cube4funLublinonWEII2024,22.2,f,A,1,UR5- DR4+ DL0+ UL4+ U3- R3+ D2+ L4- ALL4- y2 U6+ R4- D6+ L0+ ALL3-,32,DR6- U4+ R4+ ALL1+ y2 dr5- D4- UL2+ DL2- UR4+
Cube4funLublinonWEII2024,22.2,f,A,2,UR4- DR1- DL3- UL5- U0+ R2+ D0+ L3- ALL5- y2 U3- R2- D1- L1- ALL5-,21,UR1- DR4+ UL1- U1- dl3- \3- y2 dl1- D1+ UL1+ UR2+ \3-
Cube4funLublinonWEII2024,22.2,f,A,3,UR0+ DR2- DL2- UL1+ U5+ R5+ D6+ L3+ ALL3- y2 U1+ R3+ D1+ L1- ALL1-,18,UR2- DR1- DL1- UL1- U3- ul3- \2- y2 R2- U1- L1+ DR1-
Cube4funLublinonWEII2024,22.2,f,A,4,UR1- DR1+ DL1+ UL0+ U4+ R3+ D0+ L3- ALL1- y2 U1- R2- D1+ L0+ ALL0+,14,UR1- DR2- U2- L2+ /1- y2 dr2+ D2- DR1+ UR1+
Cube4funLublinonWEII2024,22.2,f,A,5,UR4+ DR2- DL4+ UL3- U2+ R2+ D0+ L2- ALL6+ y2 U6+ R0+ D5- L1+ ALL3-,26,UR3- DR1- DL1- L2+ ur3+ dl1+ y2 D5+ U6+ L1- \3+
CzechChampionship2025,22.2,f,B,1,UR1+ DR4- DL2+ UL1+ U6+ R1- D3+ L2- ALL4+ y2 U2- R0+ D4+ L1+ ALL3+,16,UR4+ DL1- ul1- y2 dl1- dr2- D1- UL2+ DL3- /1-
CzechChampionship2025,22.2,f,B,2,UR6+ DR1- DL2+ UL5+ U0+ R3+ D1- L6+ ALL6+ y2 U0+ R1+ D5+ L1- ALL2+,25,UR1+ DR1+ DL1- R2+ dl3+ \4+ y2 ul2+ dl5- D4- L1+ DR1-
CzechChampionship2025,22.2,f,B,3,UR4+ DR5+ DL3+ UL2- U5- R1+ D4- L2+ ALL3- y2 U2+ R5+ D2+ L4+ ALL1-,25,UR3+ DR1- DL3- y2 dr3+ ur4+ R5- UL2- DL2- \2+
CzechChampionship2025,22.2,f,B,4,UR4- DR4+ DL1+ UL3- U3+ R1+ D3- L2+ ALL1+ y2 U3+ R5- D1+ L3+ ALL1-,23,UR1+ DR2- U3+ ur1+ dr5- y2 D1- R5+ UL3- \2-
CzechChampionship2025,22.2,f,B,5,UR6+ DR0+ DL0+ UL1+ U1+ R5+ D0+ L1+ ALL6+ y2 U6+ R5- D1+ L5- ALL3+,22,U4+ R1+ L2- /1+ y2 R5+ UL6+ DL1- ALL2+
PBQOxford2024,22.2,2,B,1,UR3+ DR3- DL5+ UL3+ U4- R3- D0+ L4- ALL5- y2 U2+ R2+ D2+ L5+ ALL2+,23,DR3+ DL2- UL2- D3- y2 dl1- L3- UL2- DR2- /5-
PBQOxford2024,22.2,2,B,2,UR1+ DR4- DL1+ UL6+ U2- R2+ D4+ L2+ ALL2- y2 U3- R1- D4+ L1+ ALL6+,23,UR1+ DL1- UL6- L2- y2 dr1+ R1+ UL3+ DL4- ALL4+
PBQOxford2024,22.2,2,B,3,UR1+ DR1- DL1+ UL1- U1+ R1+ D2- L1- ALL1- y2 U3- R5- D1- L5- ALL1+,19,UR1- D2+ L1+ /1- ALL1+ y2 R4+ U3+ L5+ DR1+
PBQOxford2024,22.2,2,B,4,UR3+ DR3+ DL6+ UL6+ U3+ R1- D6+ L1- ALL4+ y2 U3+ R1+ D1+ L2- ALL5+,25,DR4- DL1+ R1- /1- y2 ul5+ dr1- D1- R4+ UL2+ UR5-
PBQOxford2024,22.2,2,B,5,UR2+ DR2+ DL1- UL4- U1- R1+ D0+ L3+ ALL1+ y2 U3- R1+ D2+ L1- ALL3-,21,UR1- DR1- UL4+ R3- L2- y2 ur1- D1- U2+ UL1+ DR1- ALL4+
QuadCitiesSaturday2025,22.2,1,B,1,UR2+ DR4- DL4- UL3+ U2- R1- D5- L4+ ALL1+ y2 U2- R1- D1- L5- ALL1+,20,DR3+ UL3- D2- ur4- y2 ur1+ D1+ R1+ L3+ UL2+
QuadCitiesSaturday2025,22.2,1,B,2,UR5- DR2- DL3- UL1- U4- R6+ D6+ L0+ ALL4- y2 U2- R3- D2- L2+ ALL0+,24,UR1+ DL2+ U3- D3- L2+ \4- y2 dl1+ D1+ U2+ DL2- DR3+
QuadCitiesSaturday2025,22.2,1,B,3,UR3+ DR3- DL5+ UL5- U4+ R2+ D5+ L5+ ALL2- y2 U6+ R0+ D2+ L0+ ALL4+,26,DR2- DL5- U2- /5- y2 dr3- D2- U6+ ALL1-
QuadCitiesSaturday2025,22.2,1,B,4,UR1- DR5+ DL2- UL1- U2- R1- D0+ L1+ ALL2- y2 U1+ R0+ D4+ L2+ ALL1-,19,DR3- UL2+ U2+ ul2+ y2 ul1+ dl1- D4- U1- L2- /1+
QuadCitiesSaturday2025,22.2,1,B,5,UR6+ DR5- DL1+ UL6+ U2+ R1- D5+ L2+ ALL0+ y2 U3+ R0+ D2- L4+ ALL5+,22,DL1- U2- L4+ /5- y2 dl1+ dr2+ D2+ U1+ UL4-
SainshandOpen2023,22.2,f,B,1,UR6+ DR2+ DL4+ UL1- U2- R2+ D2+ L4- ALL1- y2 U0+ R0+ D2+ L4+ ALL5+ UR UL,23,UR2- DR4+ U1- L1+ \4+ ALL2- y2 dl1+ ur2+ D2+ DL4-
SainshandOpen2023,22.2,f,B,2,UR6+ DR5- DL3- UL5- U3+ R0+ D4- L1+ ALL1- y2 U6+ R1- D3- L5- ALL3- DR,26,UR1- UL3- L2- /2+ y2 ul3+ dl1- ur5- D3+ UL5+ UR1+
SainshandOpen2023,22.2,f,B,3,UR3+ DR2- DL3- UL5+ U1- R2+ D5+ L3- ALL6+ y2 U5+ R4+ D2+ L1+ ALL1- UR DR,25,UL1+ U4+ R3- /2- y2 dr5+ D2- UL1- UR4- /3+
SainshandOpen2023,22.2,f,B,4,UR1- DR1+ DL3+ UL2- U5+ R0+ D5- L0+ ALL1+ y2 U1- R2+ D5- L4- ALL3+ DL UL,19,U2- D1+ L1- y2 ul3- dr2+ D2+ R2- UL1+ DL3+ \2+
SainshandOpen2023,22.2,f,B,5,UR0+ DR0+ DL1+ UL5- U3+ R0+ D1- L1+ ALL5+ y2 U0+ R6+ D4- L0+ ALL2+ UR,18,UL3+ U1- ur3- ALL3- y2 dl2+ R2+ DR4+
SantaFeCubingSpring2018,22.2,c,A,1,UR5+ DR1- DL3+ UL2- U1+ R0+ D1- L5- ALL2- y2 U3- R1- D0+ L0+ ALL1+ DR,21,UR4- DL1- L5+ ul2+ y2 ul2- dr1- U2+ UR1+ \3+
SantaFeCubingSpring2018,22.2,c,A,2,UR5- DR2+ DL1+ UL1+ U5+ R5+ D4- L1- ALL1- y2 U1+ R2- D1+ L0+ ALL4- DL,17,UR1- R1- D1+ L1- dr1- y2 dr5- D1- R2+ U1- /1- \2-
SantaFeCubingSpring2018,22.2,c,A,3,UR0+ DR3+ DL6+ UL2- U3+ R2- D3+ L2+ ALL5- y2 U1+ R5+ D0+ L1- ALL1+ UR,26,UR1- L6- \1- y2 dr4- ur3- R3- UL1+ UR2- /5+
SantaFeCubingSpring2018,22.2,c,A,4,UR4- DR1- DL5+ UL3+ U1+ R4- D6+ L0+ ALL4+ y2 U1- R2+ D4+ L6+ ALL6+,23,DR2- DL4+ R1- /1+ y2 R4- L1- UL1- DL4- UR2+ /3+
SantaFeCubingSpring2018,22.2,c,A,5,UR0+ DR2- DL1+ UL3+ U3- R4+ D1- L1- ALL1- y2 U1- R1- D0+ L6+ ALL6+ UR DR DL,24,DL1- UL2- U2+ R2- D3+ y2 ur2+ L6+ UR1+ ALL5+
TivatOpen2025,22.2,c,A,1,UR3- DR1+ DL0+ UL3+ U4- R1+ D0+ L1- ALL1- y2 U5+ R3+ D5- L5+ ALL4-,24,DR1+ DL2- U4+ \1+ y2 dl1- dr1- D4- UL5- DR3- \2-
TivatOpen2025,22.2,c,A,2,UR2- DR4+ DL4+ UL3- U2- R2+ D4+ L2- ALL3+ y2 U3+ R4+ D3- L3- ALL2+,23,UR4- U1- L1+ ur3+ dl5+ y2 ur1- R1- DL3+ UR3- /1-
TivatOpen2025,22.2,c,A,3,UR1+ DR1- DL3+ UL3+ U4- R4+ D3- L5- ALL0+ y2 U1+ R4+ D3- L2+ ALL1-,23,DL1- R4- D2+ dr4+ /1- \2+ y2 D3+ R4- L1- UL1-
TivatOpen2025,22.2,c,A,4,UR2- DR2- DL3- UL6+ U5- R1+ D2+ L5- ALL1- y2 U3+ R0+ D4+ L6+ ALL4+,22,DR3+ UL1+ L1+ ur3- /5- y2 ur2+ U1- UL2- DL4-
TivatOpen2025,22.2,c,A,5,UR2- DR1+ DL4- UL1+ U1+ R4- D3+ L3- ALL0+ y2 U0+ R2- D0+ L1+ ALL1+,19,R5+ L6- ur2- \2- y2 R2+ L1- \1-
XMadridOpen2023,22.2,e,A,1,UR4+ DR3- DL6+ UL3- U0+ R1- D0+ L4- ALL3+ y2 U1+ R0+ D0+ L6+ ALL2+ DR DL,21,U1- D3- L1+ /3- \4+ y2 ul2- U1- L6+
XMadridOpen2023,22.2,e,A,2,UR2+ DR1+ DL3+ UL2- U2- R5- D5+ L4- ALL0+ y2 U2+ R1- D6+ L4- ALL5+ DR,22,DR2+ DL1+ UL2+ ul2- \3+ ALL4- y2 U1- UL1- DL5+ DR1+
XMadridOpen2023,22.2,e,A,3,UR5+ DR1- DL1- UL1+ U3- R1+ D4- L4+ ALL2- y2 U5- R5+ D3- L2- ALL5+ UR DL UL,30,UR3- DR2- DL4- /3- y2 ul4- U1- UL2+ DR3+ UR4+ ALL4-
XMadridOpen2023,22.2,e,A,4,UR0+ DR2+ DL0+ UL5+ U6+ R0+ D2+ L4- ALL4- y2 U4+ R2+ D3+ L2- ALL5+ DR DL,23,DR2- DL2- UL1+ dr1- ALL3- y2 dl5+ D1- U4- L2+ DR2-
XMadridOpen2023,22.2,e,A,5,UR5- DR1+ DL6+ UL0+ U6+ R4+ D2+ L6+ ALL4- y2 U0+ R2- D0+ L2- ALL1+,15,U1- D3+ ur1- \5- y2 ur1- R2+ L2+
XMadridOpen2024,22.2,d,B,1,UR6+ DR4+ DL0+ UL4+ U6+ R5+ D1+ L5+ ALL4+ y2 U4+ R1+ D5+ L1+ ALL6+,28,DR3- DL2- UL4- L3- ul1+ y2 D5- R1- L3+ UL4- /2+
XMadridOpen2024,22.2,d,B,2,UR2+ DR4+ DL1+ UL2+ U5- R2- D2+ L1- ALL3+ y2 U2+ R2- D3- L1- ALL3-,27,DR4- UL2- U3+ D3- y2 D3+ R2+ U3- UL1+ /1- ALL5+
XMadridOpen2024,22.2,d,B,3,UR2+ DR1+ DL3- UL0+ U2- R2- D4- L3- ALL5- y2 U3- R4- D6+ L1- ALL4-,20,DL6- R1- \1- y2 dr3- D1+ U3+ DL1+ DR4+
XMadridOpen2024,22.2,d,B,4,UR1- DR1+ DL6+ UL1- U2+ R1+ D5- L3- ALL0+ y2 U2+ R5+ D2+ L3- ALL0+,20,DL2- R1- ur3+ y2 ul4- dl1- dr1+ L2+ DL1+ DR3- UR2-
XMadridOpen2024,22.2,d,B,5,UR2- DR1- DL2- UL1- U3+ R1+ D2+ L5+ ALL6+ y2 U1+ R3+ D1- L5- ALL3-,16,DR2+ DL1- L1- dl1+ y2 R2- L4+ DL1+ UR1- /3+
Bucaramanga2023,22.4,c,A,1,UR4+ DR2- DL3- UL3- U5- R1- D1+ L3- ALL1+ y2 U1- R1- D1- L5- ALL1+ DR DL UL,22,UR1- DL4+ UL5+ dr1+ dl2+ y2 dl1- ur2+ L4+ UL1+ DR1+
Bucaramanga2023,22.4,c,A,2,UR5+ DR1- DL3- UL4- U1- R3- D6+ L4- ALL5- y2 U5- R6+ D4- L2+ ALL5+ DR,24,DR1- DL1- y2 dl4+ dr3- U5+ DL2- DR6+ /2-
Bucaramanga2023,22.4,c,A,3,UR0+ DR3+ DL5+ UL3+ U1+ R2- D2+ L6+ ALL3- y2 U4- R3+ D4+ L3- ALL1- UR DR,22,DR1- UL2- U2- D3+ ALL1- y2 ur2- UL3+ DR4- UR1+ /3+
Bucaramanga2023,22.4,c,A,4,UR2+ DR1- DL1+ UL1+ U1- R4- D1+ L0+ ALL5- y2 U5- R0+ D0+ L5+ ALL5- UR DL,19,UR3+ DL1- UL1- U4- dl2- ul1- y2 U2- UL5-
Bucaramanga2023,22.4,c,A,5,UR5- DR4- DL1- UL3+ U1- R5- D4+ L6+ ALL2+ y2 U3+ R1- D5+ L3+ ALL0+ DR UL,25,UR2+ DL1+ U1+ L3+ ul6- y2 dl1- D5- R1+ UL3- \2-
CarolinaClockStravaganza2017,22.4,2,B,1,UR3+ DR2- DL2+ UL4- U5- R0+ D3+ L1- ALL1+ y2 U0+ R3+ D4+ L5- ALL2- DL,23,DR1- UL3+ U3+ D2- y2 dl1+ R2- L4- DL3- DR1- /3-
CarolinaClockStravaganza2017,22.4,2,B,2,UR3+ DR1+ DL3+ UL5- U5- R2- D3- L4+ ALL2- y2 U5- R3- D0+ L1+ ALL2- DR UL,19,UR1- DR1- UL2- U2- y2 ul3- dr2- R2- L1- UR5+
CarolinaClockStravaganza2017,22.4,2,B,3,UR0+ DR5- DL0+ UL5+ U5+ R1+ D1+ L5- ALL6+ y2 U4+ R6+ D1+ L4+ ALL5+ UR DR DL,20,DR4+ U2+ dr1- ALL1- y2 U2+ L3- DL1- UR6+
CarolinaClockStravaganza2017,22.4,2,B,4,UR3- DR1+ DL5- UL5+ U4- R2+ D0+ L4- ALL6+ y2 U3- R3- D3+ L1- ALL4-,22,DL4+ U2+ \3- ALL1- y2 ul2- dl2- D4- DL1+ UR3+
CarolinaClockStravaganza2017,22.4,2,B,5,UR1+ DR6+ DL5- UL2- U4+ R3+ D4- L4- ALL4+ y2 U4- R1+ D5+ L4+ ALL3- UL,28,UR1- DR3+ UL1- U1- ul2+ /5- y2 dl2+ L4- DR5- UR4+
CebuSummerOpen2024,22.4,1,B,1,UR4- DR1- DL0+ UL1- U6+ R5- D3+ L3+ ALL5+ y2 U4+ R2- D2- L1+ ALL0+,17,UR1- DL2- R1- \4- ALL2+ y2 U3- UL1- DR2+ \1+
CebuSummerOpen2024,22.4,1,B,2,UR6+ DR4+ DL6+ UL0+ U4- R6+ D4- L2- ALL5+ y2 U4- R2- D1- L1- ALL2+,21,DR4- DL2- UL2- \3+ y2 dl3+ L2- UL3+ DR1+ UR1+
CebuSummerOpen2024,22.4,1,B,3,UR4+ DR5- DL5- UL0+ U0+ R3+ D5- L6+ ALL1+ y2 U2+ R4+ D2- L1+ ALL4-,28,UR3- DR1+ UL1- D2+ dl3- \5+ y2 ur4+ R5- UL1- DR2+ UR1-
CebuSummerOpen2024,22.4,1,B,4,UR1- DR0+ DL1- UL3- U4+ R1+ D3+ L5- ALL1- y2 U5+ R1+ D3+ L6+ ALL2+,24,DL2- L1- dr3- \3- y2 dr4+ D3- R1- U1+ UL6+
CebuSummerOpen2024,22.4,1,B,5,UR6+ DR1- DL2+ UL1+ U2- R0+ D0+ L5- ALL3+ y2 U0+ R4+ D2- L1+ ALL1-,22,UR5- DL1- L3+ dr1+ \1+ ALL3- y2 D3+ R4- DL1-
FinnishChampionship2018,22.4,f,A,1,UR4- DR3+ DL1- UL2+ U2+ R2+ D4- L3- ALL1- y2 U6+ R0+ D2- L1+ ALL2- DR DL,15,DL2+ R1- ur1+ dr1+ /1+ y2 dr1+ U3- UL3- DL2+
FinnishChampionship2018,22.4,f,A,2,UR0+ DR4- DL1- UL4- U3- R1- D3+ L3- ALL2- y2 U4- R5- D2- L0+ ALL3- DR,27,DL1+ UL5- R5+ D1+ /1+ y2 dl2+ ur5+ D2+ R1+ UR4+
FinnishChampionship2018,22.4,f,A,3,UR2+ DR3+ DL6+ UL4+ U4+ R3+ D3+ L4- ALL5+ y2 U2- R0+ D0+ L3- ALL1- DR,22,UR4+ UL2- L4- y2 ul2- D1- UL2+ DL1+ /4- \2-
FinnishChampionship2018,22.4,f,A,4,UR4- DR1- DL3- UL4+ U5+ R5- D5- L1- ALL3+ y2 U2- R0+ D2+ L2+ ALL5- DR UL,22,DR1- U5- R1- D2- dr4+ y2 ul1- U2+ DL2- /4+
FinnishChampionship2018,22.4,f,A,5,UR5- DR2+ DL2- UL1- U2- R0+ D5+ L5+ ALL5+ y2 U2+ R4+ D0+ L2+ ALL5- UR DL,26,UR1+ DR2- U5- R4+ D3- L2- y2 dl1+ R4- UL2- /2+
FuenlabradaOpen2018,22.4,c,B,1,UR1- DR5+ DL3- UL4- U3+ R5- D1- L4+ ALL2+ y2 U2- R3- D2- L0+ ALL5+ UR UL,22,UR1+ UL1+ D1- L2+ /3- y2 ul3+ ur4+ D2+ R3+ U2+
FuenlabradaOpen2018,22.4,c,B,2,UR0+ DR1- DL2- UL0+ U5- R3+ D1- L1+ ALL1+ y2 U2- R3- D2- L0+ ALL5+ DR UL,22,DL4+ U5+ R2- L3- y2 U1+ DR2+ UR1+ \1+ ALL3-
FuenlabradaOpen2018,22.4,c,B,3,UR5+ DR3- DL0+ UL3- U2- R3- D3+ L4+ ALL3+ y2 U3- R1+ D1- L2- ALL6+ DL,15,UR1+ U1- L1- /3- y2 dr4- D1+ R1- U1+ UL2+
FuenlabradaOpen2018,22.4,c,B,4,UR1- DR5- DL3+ UL3+ U5+ R4- D5- L1+ ALL6+ y2 U2- R2+ D5+ L4+ ALL6+ UR DL,24,DR1- DL4- UL3- U4- R1- ul2- y2 dr1+ R1- U2+ DL4- DR1-
FuenlabradaOpen2018,22.4,c,B,5,UR6+ DR5- DL4+ UL1- U1+ R5+ D2- L5- ALL5+ y2 U2+ R4- D2+ L1+ ALL0+ UR UL,29,DR3+ UL2+ U4+ R3+ ur1- \5+ y2 dl1- R4+ U3- UL1+ DL2-
GACubersSummerBlast2018,22.4,f,B,1,UR3- DR5+ DL1- UL6+ U6+ R2- D5- L1+ ALL5- y2 U1- R1+ D5+ L4+ ALL2+,23,DL1+ UL3+ L2+ ALL4+ y2 dr3+ D1- R1- U1+ DL4- \3+
GACubersSummerBlast2018,22.4,f,B,2,UR2+ DR1- DL2- UL3+ U5- R5+ D4- L1- ALL5- y2 U2- R5- D4+ L3+ ALL2+ DR UL,26,DR5- R1- \2+ y2 ur3- R3- U2+ L3- DR4- \3-
GACubersSummerBlast2018,22.4,f,B,3,UR0+ DR2- DL2- UL1+ U2+ R5+ D2- L1+ ALL4- y2 U2- R2- D1+ L2+ ALL2- DL UL,18,UR3- D6- \2- y2 dl1+ dr1+ D1+ DL2- UR2+
GACubersSummerBlast2018,22.4,f,B,4,UR0+ DR3- DL2- UL0+ U0+ R6+ D5+ L0+ ALL3+ y2 U4- R1+ D1- L5- ALL5- DR DL UL,21,R3- L2+ ul4- \4- y2 ul2- R1- UL4+ DL1+
GACubersSummerBlast2018,22.4,f,B,5,UR1- DR3+ DL6+ UL1- U5- R1- D5+ L4+ ALL6+ y2 U1+ R4+ D4- L1+ ALL2+ UR,24,DL2- UL5+ U2+ R1- /4+ y2 ur1+ R4+ UL1- DR4+
LexMiniII2024,22.4,d,A,1,UR1+ DR3+ DL3+ UL5- U5+ R5+ D3+ L5+ ALL0+ y2 U3+ R0+ D4- L0+ ALL5+,22,UR1+ DR2+ DL1- UL2- D2+ \2+ y2 D4+ U3- \5-
LexMiniII2024,22.4,d,A,2,UR1- DR2+ DL0+ UL4+ U4- R1- D4- L6+ ALL3+ y2 U2+ R2+ D1+ L1+ ALL2+,15,DL2+ U1+ ur3+ /1+ y2 dl4- ur1- UL1- DR1- UR1-
LexMiniII2024,22.4,d,A,3,UR5- DR4- DL6+ UL0+ U2- R4+ D5- L1- ALL3+ y2 U5- R2- D1- L4- ALL3-,29,UR2+ DR3+ UL5+ L2+ ul2- \6- y2 dl3- UL3+ DL1+ UR2+
LexMiniII2024,22.4,d,A,4,UR1+ DR3+ DL1+ UL2+ U1+ R3- D5- L4- ALL5+ y2 U1- R1- D6+ L0+ ALL3-,22,UR1- DL1+ U3- ur2+ y2 dl1- ur3- D6+ UR1+ ALL4-
LexMiniII2024,22.4,d,A,5,UR2- DR5+ DL4- UL1- U5+ R2- D1- L2+ ALL6+ y2 U1+ R2+ D3+ L5+ ALL1-,24,UR1- UL1- L4+ ALL2+ y2 ul1+ ur2+ D2+ U1+ DL5- UR2- /3+
MarikinaCityReMINX2023,22.4,c,A,1,UR6+ DR6+ DL0+ UL5+ U5+ R5+ D3- L4- ALL3+ y2 U1+ R6+ D3- L1+ ALL2- UR DL,26,UR4- DR1- DL1- D1- dl3+ /5+ y2 ul1+ D3+ R6+ UL1-
MarikinaCityReMINX2023,22.4,c,A,2,UR0+ DR0+ DL4- UL3- U6+ R0+ D3+ L2- ALL4+ y2 U2+ R1+ D1+ L2+ ALL3+ UR DR DL UL,19,UL3- D1+ ur4- dl1+ \1+ y2 dl6+ UL2- DR1-
MarikinaCityReMINX2023,22.4,c,A,3,UR1+ DR5+ DL4- UL4+ U1+ R4- D1- L3- ALL2- y2 U5- R1- D1+ L2- ALL5- UR DR DL UL,21,DR1- DL1+ UL2+ U4+ R1- ur1- \1- y2 U1+ UL2+ DR1- UR2+ \4-
MarikinaCityReMINX2023,22.4,c,A,4,UR3- DR5+ DL6+ UL0+ U6+ R1- D1- L1+ ALL3- y2 U3- R2+ D3- L3- ALL0+ DR DL,21,DR1- DL3+ U3- L2+ ul1+ y2 R2- U3+ DL3+ /3+
MarikinaCityReMINX2023,22.4,c,A,5,UR3- DR3+ DL5- UL5+ U1- R2- D2- L3+ ALL4- y2 U6+ R0+ D1- L2- ALL4- UR DR DL UL,25,UR2+ UL3- D4+ /3+ y2 ul2+ dl1+ D1+ U4+ UL2+ /3+
MedanRevival2022,22.4,c,B,1,UR4+ DR0+ DL4+ UL4+ U2+ R4- D6+ L0+ ALL4+ y2 U3- R1+ D0+ L0+ ALL2+ DR DL,22,DL2+ UL2+ y2 ul4- dl6+ dr2- R1- U3+ /2-
MedanRevival2022,22.4,c,B,2,UR5+ DR1+ DL1+ UL2+ U5+ R1- D2- L2- ALL5- y2 U1+ R2+ D1+ L5- ALL3+ DR DL UL,22,R5- L1- dr2+ y2 ul1+ dr1- U1- L4+ DL1+ DR2- /4-
MedanRevival2022,22.4,c,B,3,UR2- DR1- DL3- UL1- U4- R4- D1- L1+ ALL4+ y2 U4+ R5+ D4+ L4- ALL1- UL,29,UR5- DL3+ D2+ ul1- y2 ul1+ U3- L4+ DR4- UR1- /5-
MedanRevival2022,22.4,c,B,4,UR2+ DR5+ DL3+ UL5+ U6+ R5+ D1- L1- ALL4+ y2 U2- R5+ D5+ L1- ALL1- DL,20,DL5+ U1- /4+ y2 ul1- L1- UL2+ DR5- \1-
MedanRevival2022,22.4,c,B,5,UR6+ DR4- DL3- UL5- U4- R2- D5- L5+ ALL0+ y2 U1- R5+ D6+ L1- ALL0+,19,UL3+ ul1- /2- y2 dr2- U1- UL2+ DL1- DR5- /2-
OttawaBlindfolded2024,22.4,c,B,1,UR2- DR1+ DL4- UL4+ U2- R5+ D6+ L1- ALL3- y2 U3- R2- D2+ L4+ ALL3+,22,UR1- DR3- UL1+ dr3+ \4- y2 L3- UL1+ DL2- UR2+ ALL2-
OttawaBlindfolded2024,22.4,c,B,2,UR2- DR2- DL3- UL2+ U2- R1+ D5+ L2- ALL6+ y2 U4+ R4+ D1+ L4+ ALL5-,23,UR2+ DL3+ R1+ D3- dr5- /1- y2 L3- DL1- UR4-
OttawaBlindfolded2024,22.4,c,B,3,UR2+ DR3+ DL2+ UL5+ U5+ R1+ D1+ L2- ALL4+ y2 U6+ R5+ D5+ L2+ ALL2+,27,DR6- L5- \2+ y2 dl1+ ur1+ D3- R1+ DL2- UR6+
