competition_id,Ao5,round_type_id,group_id,is_extra,scramble_num,scramble,optimal_simulcount,simulcount_solution
VietnamChampionship2024,5.33,f,A,0,2,UR3- DR3- DL2- UL3- U4+ R3- D2- L6+ ALL1+ y2 U5- R0+ D0+ L5- ALL5+,5,"UR(-3,4) UL(5,-5) D(-5,-5) L(6,-5) /(2,6)"
VietnamChampionship2024,5.33,f,A,0,3,UR1- DR5+ DL0+ UL1+ U2+ R2+ D5- L2- ALL1- y2 U0+ R3- D4- L1+ ALL3+,6,"UR(-3,2) UL(1,3) R(-3,1) L(0,1) dl(2,-4) /(2,6)"
VietnamChampionship2024,5.33,f,A,0,4,UR5+ DR2+ DL5+ UL5+ U2+ R0+ D2+ L6+ ALL3+ y2 U0+ R1- D5- L5+ ALL2-,5,"DR(3,0) R(2,-1) L(-4,-2) dr(5,-5) /(0,5)"
VietnamChampionship2024,5.33,f,A,0,5,UR0+ DR4- DL5- UL5- U4+ R6+ D4- L2+ ALL3- y2 U0+ R1- D1+ L2- ALL4+,6,"DL(1,-4) UL(1,0) R(-2,-2) L(6,-2) dl(-5,1) /(-4,-3)"
VietnamChampionship2024,5.33,f,A,1,1,UR2+ DR4+ DL5- UL1- U4+ R4+ D3+ L2- ALL1- y2 U5- R3+ D2+ L1+ ALL6+,7,"UR(-1,-4) UL(-4,0) R(3,2) D(-2,-5) dr(2,1) dl(1,1) /(5,0)"
VietnamChampionship2024,5.33,f,A,1,2,UR6+ DR4+ DL4+ UL2+ U3- R1- D3- L4- ALL0+ y2 U5+ R4- D1- L0+ ALL0+,6,"UR(-1,0) DR(4,0) UL(-2,-4) U(-2,3) D(3,5) dl(5,-4)"
WeekendMadnessinYerevan2024,5.33,1,B,0,1,UR1- DR1- DL4+ UL3- U4- R5- D1- L2+ ALL5- y2 U3- R2+ D1- L5+ ALL2-,7,"UR(-3,0) DR(-2,0) U(-1,-3) L(-3,-4) ur(6,-3) dl(5,2) \(0,-3)"
WeekendMadnessinYerevan2024,5.33,1,B,0,2,UR2+ DR5- DL2+ UL5+ U3+ R3+ D3+ L3+ ALL1+ y2 U3+ R5+ D2+ L6+ ALL1+,5,"UL(2,0) U(0,6) ur(2,-2) dr(0,-4) ul(3,5)"
WeekendMadnessinYerevan2024,5.33,1,B,0,3,UR2+ DR3+ DL5+ UL6+ U1- R0+ D0+ L2+ ALL5- y2 U1- R3+ D1+ L1+ ALL5+,7,"UR(-2,-3) DL(4,0) UL(-5,-4) R(-3,4) dr(0,1) ul(-4,-1) ALL(-2,0)"
WeekendMadnessinYerevan2024,5.33,1,B,0,4,UR1- DR4- DL4+ UL3+ U4- R3+ D6+ L1+ ALL5- y2 U2- R4+ D2+ L6+ ALL5-,6,"UR(2,0) DL(4,5) D(2,2) ur(-4,4) dr(-5,2) ul(-2,4)"
WeekendMadnessinYerevan2024,5.33,1,B,0,5,UR1- DR2+ DL2- UL1- U3- R1- D6+ L2+ ALL4- y2 U1+ R3- D4+ L5- ALL0+,6,"DL(6,-3) U(5,-4) L(-5,-5) dl(2,-4) ul(2,1) ALL(4,0)"
WeekendMadnessinYerevan2024,5.33,1,B,1,1,UR4- DR5- DL6+ UL0+ U4- R1+ D6+ L6+ ALL6+ y2 U4+ R6+ D0+ L5+ ALL3+,5,"UR(-4,-4) D(5,5) ur(1,5) ul(1,6) \(-3,6)"
WeekendMadnessinYerevan2024,5.33,1,B,1,2,UR1+ DR3+ DL4- UL2- U3+ R6+ D1+ L5+ ALL6+ y2 U3+ R2- D0+ L3+ ALL6+,5,"UR(-4,6) UL(2,3) R(6,-2) L(-1,0) ur(2,3)"
