competition_id,Ao5,round_type_id,group_id,scramble_num,scramble,optimal_tickcount,tickcount_solution
CFLFinalLodz2025,22.0,d,C,2,UR1- DR0+ DL1+ UL1+ U0+ R5- D6+ L3- ALL1- y2 U2+ R2- D3- L4+ ALL1-,22,R6- D5+ L1+ dl2+ y2 D2+ L1- UL3- DR1+ UR1+
CFLFinalLodz2025,22.0,d,C,3,UR4- DR2- DL6+ UL2+ U3+ R4+ D5+ L6+ ALL1+ y2 U2+ R6+ D5+ L1+ ALL4+,19,DR2+ DL1- UL1- D2+ ur1+ y2 dl2- UL1- DR5- UR1- /3+
CFLFinalLodz2025,22.0,d,C,4,UR2+ DR5+ DL3- UL4+ U4- R2+ D2- L3- ALL2- y2 U5- R4- D2- L4- ALL4-,22,DR2- DL2+ U2- R5+ ur1- ALL1- y2 R1+ UL2+ DL2+ UR3+ \1-
CFLFinalLodz2025,22.0,d,C,5,UR1- DR1+ DL2- UL0+ U2- R3+ D6+ L5- ALL5+ y2 U2- R2+ D3+ L3- ALL3-,22,DR1- DL4- U3+ R2- L1- y2 D1- U1- UL3+ DR2- /4+
ClockMastersBogota2024,22.0,1,B,1,UR5+ DR5+ DL1+ UL3+ U2+ R3+ D5+ L5+ ALL0+ y2 U2- R1+ D2- L2- ALL3-,21,DL1+ UL2+ R1- ur2+ /3+ y2 dr5- R3- DL2+ UR2+
ClockMastersBogota2024,22.0,1,B,2,UR2- DR1+ DL5+ UL1+ U4+ R4+ D4- L0+ ALL5+ y2 U1- R3+ D5- L2- ALL6+,25,UR1- DR2- UL2- L4- dl4- /1- y2 R4+ L1+ UL1+ DR5+
ClockMastersBogota2024,22.0,1,B,3,UR4- DR0+ DL2+ UL0+ U4+ R5+ D5- L5- ALL1+ y2 U1- R4- D1+ L1- ALL1-,20,DL3+ R1- y2 ul3- dr5- D1- R4+ UL1+ /2-
ClockMastersBogota2024,22.0,1,B,4,UR1- DR0+ DL3- UL2- U1+ R2+ D3+ L1- ALL1- y2 U1- R2+ D2- L2+ ALL2+,19,UR1- UL3+ L3+ \3- y2 dl1- D2+ R2- L3- UL1+
ClockMastersBogota2024,22.0,1,B,5,UR0+ DR1- DL3- UL3- U4+ R2- D1+ L1+ ALL2- y2 U2+ R5+ D0+ L5+ ALL5+,26,DL3+ UL1+ U2- R3+ L1+ ul1- y2 R3- L5- UR2- ALL5+
HongKongChampionship2025,22.0,d,B,1,UR5- DR4- DL0+ UL6+ U5+ R5- D1+ L1- ALL6+ y2 U2+ R1+ D1- L3+ ALL6+,20,UR1- DR3+ UL5- y2 dl1- dr4+ D2+ R1- UL2- DL1-
HongKongChampionship2025,22.0,d,B,2,UR1+ DR2- DL4+ UL3- U2+ R1+ D1- L2- ALL2+ y2 U5+ R5+ D0+ L2+ ALL3+,19,D1- L1+ /2- y2 ul3- dl4- L2- UR5- /1-
HongKongChampionship2025,22.0,d,B,3,UR6+ DR6+ DL5+ UL3- U5- R6+ D3+ L1+ ALL4- y2 U3+ R0+ D4+ L3+ ALL3+,28,UR3+ DL2- UL1- R3+ ul1+ /5+ y2 ul3- dl3- D4- UL3-
HongKongChampionship2025,22.0,d,B,4,UR5- DR2+ DL5+ UL2- U3+ R4+ D5+ L5- ALL2+ y2 U2- R3+ D2- L4- ALL6+,20,UL2+ U2+ R1- y2 R3- UL2+ DL2+ /5- ALL3+
HongKongChampionship2025,22.0,d,B,5,UR0+ DR4+ DL4+ UL5- U1- R4- D3- L5- ALL4- y2 U4+ R5+ D2- L5+ ALL4-,26,DL5- UL1- U5- ul1+ y2 dl2+ L4+ DL3+ DR1- UR4-
LaSillantMonterrey2024,22.0,f,A,1,UR5+ DR3- DL4- UL3- U0+ R3- D3+ L3- ALL0+ y2 U5- R4+ D1- L4+ ALL3-,25,DR1+ UL2- D3+ /2- \4- y2 dr1- D1+ R1- UL4- UR3- ALL3-
LaSillantMonterrey2024,22.0,f,A,2,UR1+ DR5+ DL3- UL5+ U1- R1+ D5+ L3- ALL4- y2 U1+ R5+ D1+ L6+ ALL5+,32,DR5+ U5- L1+ ALL5+ y2 dl1+ L3+ UL1+ DL2+ DR3- UR2- \4+
LaSillantMonterrey2024,22.0,f,A,3,UR1+ DR1+ DL4+ UL2+ U2- R6+ D4- L0+ ALL5- y2 U0+ R0+ D0+ L4+ ALL6+,21,UR1+ DR3+ DL4- UL2- ALL1- y2 dr2- ur4- L4-
LaSillantMonterrey2024,22.0,f,A,4,UR3- DR1- DL3- UL6+ U3- R2+ D1- L6+ ALL2- y2 U0+ R1+ D1- L1+ ALL0+,20,DR2+ DL3+ dr6- y2 dr3+ R1- L2- DL1+ ALL2-
LaSillantMonterrey2024,22.0,f,A,5,UR1+ DR3- DL5+ UL3- U4+ R2+ D5- L1- ALL2- y2 U3- R5- D4- L1- ALL1-,20,UL1- U1- D3+ \1+ y2 dl2+ ur1+ R1+ U3+ L1+ DR4+ \2+
NacionalesColombia2023,22.0,d,A,1,UR1+ DR2+ DL1- UL5+ U4+ R6+ D1+ L0+ ALL4+ y2 U4- R2+ D1+ L5+ ALL3+ DL UL,21,UR3+ DL2- UL2- U1+ dr2+ y2 ul1+ L2+ UL4+ DL1+ DR2- \1-
NacionalesColombia2023,22.0,d,A,2,UR0+ DR1- DL3- UL4+ U1- R3+ D2- L1- ALL1+ y2 U1+ R1- D5- L6+ ALL1- DL,26,DR2- U3- D4- ur3- y2 D1- U2- DL6+ UR1+ \3- ALL1-
NacionalesColombia2023,22.0,d,A,3,UR4+ DR3- DL1- UL4- U1- R0+ D4- L5+ ALL4- y2 U5- R2- D2+ L6+ ALL2+ UL,21,DR1- U1+ D3- \1- y2 D2- R2+ L1+ UL5+ \4+ ALL1-
NacionalesColombia2023,22.0,d,A,4,UR2- DR4- DL5+ UL5- U4- R5- D4+ L1+ ALL5- y2 U3- R4+ D4+ L1- ALL2+ DL UL,23,UL1- R1- D5- dr2- y2 U2+ UL1+ DR4- /3+ \4+
NacionalesColombia2023,22.0,d,A,5,UR1+ DR6+ DL6+ UL5- U2- R6+ D1+ L3- ALL4- y2 U0+ R4- D0+ L4+ ALL4- UR,22,UR1- DL1- UL3+ U4+ ur1+ y2 dl2+ ur2+ DL4- DR4+
NacionalesGuatemala2023,22.0,c,B,1,UR4+ DR5- DL5+ UL2- U4+ R0+ D1- L5+ ALL3- y2 U3- R4- D3- L1- ALL5+ UR UL,21,DR1+ UL4+ U2+ ul4- \3+ ALL1- y2 D1+ UL1+ DR2+ UR2+
NacionalesGuatemala2023,22.0,c,B,2,UR4- DR4- DL0+ UL6+ U1+ R0+ D0+ L0+ ALL5+ y2 U2- R4+ D2+ L6+ ALL5- UR,31,UR3- R1- D4+ L6- \2+ y2 dr1+ L2+ UL4+ DR2- UR2- \4+
NacionalesGuatemala2023,22.0,c,B,3,UR3+ DR0+ DL3+ UL1- U2- R2- D2- L3+ ALL0+ y2 U2- R3- D2- L3- ALL5- UL,21,DR1- L5- /1- ALL5+ y2 D1- U1- UL3+ DR3+ ALL1-
NacionalesGuatemala2023,22.0,c,B,4,UR3+ DR3- DL5+ UL1+ U3- R3- D1- L1- ALL2+ y2 U3- R2+ D2+ L0+ ALL3+ DL UL,20,DR3+ DL4- UL1- \2+ y2 U3+ DR2- /1- ALL4-
NacionalesGuatemala2023,22.0,c,B,5,UR5- DR2- DL3- UL1- U1- R6+ D0+ L2- ALL1+ y2 U3- R5- D1- L2+ ALL4+ DR DL UL,24,DR2+ UL5- R1- D3+ L1- \3- y2 dl1- D1+ UL2- UR5+
QuadCitiesSaturday2025,22.0,1,B,1,UR2+ DR4- DL4- UL3+ U2- R1- D5- L4+ ALL1+ y2 U2- R1- D1- L5- ALL1+,20,DR3+ UL3- D2- ur4- y2 ur1+ D1+ R1+ L3+ UL2+
QuadCitiesSaturday2025,22.0,1,B,2,UR5- DR2- DL3- UL1- U4- R6+ D6+ L0+ ALL4- y2 U2- R3- D2- L2+ ALL0+,24,UR1+ DL2+ U3- D3- L2+ \4- y2 dl1+ D1+ U2+ DL2- DR3+
QuadCitiesSaturday2025,22.0,1,B,3,UR3+ DR3- DL5+ UL5- U4+ R2+ D5+ L5+ ALL2- y2 U6+ R0+ D2+ L0+ ALL4+,26,DR2- DL5- U2- /5- y2 dr3- D2- U6+ ALL1-
QuadCitiesSaturday2025,22.0,1,B,4,UR1- DR5+ DL2- UL1- U2- R1- D0+ L1+ ALL2- y2 U1+ R0+ D4+ L2+ ALL1-,19,DR3- UL2+ U2+ ul2+ y2 ul1+ dl1- D4- U1- L2- /1+
QuadCitiesSaturday2025,22.0,1,B,5,UR6+ DR5- DL1+ UL6+ U2+ R1- D5+ L2+ ALL0+ y2 U3+ R0+ D2- L4+ ALL5+,22,DL1- U2- L4+ /5- y2 dl1+ dr2+ D2+ U1+ UL4-
SensOpen2018,22.0,c,B,1,UR1- DR5+ DL3+ UL4+ U4- R0+ D6+ L6+ ALL1+ y2 U3+ R1+ D4- L3- ALL3+ UR DR UL,22,DR1- DL1- U1+ R3- ur2+ dr4+ ALL2+ y2 R1- U2- UL1- DL4+
SensOpen2018,22.0,c,B,2,UR0+ DR4- DL2- UL1+ U1+ R1+ D3+ L4+ ALL2- y2 U5- R6+ D0+ L0+ ALL1+ DR,22,DR3+ UL2- L1- \2- y2 dr2- R6+ U5+ \1+
SensOpen2018,22.0,c,B,3,UR2- DR4+ DL3+ UL3+ U0+ R0+ D3+ L5+ ALL1+ y2 U0+ R1- D0+ L5+ ALL1+ DR DL,22,UR1- DR1- DL1+ D2+ ur3- \3- y2 ul2+ R1+ L5- \3-
SensOpen2018,22.0,c,B,4,UR4- DR1+ DL6+ UL5- U2- R1+ D2+ L3+ ALL5+ y2 U4- R6+ D3- L4- ALL5- UR DR UL,27,UR2+ DL1- UL3- D4+ ur5+ \2- y2 L3+ DL1+ DR2+ UR4+
SensOpen2018,22.0,c,B,5,UR1- DR1+ DL0+ UL4- U6+ R1+ D3- L3+ ALL1- y2 U3- R6+ D3- L1- ALL4+ DR,21,UR1- DL1+ D1+ dr5+ ul1+ ALL3+ y2 L1+ DR3+ UR3+ /2+
SkowheganCubikon2025,22.0,1,A,1,UR2- DR1- DL3+ UL0+ U3+ R2- D2- L3+ ALL3+ y2 U6+ R3+ D2- L3- ALL1-,24,UR2+ DR3+ DL3- UL3- ALL4- y2 U3- L1+ DL2+ UR3-
SkowheganCubikon2025,22.0,1,A,2,UR4- DR2+ DL1- UL6+ U6+ R5- D2- L1+ ALL6+ y2 U3- R4- D6+ L4- ALL1-,31,UR2- DR1- UL6- R2- D2+ y2 dr4+ D1+ UL3+ DL1+ DR4+ /5+
SkowheganCubikon2025,22.0,1,A,3,UR3+ DR2- DL2- UL3+ U6+ R1- D2- L5- ALL4+ y2 U2+ R1- D2+ L4+ ALL3+,20,DL3+ D3+ L1+ \1+ y2 dl3- dr4- R1+ UL2- DL2-
SkowheganCubikon2025,22.0,1,A,4,UR4+ DR2+ DL4- UL1+ U4- R5- D3+ L1+ ALL3+ y2 U3- R6+ D4- L3+ ALL3-,22,DR1- UL2+ U3- /1+ y2 U1+ L3- DR4+ UR2+ /4- ALL1+
SkowheganCubikon2025,22.0,1,A,5,UR1+ DR5+ DL2- UL2+ U4- R1- D3- L1- ALL1+ y2 U2- R1+ D4- L1- ALL0+,20,DR4- DL1+ U1+ R1- D3+ dr1+ /1+ y2 D5+ U1+ UL1+ DR1-
SouthGermany2025,22.0,d,B,1,UR2+ DR0+ DL0+ UL2- U3+ R1- D2+ L5+ ALL2- y2 U1+ R3+ D2+ L1+ ALL6+,16,UR1- DL2- UL1- U1- dr2- y2 dr1- L1- DR2- UR1- ALL4+
SouthGermany2025,22.0,d,B,2,UR2+ DR1+ DL4- UL5+ U5+ R0+ D1- L0+ ALL0+ y2 U2- R6+ D0+ L3+ ALL1-,26,UR3- UL1- U4+ D4+ y2 ul4+ R3+ L2- UL1- UR3+ \1-
SouthGermany2025,22.0,d,B,3,UR5+ DR2- DL3- UL0+ U3+ R1+ D5+ L4- ALL4- y2 U1+ R2+ D4+ L4- ALL3-,25,UR4- UL4- L1- ur3- ALL1- y2 D4- L3+ UL1+ UR2- \2+
SouthGermany2025,22.0,d,B,4,UR1- DR6+ DL3- UL1+ U2- R4+ D2- L4+ ALL5- y2 U1+ R1+ D0+ L1- ALL2+,21,UR2+ DR1- R2+ L2- ur3- y2 dl3+ dr1- L1+ UR1- \5-
SouthGermany2025,22.0,d,B,5,UR1+ DR3- DL2+ UL0+ U5+ R4+ D1- L5- ALL3- y2 U1+ R1+ D2+ L2+ ALL2-,20,UR4- DR2+ U2- L3+ ALL1+ y2 ul3- dr2+ UL1- DL1- DR1-
Uppsalaligan4Emoji2024,22.0,f,A,1,UR5+ DR3+ DL0+ UL0+ U5+ R3- D0+ L1+ ALL6+ y2 U3- R1+ D2+ L1- ALL0+,22,UR1- DR4- DL1+ U3+ L2- \2+ ALL4- y2 U1+ UL2+ DL1- DR1-
Uppsalaligan4Emoji2024,22.0,f,A,2,UR2- DR6+ DL0+ UL5- U2- R2- D3+ L5+ ALL5+ y2 U1+ R2- D1- L1+ ALL1+,20,U3- R2- D3+ /5+ ALL1+ y2 U1- UL2- DL1+ UR2+
Uppsalaligan4Emoji2024,22.0,f,A,3,UR1+ DR3+ DL1+ UL3+ U4+ R3- D5- L5+ ALL5- y2 U6+ R1+ D2+ L1+ ALL2+,22,U4+ R1- D1+ L3+ \1+ y2 D1- U5- DL1- UR1- \4-
Uppsalaligan4Emoji2024,22.0,f,A,4,UR1+ DR0+ DL1+ UL4+ U4- R2+ D1+ L1- ALL1- y2 U1- R1- D5- L3+ ALL5-,22,DR3- UL3- U2+ D1+ L1- \1+ y2 D4- DL3- UR1+ ALL3+
Uppsalaligan4Emoji2024,22.0,f,A,5,UR3- DR1+ DL4+ UL0+ U1- R6+ D4+ L5+ ALL3+ y2 U5- R0+ D1+ L5+ ALL2-,26,UL1+ U3+ R4- D3+ L2+ y2 D1- L2+ UL5+ /4- \1-
VenezuelaNationals2015,22.0,d,C,1,UR3- DR1+ DL5+ UL2- U2+ R4+ D4+ L2+ ALL3- y2 U1+ R4- D1+ L2+ ALL2+,22,DR2- DL4+ UL3+ \3- y2 dl1- dr1- R4+ UL1- DL1- ALL2-
VenezuelaNationals2015,22.0,d,C,2,UR1+ DR2+ DL3+ UL5+ U5- R3- D4- L5+ ALL5- y2 U5+ R1+ D1+ L5- ALL2+ DR DL,21,DL1- U1- \3+ y2 dl3- dr3- L2- UL5- DR1- \2-
VenezuelaNationals2015,22.0,d,C,3,UR5+ DR5+ DL1- UL2+ U1+ R4- D4+ L6+ ALL6+ y2 U5- R4- D2+ L2- ALL3+ UR DR,30,UR2+ DL4+ UL1+ U1+ R4+ y2 dr2- ur5- D2- R1+ UL2+ UR3+ /3-
VenezuelaNationals2015,22.0,d,C,4,UR1+ DR3- DL0+ UL1+ U0+ R3+ D4+ L2- ALL6+ y2 U5+ R5- D2- L1+ ALL2- UR DR DL UL,23,DR1- U2- L1+ /4+ y2 dr1- D2+ U2+ L1- UR5+ \4-
VenezuelaNationals2015,22.0,d,C,5,UR4- DR6+ DL3+ UL2- U5+ R3- D3+ L5- ALL3+ y2 U1- R1+ D5- L4+ ALL0+ UL,21,UL1+ R1+ L3+ dl1+ y2 dr2- D1- UL2+ DL6+ UR1- /3-
XMadridOpen2023,22.0,e,A,1,UR4+ DR3- DL6+ UL3- U0+ R1- D0+ L4- ALL3+ y2 U1+ R0+ D0+ L6+ ALL2+ DR DL,21,U1- D3- L1+ /3- \4+ y2 ul2- U1- L6+
XMadridOpen2023,22.0,e,A,2,UR2+ DR1+ DL3+ UL2- U2- R5- D5+ L4- ALL0+ y2 U2+ R1- D6+ L4- ALL5+ DR,22,DR2+ DL1+ UL2+ ul2- \3+ ALL4- y2 U1- UL1- DL5+ DR1+
XMadridOpen2023,22.0,e,A,3,UR5+ DR1- DL1- UL1+ U3- R1+ D4- L4+ ALL2- y2 U5- R5+ D3- L2- ALL5+ UR DL UL,30,UR3- DR2- DL4- /3- y2 ul4- U1- UL2+ DR3+ UR4+ ALL4-
XMadridOpen2023,22.0,e,A,4,UR0+ DR2+ DL0+ UL5+ U6+ R0+ D2+ L4- ALL4- y2 U4+ R2+ D3+ L2- ALL5+ DR DL,23,DR2- DL2- UL1+ dr1- ALL3- y2 dl5+ D1- U4- L2+ DR2-
XMadridOpen2023,22.0,e,A,5,UR5- DR1+ DL6+ UL0+ U6+ R4+ D2+ L6+ ALL4- y2 U0+ R2- D0+ L2- ALL1+,15,U1- D3+ ur1- \5- y2 ur1- R2+ L2+
AutotaloAnimeAdventure2023,22.33,d,A,1,UR5- DR1- DL4- UL1- U6+ R1- D2+ L6+ ALL5+ y2 U4- R0+ D1- L5- ALL3- UR UL,24,DR3+ R4+ L1- dr1- y2 dr5+ ur1- UL4+ DL1+ /4+
AutotaloAnimeAdventure2023,22.33,d,A,2,UR2+ DR4- DL4+ UL0+ U3- R3+ D1- L3- ALL3+ y2 U1- R5- D0+ L2+ ALL5+ UL,18,DR1+ U1+ R2- L1- y2 R2+ UL1+ DL3- DR3+ /1- ALL3-
AutotaloAnimeAdventure2023,22.33,d,A,3,UR3+ DR5- DL5- UL2- U0+ R2+ D5+ L4+ ALL6+ y2 U2+ R1+ D1+ L3- ALL6+ UR,21,UR3- DR3+ DL1+ UL2+ D1+ y2 ul3+ ur2+ U2- L3+ DR1-
AutotaloAnimeAdventure2023,22.33,d,A,4,UR4+ DR4+ DL3- UL3+ U1+ R2- D4- L1- ALL5+ y2 U1- R1- D1- L1+ ALL5- UR DR,22,UR4+ DR2+ DL1+ \2- y2 ur5- R2- UL2- DL1+ UR3+
AutotaloAnimeAdventure2023,22.33,d,A,5,UR4- DR6+ DL4+ UL1- U5- R0+ D5- L4- ALL1- y2 U5- R4+ D4+ L3+ ALL2+ DR DL UL,30,UR2- DR6- DL1+ R6- dr1- y2 U4- UL3- DR4- /3+
CCCEndofSummer2015,22.33,f,A,1,UR3+ DR5+ DL0+ UL3+ U0+ R4+ D5- L5- ALL4- y2 U2- R4+ D0+ L0+ ALL1+ DR DL,22,UL2+ U4+ /5+ y2 dr3- R4- U2+ ALL2+
CCCEndofSummer2015,22.33,f,A,2,UR6+ DR2- DL3+ UL0+ U4+ R5- D5- L6+ ALL3+ y2 U2- R1- D3- L2- ALL0+ DR DL UL,22,DR1+ DL3+ U2+ dr2+ \6- y2 D1+ U1+ DL2+ UR1+ \3+
CCCEndofSummer2015,22.33,f,A,3,UR3+ DR0+ DL3+ UL5+ U3+ R2+ D6+ L4+ ALL1+ y2 U1- R0+ D5+ L0+ ALL6+ DR UL,21,UR1+ DR3+ R3+ /2+ y2 dl1- D4- UL1+ DL1- /3- \2-
CCCEndofSummer2015,22.33,f,A,4,UR4+ DR2- DL2+ UL1- U4- R2+ D4+ L1- ALL1- y2 U3- R1+ D0+ L5- ALL5+ UR DR,23,DR3- DL1- UL1+ R1- \1+ y2 ur5+ R1- L2+ UL3+ ALL5+
CCCEndofSummer2015,22.33,f,A,5,UR2- DR2- DL2- UL3+ U3- R0+ D3- L2+ ALL4+ y2 U1+ R4- D5+ L4- ALL2- DR DL UL,31,DL5- UL2+ R4+ /2+ y2 dr2+ D2- DL4+ DR5+ UR1- \4-
CalgarySideEvents2020,22.33,d,C,1,UR4+ DR6+ DL1+ UL1+ U2+ R0+ D5+ L5+ ALL1- y2 U5- R4+ D4+ L3+ ALL3+ UR DL,28,UR2+ UL3+ L2+ ul2- /4- y2 ul1- dr3+ D4- UL3- UR4-
CalgarySideEvents2020,22.33,d,C,2,UR5- DR0+ DL4- UL1- U3+ R2+ D2- L2- ALL1- y2 U0+ R2- D3- L0+ ALL4- UR DR UL,19,UR2+ DL6- UL1+ R1+ y2 dr3+ D1+ DR2+ ALL3+
CalgarySideEvents2020,22.33,d,C,3,UR3- DR1- DL0+ UL5- U5- R5+ D2- L2+ ALL3- y2 U0+ R0+ D2- L5- ALL5+ DR UL,24,DR1- DL2+ UL1+ D2+ /4- y2 ul2- dr3+ L3+ DL2+ ALL4-
CalgarySideEvents2020,22.33,d,C,4,UR0+ DR3+ DL4+ UL1+ U3+ R2- D4+ L1+ ALL3+ y2 U1+ R4- D2+ L2- ALL2+ UR DL UL,24,DR1- UL4- D2+ L2- y2 dl3+ D4+ U1- DL2+ DR4+ ALL1+
CalgarySideEvents2020,22.33,d,C,5,UR1+ DR2- DL1+ UL4+ U6+ R1- D2+ L6+ ALL3+ y2 U5+ R3- D3- L1- ALL2+ UR DR UL,18,UR1+ R1+ D1- L1+ dr1+ \1+ y2 ur2+ D3+ U3+ UL1+ UR3+
CalgarySideEvents2024,22.33,d,B,1,UR0+ DR2+ DL2- UL3- U2+ R6+ D3+ L3+ ALL3- y2 U5- R1+ D1+ L2+ ALL1+,22,DR4- DL1+ UL1+ R4- /2- y2 U5+ L2- DR1- ALL2-
CalgarySideEvents2024,22.33,d,B,2,UR3- DR6+ DL2- UL5+ U3- R5- D5- L2- ALL6+ y2 U4- R3- D2- L0+ ALL2+,22,UR1+ DR1+ L1- dl2- /4+ y2 ul4+ ur3- U3+ DR2+ UR1+
CalgarySideEvents2024,22.33,d,B,3,UR5+ DR3+ DL6+ UL1+ U2+ R1+ D3+ L1+ ALL2+ y2 U3+ R5+ D5- L4+ ALL5+,26,UR3+ U1+ L4+ ul1+ ALL3+ y2 ur2- D1- UL4- DR6+ UR1+
CalgarySideEvents2024,22.33,d,B,4,UR3- DR2- DL5+ UL6+ U3- R3+ D5- L1+ ALL3- y2 U2+ R1- D3- L6+ ALL4-,23,DR2+ ALL1- y2 ul5- dl5- D3+ L3- UL3- UR1+
CalgarySideEvents2024,22.33,d,B,5,UR3+ DR4+ DL5- UL2- U1+ R4+ D1- L5+ ALL2- y2 U5+ R0+ D0+ L4+ ALL4+,22,DR1+ DL1+ U2- L1+ ul2- /2- \4- y2 ur3+ L1+ UL5-
CashewCubing2022,22.33,c,A,1,UR5- DR2+ DL1- UL1- U1- R3+ D2+ L1- ALL1+ y2 U2- R4- D1+ L2+ ALL1+ DR DL,19,UR4+ DR3- UL3+ R1- \1- ALL1- y2 R2+ L1- DL1- UR2+
CashewCubing2022,22.33,c,A,2,UR0+ DR2+ DL4+ UL1- U6+ R3- D5- L3- ALL2- y2 U0+ R3+ D0+ L3+ ALL4+ UR DL,24,UR2+ DR1- U5+ ALL4- y2 ul2- dl1+ ur1- R3- L3- /2-
CashewCubing2022,22.33,c,A,3,UR2- DR4- DL4- UL1+ U3- R2- D3- L0+ ALL3- y2 U1+ R4+ D6+ L2+ ALL6+ UR UL,25,UR1+ DR5- UL3+ D4+ /4+ ALL1+ y2 D1- UL1- DL1- DR4-
CashewCubing2022,22.33,c,A,4,UR4- DR3- DL4+ UL5- U4- R3+ D4- L0+ ALL3+ y2 U5+ R2+ D4+ L2+ ALL4+,23,DR3+ UL1+ R1+ ur5+ y2 dl2+ D4- L1+ UL3- UR2- /1+
CashewCubing2022,22.33,c,A,5,UR4- DR1- DL2+ UL1+ U3+ R6+ D0+ L1- ALL3+ y2 U6+ R2- D0+ L0+ ALL3- DR DL UL,20,DL2- R1- D1+ ALL5+ y2 dr4+ U4+ UR2+ \1+
CebuSummerOpen2024,22.33,1,B,1,UR4- DR1- DL0+ UL1- U6+ R5- D3+ L3+ ALL5+ y2 U4+ R2- D2- L1+ ALL0+,17,UR1- DL2- R1- \4- ALL2+ y2 U3- UL1- DR2+ \1+
CebuSummerOpen2024,22.33,1,B,2,UR6+ DR4+ DL6+ UL0+ U4- R6+ D4- L2- ALL5+ y2 U4- R2- D1- L1- ALL2+,21,DR4- DL2- UL2- \3+ y2 dl3+ L2- UL3+ DR1+ UR1+
CebuSummerOpen2024,22.33,1,B,3,UR4+ DR5- DL5- UL0+ U0+ R3+ D5- L6+ ALL1+ y2 U2+ R4+ D2- L1+ ALL4-,28,UR3- DR1+ UL1- D2+ dl3- \5+ y2 ur4+ R5- UL1- DR2+ UR1-
CebuSummerOpen2024,22.33,1,B,4,UR1- DR0+ DL1- UL3- U4+ R1+ D3+ L5- ALL1- y2 U5+ R1+ D3+ L6+ ALL2+,24,DL2- L1- dr3- \3- y2 dr4+ D3- R1- U1+ UL6+
CebuSummerOpen2024,22.33,1,B,5,UR6+ DR1- DL2+ UL1+ U2- R0+ D0+ L5- ALL3+ y2 U0+ R4+ D2- L1+ ALL1-,22,UR5- DL1- L3+ dr1+ \1+ ALL3- y2 D3+ R4- DL1-
CircuitoTermaldelCubo2025,22.33,f,A,1,UR0+ DR3- DL1- UL4+ U3- R2+ D2+ L4- ALL2- y2 U1- R2+ D5- L6+ ALL4-,19,DR1+ DL1+ U1- /4+ y2 D1- R2- U1+ DL6+ ALL2-
CircuitoTermaldelCubo2025,22.33,f,A,2,UR3- DR4+ DL5- UL5+ U2- R2- D5+ L4+ ALL5+ y2 U2- R5- D5- L0+ ALL3+,20,DL4- R1+ /4+ y2 dl1- dr1+ U2+ DR5+ /2+
CircuitoTermaldelCubo2025,22.33,f,A,3,UR4+ DR5+ DL6+ UL5+ U5+ R2- D4+ L6+ ALL4+ y2 U2+ R4- D5- L3+ ALL5-,32,DL3- UL2- R5+ dr1- y2 ul3- U2+ UL4+ DL5+ UR4+ ALL3-
CircuitoTermaldelCubo2025,22.33,f,A,4,UR5+ DR2+ DL4+ UL4+ U1+ R3+ D5+ L1+ ALL4+ y2 U2+ R5- D1+ L1- ALL0+,24,DL1+ UL2+ R2+ ul2+ y2 ul2- U3+ UL1+ DR1- UR6+ /4-
CircuitoTermaldelCubo2025,22.33,f,A,5,UR2- DR0+ DL1- UL0+ U6+ R0+ D1- L3+ ALL1- y2 U2+ R0+ D6+ L3+ ALL2+,23,DR2+ U4- L2- y2 ul1+ ur2- D6+ L1- UL2- ALL3-
CouffouleuxOpen2025,22.33,f,A,1,UR1+ DR1+ DL4- UL1- U3- R5- D3+ L6+ ALL3- y2 U4- R1+ D0+ L2+ ALL2-,22,UR3+ L1- dl4+ /1- y2 ul4+ ur2- R1- U4+ L2-
CouffouleuxOpen2025,22.33,f,A,2,UR6+ DR4+ DL2- UL2+ U1- R4+ D2- L4+ ALL5- y2 U1+ R5+ D2+ L4+ ALL2-,28,UR2- UL4- U1- dl4+ ul5+ y2 R2- L4- DR2- UR1- \1+ ALL2-
CouffouleuxOpen2025,22.33,f,A,3,UR3+ DR1+ DL3- UL2- U2- R3+ D3- L5+ ALL2+ y2 U0+ R2+ D4+ L2+ ALL4+,18,DR5+ U1+ ur1- dl3+ y2 ur2+ DL2- DR2- \2+
CouffouleuxOpen2025,22.33,f,A,4,UR1- DR6+ DL0+ UL2- U0+ R1+ D4+ L3+ ALL4- y2 U2+ R3+ D3- L1+ ALL5-,21,UR3+ DR3+ DL1- y2 dr2- ur3+ D4+ L1- DR1- UR2- ALL1+
CouffouleuxOpen2025,22.33,f,A,5,UR4+ DR2- DL2+ UL4+ U6+ R1- D4- L4+ ALL1+ y2 U0+ R5+ D3+ L5+ ALL3-,24,UR2- DR1+ D3+ L2+ dr2+ /2+ \2+ y2 R5- L2- DL3-
CubeFactoryBrzeziny2024,22.33,2,B,1,UR2+ DR4- DL0+ UL4+ U6+ R4- D5- L3+ ALL1+ y2 U6+ R2+ D0+ L4+ ALL0+,27,UR6- DL1- UL6- D2- y2 ul1+ ur4+ UL4- UR2- ALL1+
CubeFactoryBrzeziny2024,22.33,2,B,2,UR2+ DR2- DL1+ UL0+ U1- R3+ D4+ L1- ALL1+ y2 U1+ R3- D2+ L6+ ALL0+,19,DR3- U1- ur3- y2 dr2- UL1- DL5- DR3+ /1-
