competition_id,Ao5,round_type_id,group_id,scramble_num,scramble,optimal_tickcount,tickcount_solution
CubeFactoryBrzeziny2024,22.33,2,B,3,UR1- DR6+ DL2- UL5+ U2- R3- D4- L1- ALL2+ y2 U4- R1- D1+ L6+ ALL3+,23,UL2- R2- ul4+ y2 dl1- ur2- U2+ L6+ DR1- UR2+ /1+
CubeFactoryBrzeziny2024,22.33,2,B,4,UR4+ DR0+ DL2+ UL4- U0+ R2- D1- L3+ ALL1+ y2 U2- R2- D6+ L3+ ALL3+,23,DL1- R2- y2 ul3+ L3+ UL4+ DL2+ DR4+ UR2- \2+
CubeFactoryBrzeziny2024,22.33,2,B,5,UR3- DR5- DL5+ UL2- U1+ R4- D1- L2- ALL3+ y2 U1- R1+ D0+ L1- ALL0+,21,DR1+ U4+ R1- L1- \5+ y2 dr3- ur2+ R1- UL1+ \2+
EkeroOpen2023,22.33,f,B,1,UR2+ DR1- DL5- UL1+ U3+ R1+ D4- L1- ALL6+ y2 U1+ R0+ D2+ L0+ ALL5+ UR DL,22,UR2- DL2- UL1- U3- L4- ul1- ALL1- y2 ul5- D2- U1-
EkeroOpen2023,22.33,f,B,2,UR1- DR5+ DL3+ UL5+ U5+ R3- D4- L4- ALL2- y2 U1- R1- D3- L3- ALL2- UR DL UL,20,UR1+ DL4- U2+ R2- ur1- y2 dl4- ur2- DL3+ UR1+
EkeroOpen2023,22.33,f,B,3,UR5- DR5+ DL6+ UL2- U3- R6+ D6+ L3+ ALL5- y2 U5- R4- D4+ L5- ALL5+ UR UL,32,DR5- UL2- R1- L5- \2+ y2 dl4+ D4+ UL5+ DR4+
EkeroOpen2023,22.33,f,B,4,UR2+ DR4+ DL2+ UL2+ U4- R2- D4+ L1- ALL4+ y2 U3+ R6+ D1+ L1+ ALL4- UR DR UL,24,R4- D2+ L3- /5+ \2+ ALL1- y2 R3- DL1- UR3-
EkeroOpen2023,22.33,f,B,5,UR3+ DR3- DL1- UL2- U2+ R2- D5+ L5- ALL1- y2 U1+ R0+ D1- L2- ALL1+ UL,21,DR2+ U3- D3- L4- y2 ul1+ dr3- U1- L1+ DL1+ \2+
FastKidsSantaCruz2022,22.33,c,A,1,UR2- DR3+ DL5- UL5- U6+ R2+ D3+ L2- ALL4+ y2 U5- R4+ D1- L1+ ALL2+ DR DL,21,DR1- U1+ R2- ALL2- y2 ul5+ ur1- R1+ UL2- DL1+ UR5-
FastKidsSantaCruz2022,22.33,c,A,2,UR1- DR3- DL4- UL4+ U4+ R2+ D5+ L1- ALL0+ y2 U3- R0+ D2+ L4- ALL1- UR DL,22,UR1+ DR1+ DL1+ U4+ ALL1- y2 dl1- ur2+ D1+ L4+ DR3- UR3+
FastKidsSantaCruz2022,22.33,c,A,3,UR6+ DR4+ DL4- UL5+ U0+ R2- D4- L3+ ALL2+ y2 U3+ R2- D5- L0+ ALL5- DR DL,31,DR4+ U1+ L4- ALL1+ y2 ul3- dr6+ DR5+ UR3- \4+
FastKidsSantaCruz2022,22.33,c,A,4,UR1+ DR4+ DL3- UL1+ U1- R2+ D6+ L3- ALL2- y2 U0+ R1- D4+ L6+ ALL4- UR DL,24,DL5+ U1- R5+ ul4- \2+ y2 L1- UL1- DL4- UR1+
FastKidsSantaCruz2022,22.33,c,A,5,UR2+ DR3- DL3- UL2- U1- R4+ D6+ L4- ALL1- y2 U2+ R3+ D2+ L1+ ALL3+ UR DR,21,UR3- UL3- U5- ul1+ y2 ul1+ UL1- DR2- UR1- \4+
FlagCityFall2018,22.33,c,B,1,UR1- DR6+ DL1- UL2- U5+ R6+ D6+ L2+ ALL1- y2 U2- R0+ D1- L1+ ALL3+ UR DR DL,19,UR1+ DL1+ U3- ul3- /4- y2 dl2- U2+ L2- DL1+
FlagCityFall2018,22.33,c,B,2,UR1- DR5- DL2- UL3+ U3- R5- D4- L2- ALL0+ y2 U0+ R2+ D6+ L5- ALL2- UR DL,20,DR1- UL1+ ur2- dl1- ALL2- y2 dl4- R2- L1- DL6+
FlagCityFall2018,22.33,c,B,3,UR6+ DR1+ DL6+ UL6+ U0+ R5+ D5+ L1+ ALL3- y2 U1- R3+ D0+ L4+ ALL2+ UR,21,L1- dr4+ \6- y2 R4- L4- UR1+ \1-
FlagCityFall2018,22.33,c,B,4,UR0+ DR4- DL3- UL4- U4+ R2- D2- L6+ ALL2- y2 U2- R5+ D4- L3- ALL2+ UL,29,DR6- DL3+ L2- y2 ur3- D1+ R5- U2+ DL3+ \4+
FlagCityFall2018,22.33,c,B,5,UR1+ DR4- DL4+ UL2+ U0+ R5+ D4+ L2+ ALL2+ y2 U0+ R3+ D3- L3- ALL1- UR DR UL,26,DR2- DL4- UL3- D2+ L1- dl1+ /3+ y2 dl4+ R3- DL3+
FountainCity2023,22.33,1,B,1,UR6+ DR3+ DL1- UL3- U1+ R5- D3- L6+ ALL3+ y2 U4+ R2+ D1- L2- ALL5+ DR DL,21,UR4- D1+ L2- /2- y2 dr2- ur3- U3- DL2+ DR1- UR1-
FountainCity2023,22.33,1,B,2,UR6+ DR2+ DL1- UL3- U2- R4+ D2- L5- ALL5- y2 U1+ R5+ D3+ L3- ALL6+ DR DL,22,DL1- UL1- D2+ L1- dl4+ ul2+ \1+ y2 dl2+ L2+ UL1+ DR3- UR2-
FountainCity2023,22.33,1,B,3,UR3+ DR4+ DL1- UL5- U1+ R2+ D3+ L5- ALL3- y2 U2- R1+ D1+ L3- ALL0+ UR DR,20,DR3+ U1+ D3+ L1- /5- y2 U1- UL3+ DR1- ALL2+
FountainCity2023,22.33,1,B,4,UR0+ DR3- DL1+ UL5- U1+ R5- D4- L6+ ALL3+ y2 U2+ R2- D5- L0+ ALL3- DR DL,28,DR4- DL2- U4+ ur3- ul1- y2 dl1- D3+ U2- DR2+ \6+
FountainCity2023,22.33,1,B,5,UR6+ DR1+ DL4- UL3+ U1+ R5+ D3+ L4- ALL2+ y2 U0+ R3- D4- L2- ALL6+ UR,24,UL2+ L3+ dl2- \4- y2 ul3+ dl5- L1+ DL1+ DR3+
GACuberJacketsFall2024,22.33,f,A,1,UR6+ DR3- DL1- UL4- U4+ R1+ D2- L1+ ALL4- y2 U3+ R2+ D2+ L6+ ALL1+,30,UR2+ DR6- UL4+ ul3+ \1- y2 D2- R2- L3- UL3- ALL4-
GACuberJacketsFall2024,22.33,f,A,2,UR0+ DR2- DL5+ UL4- U3- R1+ D2- L3+ ALL4- y2 U5- R5- D0+ L1+ ALL3-,20,DR1+ UL4- U1- D2- y2 ul5- L1- UR5+ \1+
GACuberJacketsFall2024,22.33,f,A,3,UR0+ DR4- DL1- UL0+ U2+ R5+ D2+ L1- ALL4- y2 U3- R4+ D1- L0+ ALL2+,21,UR2- DR1+ DL2+ /3- ALL3+ y2 dr2+ R4+ DR1+ UR3+
GACuberJacketsFall2024,22.33,f,A,4,UR2- DR4+ DL1- UL1- U1+ R5- D2- L2- ALL3+ y2 U0+ R4+ D6+ L3- ALL5+,21,UR1+ UL1+ R2+ D1- L3+ \1- y2 ur1- D3+ R4- DL3+ ALL1-
GACuberJacketsFall2024,22.33,f,A,5,UR4- DR6+ DL0+ UL1+ U4- R1+ D2+ L5- ALL0+ y2 U3+ R1- D2- L2- ALL4-,25,UR3- DL4+ U2- ul4+ y2 dr1- U4- DL2+ UR1+ /4-
GoshenSpring2025,22.33,1,A,1,UR5+ DR6+ DL3+ UL1- U2- R4+ D5+ L5+ ALL0+ y2 U3+ R1+ D1- L6+ ALL5+,29,DR5+ DL5+ U2- R4+ /1- y2 D1+ R1- L3- UL3- /4+
GoshenSpring2025,22.33,1,A,2,UR5- DR1+ DL4+ UL3- U4- R4+ D5+ L3- ALL2- y2 U4- R4- D0+ L3- ALL2+,20,DL2+ /1+ y2 ul1+ dl4- L3+ UR4+ /5+
GoshenSpring2025,22.33,1,A,3,UR1- DR5- DL1+ UL5+ U6+ R5- D3- L5- ALL4+ y2 U0+ R3+ D6+ L1- ALL1-,22,UR1+ DR2- DL3- UL1+ L1+ /5+ y2 ul1- dl1- D3- L1+ DR3-
GoshenSpring2025,22.33,1,A,4,UR4- DR5+ DL1+ UL4- U0+ R0+ D2- L2- ALL4+ y2 U3- R5- D2- L1- ALL2+,23,UR3+ DR4- UL5+ ALL2- y2 dl2+ dr1+ R1+ DL1+ DR1+ UR3+
GoshenSpring2025,22.33,1,A,5,UR1+ DR1+ DL5+ UL4+ U1+ R3- D2- L3+ ALL1- y2 U2+ R4+ D4- L4- ALL1-,22,UR1+ DL4- UL4+ U1+ ur1+ y2 ur1+ D2+ UL2+ DL2+ UR4-
HvidovreOpen2025,22.33,f,B,1,UR2- DR4- DL6+ UL6+ U4- R3+ D2- L4- ALL1- y2 U2- R2+ D1- L3- ALL3-,25,R3+ L4+ ul1+ /6- y2 ul2+ R2- UL2+ DL1+ /4+
HvidovreOpen2025,22.33,f,B,2,UR5- DR1+ DL4+ UL3- U5+ R3+ D2+ L5- ALL1+ y2 U4+ R1- D5+ L3- ALL1-,29,DR1+ DL4+ U3+ dr1+ y2 dl1- dr4- D1- UL3+ DR4- UR5+ \2-
HvidovreOpen2025,22.33,f,B,3,UR2+ DR1+ DL5+ UL5+ U5+ R4- D3- L5+ ALL6+ y2 U6+ R5- D4+ L2+ ALL5+,20,DL3- R1+ ul4+ y2 ul1- D1- UL1+ DL3- UR5+ /1-
HvidovreOpen2025,22.33,f,B,4,UR3- DR0+ DL1- UL1+ U5- R6+ D4+ L2- ALL4- y2 U1- R2- D1- L2- ALL2-,20,DR3- U5- L2+ \2- y2 dr1+ ur3+ L2+ DR1+ UR1+
HvidovreOpen2025,22.33,f,B,5,UR5- DR4+ DL1- UL2+ U1+ R4- D2- L1- ALL0+ y2 U4+ R3- D2- L1- ALL2+,22,UR2+ DR1- R4+ /1+ y2 ur2- U5- L1+ DR2+ UR1+ /3+
JapanChampionship2018,22.33,d,B,1,UR3+ DR1+ DL4+ UL4+ U3- R1+ D3+ L0+ ALL1- y2 U6+ R5+ D3+ L1- ALL3+ UL,28,UR5- DL4+ U1+ y2 ur1- D3- R3+ L1- UL2+ UR4+ /4+
JapanChampionship2018,22.33,d,B,2,UR1- DR2+ DL0+ UL5+ U5- R2- D5+ L6+ ALL4- y2 U5- R2- D4+ L4+ ALL3- UR DR DL UL,26,DR5+ UL1+ R4- dr5+ /1- y2 dr1+ U3+ DL4- UR2+
JapanChampionship2018,22.33,d,B,3,UR4- DR1- DL0+ UL1+ U1+ R5+ D3+ L2- ALL5- y2 U1+ R2- D6+ L1- ALL2- UR DR UL,20,DL1- UL2+ D1- dr3+ ul1- y2 D4+ L2+ UL1- DR2+ /3+
JapanChampionship2018,22.33,d,B,4,UR1- DR3+ DL3+ UL5- U4+ R1- D1- L1+ ALL6+ y2 U4+ R6+ D2- L0+ ALL4- UL,21,UR1+ DR2- DL3- UL1+ L3+ ul1+ ALL2+ y2 D2+ R2- UR4-
JapanChampionship2018,22.33,d,B,5,UR1+ DR3- DL1- UL4+ U4- R5- D4+ L1- ALL3- y2 U4- R1- D2+ L0+ ALL0+ UR,19,UL2- U1+ R5- ALL2+ y2 ur1+ R1- UL2+ DL2- UR2+ /1+
KenyaNationals2024,22.33,f,B,1,UR3+ DR4- DL2- UL0+ U4+ R6+ D6+ L5+ ALL4+ y2 U1+ R5+ D5- L2- ALL2-,29,UR5- UL2- L1- \2- y2 dl2- D5+ R5- U1- L2+ \4+
KenyaNationals2024,22.33,f,B,2,UR4- DR5- DL4- UL0+ U2+ R3- D3- L3+ ALL1- y2 U0+ R4+ D4- L3- ALL2+,18,UL1+ U1+ /1+ y2 ur3- D1+ R4- DL3+ /4+
KenyaNationals2024,22.33,f,B,3,UR2- DR4+ DL0+ UL4- U5- R1- D0+ L5- ALL0+ y2 U4+ R0+ D2+ L3+ ALL6+,20,UR1- DL3- D1- ul2- /4- y2 ul1+ U3- UL1- DL2- /2+
KenyaNationals2024,22.33,f,B,4,UR1- DR2+ DL2+ UL1+ U3+ R0+ D0+ L2- ALL6+ y2 U0+ R1- D3+ L3- ALL4+,22,UR1- UL1- U1- D4- dl4- y2 ur2- D3- R1+ L3+ /2-
KenyaNationals2024,22.33,f,B,5,UR4- DR0+ DL5+ UL3+ U1+ R6+ D3- L2+ ALL5+ y2 U2+ R0+ D5- L1- ALL0+,25,DR2- L2+ ul3- y2 dl3- dr3- D4+ U2- DL1+ /5-
LakeConstanceCubing2022,22.33,d,B,1,UR5- DR0+ DL2+ UL6+ U3- R5+ D3- L3+ ALL3+ y2 U1+ R5- D2- L0+ ALL3+ DL,21,DL1+ U2+ ur1+ y2 dl6+ dr5+ R3+ U1- DR2+
LakeConstanceCubing2022,22.33,d,B,2,UR4- DR2- DL3- UL0+ U1- R1+ D2- L5- ALL0+ y2 U0+ R0+ D1+ L2+ ALL1- UR DL,18,UR5+ DL4- D1- ur4+ y2 D1+ DL2- /1-
LakeConstanceCubing2022,22.33,d,B,3,UR4- DR6+ DL6+ UL2+ U2+ R1- D5- L5- ALL6+ y2 U3+ R4+ D1- L5+ ALL2- UR,28,DR1- DL3- D3- y2 ul1+ dl2- U3- L2+ DL5+ DR4- /4+
LakeConstanceCubing2022,22.33,d,B,4,UR5+ DR6+ DL1+ UL4- U4+ R5- D5+ L0+ ALL3+ y2 U6+ R3+ D3- L4- ALL1+ DR UL,26,UR5- R1- L3+ y2 ul1- D1- R3+ DL4+ UR6+ \2-
LakeConstanceCubing2022,22.33,d,B,5,UR4+ DR4- DL1+ UL3+ U4- R3+ D3+ L4+ ALL0+ y2 U6+ R6+ D2- L0+ ALL2+ UR UL,20,UR3- L4+ \1+ y2 ur1+ D2+ UR6+ \3+
MarikinaCityReMINX2023,22.33,c,A,1,UR6+ DR6+ DL0+ UL5+ U5+ R5+ D3- L4- ALL3+ y2 U1+ R6+ D3- L1+ ALL2- UR DL,26,UR4- DR1- DL1- D1- dl3+ /5+ y2 ul1+ D3+ R6+ UL1-
MarikinaCityReMINX2023,22.33,c,A,2,UR0+ DR0+ DL4- UL3- U6+ R0+ D3+ L2- ALL4+ y2 U2+ R1+ D1+ L2+ ALL3+ UR DR DL UL,19,UL3- D1+ ur4- dl1+ \1+ y2 dl6+ UL2- DR1-
MarikinaCityReMINX2023,22.33,c,A,3,UR1+ DR5+ DL4- UL4+ U1+ R4- D1- L3- ALL2- y2 U5- R1- D1+ L2- ALL5- UR DR DL UL,21,DR1- DL1+ UL2+ U4+ R1- ur1- \1- y2 U1+ UL2+ DR1- UR2+ \4-
MarikinaCityReMINX2023,22.33,c,A,4,UR3- DR5+ DL6+ UL0+ U6+ R1- D1- L1+ ALL3- y2 U3- R2+ D3- L3- ALL0+ DR DL,21,DR1- DL3+ U3- L2+ ul1+ y2 R2- U3+ DL3+ /3+
MarikinaCityReMINX2023,22.33,c,A,5,UR3- DR3+ DL5- UL5+ U1- R2- D2- L3+ ALL4- y2 U6+ R0+ D1- L2- ALL4- UR DR DL UL,25,UR2+ UL3- D4+ /3+ y2 ul2+ dl1+ D1+ U4+ UL2+ /3+
MaruCubeDay2023,22.33,c,A,1,UR2- DR4- DL1+ UL4- U3+ R4+ D0+ L4+ ALL3- y2 U0+ R1+ D3- L0+ ALL2- UR DR UL,19,UR2+ U1+ D3+ L1- /4- y2 ul1- D3+ R1- ALL3+
MaruCubeDay2023,22.33,c,A,2,UR4- DR1- DL6+ UL0+ U5- R3+ D6+ L3+ ALL3+ y2 U2- R5+ D2+ L1- ALL5- UR DL UL,20,UR1+ DR1+ U4- L3+ y2 R3- U1+ UL1+ DR2- /4+
MaruCubeDay2023,22.33,c,A,3,UR2- DR4- DL2+ UL1- U0+ R6+ D4+ L5- ALL1- y2 U4+ R6+ D3- L2- ALL1- UR DR,27,DL1+ UL3+ D3- y2 dl2- dr2+ ur4+ R3+ U4- L2+ DR3+
MaruCubeDay2023,22.33,c,A,4,UR1- DR0+ DL6+ UL0+ U1+ R4- D1- L2- ALL4- y2 U2- R4+ D3+ L5+ ALL3- UR DR DL,28,DL4- R5+ D1- ur6- \1- y2 R1- U2+ L5- DR3-
MaruCubeDay2023,22.33,c,A,5,UR4- DR3+ DL2+ UL3- U5- R5+ D3- L1+ ALL3- y2 U3+ R1- D3- L0+ ALL2+,20,DR4- D2+ /3- y2 ul3- U1- UL2- DL2+ DR1+ /2+
MexicanChampionship2025,22.33,f,A,1,UR1+ DR3- DL5- UL3+ U0+ R4+ D2- L2+ ALL2- y2 U0+ R5+ D5+ L1- ALL1+,22,UR1- U3- R1- D2- /3- y2 dl6+ L1+ DR5-
MexicanChampionship2025,22.33,f,A,2,UR6+ DR4+ DL4- UL2- U3+ R5+ D5+ L2- ALL4- y2 U5+ R3- D6+ L0+ ALL5-,30,DR3- DL2- U5+ L2- dl2+ /1+ y2 dr4- U2- DR6+ UR3-
MexicanChampionship2025,22.33,f,A,3,UR2- DR2+ DL6+ UL3+ U3- R3+ D2- L0+ ALL2- y2 U4- R4- D1+ L1+ ALL2+,23,DR3- DL1+ UL2+ D4- ur1- y2 dl1- dr2- DL1- UR4+ /4+
MexicanChampionship2025,22.33,f,A,4,UR5+ DR2+ DL3+ UL2+ U6+ R3+ D2+ L4+ ALL6+ y2 U2+ R2+ D0+ L2+ ALL1+,22,UR1+ DL5+ UL2- R1+ ul2+ \4- y2 R2- UL2- ALL3-
MexicanChampionship2025,22.33,f,A,5,UR0+ DR5+ DL5+ UL1+ U4- R2+ D4+ L4- ALL2- y2 U0+ R1+ D3- L4- ALL1-,22,UR3+ DL2- R2+ ALL2+ y2 ul4- dr3- DL4+ DR1- \1-
MonterreyBogotaVIII2024,22.33,1,B,1,UR6+ DR4- DL5- UL3+ U6+ R5- D5+ L6+ ALL3- y2 U3- R5+ D6+ L6+ ALL4-,25,DR3+ UL3- D1+ L1- dl3+ y2 L4+ UL3+ DL1- DR5- ALL1+
MonterreyBogotaVIII2024,22.33,1,B,2,UR3- DR5- DL4+ UL1+ U6+ R1+ D3+ L5- ALL4- y2 U1- R0+ D3+ L2+ ALL0+,22,UR4- DR1- D1- ALL4- y2 dl1- ur3+ UL1+ DL3- /4-
MonterreyBogotaVIII2024,22.33,1,B,3,UR4- DR5- DL2- UL1- U4- R2- D3- L2+ ALL4+ y2 U4+ R0+ D0+ L2+ ALL2-,21,DR1- UL3- D1- L4+ ul2- /4- \2- y2 U2- UL2-
MonterreyBogotaVIII2024,22.33,1,B,4,UR3- DR2- DL2- UL2+ U2- R5+ D4+ L5- ALL5- y2 U6+ R1+ D2+ L4+ ALL2-,23,U3+ L5+ y2 ul1+ dl2- ur1+ U3- UL3- DL1- DR1- ALL3-
MonterreyBogotaVIII2024,22.33,1,B,5,UR5+ DR3- DL3+ UL4- U2+ R1- D1+ L1+ ALL4+ y2 U2- R6+ D5- L0+ ALL5-,22,UR1- U2- D1- ur1- /3- y2 dl3+ dr4- D1+ DR4+ UR2+
MoorheadMadness2025,22.33,d,A,1,UR3- DR1- DL4+ UL5+ U3- R4+ D4- L0+ ALL2- y2 U1+ R1+ D3+ L1+ ALL1+,19,DL1+ UL1+ L1+ \3- y2 ul4+ dl5+ D2- DL1- UR1-
MoorheadMadness2025,22.33,d,A,2,UR0+ DR1- DL1+ UL6+ U4+ R5- D4+ L1- ALL3- y2 U0+ R3+ D5+ L5+ ALL6+,28,UR2- DR4- UL6- U2- ALL3- y2 ul1- dr2+ R3- DL5-
MoorheadMadness2025,22.33,d,A,3,UR4+ DR2- DL4- UL2- U6+ R3+ D0+ L3+ ALL0+ y2 U5+ R3+ D0+ L2+ ALL4+,24,UR4+ DR3+ DL3+ /1+ ALL5+ y2 ul1+ dr2+ UL2- UR3-
MoorheadMadness2025,22.33,d,A,4,UR5+ DR1- DL1- UL5+ U5+ R2- D1+ L4- ALL6+ y2 U4- R5- D2+ L1- ALL3+,19,UR3- DR1+ y2 ul1+ dr2- D2- U1- L1+ UR5+ ALL3+
MoorheadMadness2025,22.33,d,A,5,UR1+ DR1+ DL2+ UL6+ U0+ R4+ D2- L3+ ALL0+ y2 U2+ R3- D0+ L1+ ALL1-,24,DR1- UL5+ R5- L4- \2+ y2 R4+ UL1- UR1- ALL1-
PBQOxford2024,22.33,2,B,1,UR3+ DR3- DL5+ UL3+ U4- R3- D0+ L4- ALL5- y2 U2+ R2+ D2+ L5+ ALL2+,23,DR3+ DL2- UL2- D3- y2 dl1- L3- UL2- DR2- /5-
PBQOxford2024,22.33,2,B,2,UR1+ DR4- DL1+ UL6+ U2- R2+ D4+ L2+ ALL2- y2 U3- R1- D4+ L1+ ALL6+,23,UR1+ DL1- UL6- L2- y2 dr1+ R1+ UL3+ DL4- ALL4+
PBQOxford2024,22.33,2,B,3,UR1+ DR1- DL1+ UL1- U1+ R1+ D2- L1- ALL1- y2 U3- R5- D1- L5- ALL1+,19,UR1- D2+ L1+ /1- ALL1+ y2 R4+ U3+ L5+ DR1+
PBQOxford2024,22.33,2,B,4,UR3+ DR3+ DL6+ UL6+ U3+ R1- D6+ L1- ALL4+ y2 U3+ R1+ D1+ L2- ALL5+,25,DR4- DL1+ R1- /1- y2 ul5+ dr1- D1- R4+ UL2+ UR5-
PBQOxford2024,22.33,2,B,5,UR2+ DR2+ DL1- UL4- U1- R1+ D0+ L3+ ALL1+ y2 U3- R1+ D2+ L1- ALL3-,21,UR1- DR1- UL4+ R3- L2- y2 ur1- D1- U2+ UL1+ DR1- ALL4+
PalaisOpen2024,22.33,d,B,1,UR2+ DR5- DL2- UL5+ U2- R0+ D2+ L4- ALL4+ y2 U0+ R1- D1+ L0+ ALL1+,23,UR2- DR5+ UL3- L4+ ur1- ALL3- y2 dl2- R2+ DR1-
PalaisOpen2024,22.33,d,B,2,UR2+ DR2- DL4+ UL3- U6+ R5+ D0+ L1- ALL6+ y2 U1+ R3- D5- L0+ ALL1-,21,UR5- DL2- L2+ y2 R1- DR5+ UR1- /3+ \2+
PalaisOpen2024,22.33,d,B,3,UR0+ DR1+ DL2- UL3+ U6+ R3- D2- L1+ ALL6+ y2 U5+ R4- D6+ L1- ALL1-,31,DR4+ DL1- UL1- U4+ R2- ul2- y2 D3- L1+ DR3- UR5- \5+
PalaisOpen2024,22.33,d,B,4,UR1+ DR1+ DL2- UL0+ U1+ R4- D2- L4- ALL4+ y2 U0+ R0+ D0+ L4+ ALL1-,20,DL3+ U2- R2+ L3+ /1+ \1+ ALL3- y2 dl1+ L4-
PalaisOpen2024,22.33,d,B,5,UR0+ DR5- DL3+ UL6+ U4+ R5- D2+ L0+ ALL1+ y2 U1- R6+ D5+ L3+ ALL4-,23,DR2- DL2+ U2+ L1+ /3+ y2 D2+ L3- DR5+ UR1+ \2-
PocosCuposVII2024,22.33,f,A,1,UR1+ DR3+ DL0+ UL1+ U1+ R5- D6+ L2- ALL6+ y2 U4+ R5+ D0+ L3+ ALL0+,21,UR1- DR2+ DL1+ U2- \1+ y2 dr1+ R1- L3- UR4- \5-
PocosCuposVII2024,22.33,f,A,2,UR3- DR2+ DL2+ UL1- U4+ R2+ D4- L1+ ALL4+ y2 U1- R5- D5- L3+ ALL2+,23,R1- L2- ur3- dr3- /2+ y2 U4+ UL3- DR5+
PocosCuposVII2024,22.33,f,A,3,UR3- DR3- DL0+ UL2- U3- R6+ D6+ L4+ ALL2+ y2 U1- R3- D1+ L1- ALL5+,20,UL2- U2- D3- y2 dl1+ dr4+ D1- R3+ UL1+ \3+
PocosCuposVII2024,22.33,f,A,4,UR1- DR4- DL4+ UL1- U2- R2+ D1+ L2+ ALL3+ y2 U1+ R3+ D3+ L6+ ALL6+,29,DR3+ DL4- UL1- U5+ ul2+ ALL3+ y2 dl2+ R3- L2- UL1- DL3-
PocosCuposVII2024,22.33,f,A,5,UR5- DR2- DL5- UL2+ U0+ R2+ D3+ L3+ ALL4- y2 U6+ R2- D5- L0+ ALL2-,23,UR3+ DR2+ D2+ ur1- y2 ul2+ D5+ U4+ UR2+ /2+
SCMU2016,22.33,d,D,1,UR2+ DR0+ DL2+ UL1- U5- R1- D4+ L2+ ALL5- y2 U1+ R5- D4- L1+ ALL5- UR DL,24,DR1- DL5- UL2+ U2+ ur4+ y2 dl1- dr2- U1- DL1- DR5+
SCMU2016,22.33,d,D,2,UR2+ DR1- DL3+ UL1- U4+ R5- D1- L3- ALL4- y2 U1+ R2- D1- L3+ ALL0+ DR DL UL,21,UR3- DR1- U2- R4- L1+ ALL3+ y2 ul1- L1- UL1- DL1- DR2+ \1+
SCMU2016,22.33,d,D,3,UR5+ DR2+ DL5- UL4+ U5- R5- D2+ L3+ ALL0+ y2 U1+ R0+ D2- L0+ ALL1+ DL UL,19,UR1- DL1+ UL3- R1- ur2- dl5- \2- y2 D1+ UL1- DL1+ \1-
SCMU2016,22.33,d,D,4,UR5+ DR2+ DL2+ UL1- U0+ R5+ D6+ L1+ ALL5+ y2 U5- R3- D1+ L2- ALL2+ UR UL,22,DL2+ UL4- ur1+ y2 dl4- ur2- D1- UL2+ UR3+ /3-
SCMU2016,22.33,d,D,5,UR1+ DR4+ DL5- UL0+ U4- R0+ D4+ L4+ ALL2- y2 U4- R5+ D6+ L5+ ALL1+ UR DR UL,29,UR3+ DR4- DL1+ R4- ALL2+ y2 ul1- D1- L3+ UL4+ DR5- ALL1-
SainshandOpen2023,22.33,f,B,1,UR6+ DR2+ DL4+ UL1- U2- R2+ D2+ L4- ALL1- y2 U0+ R0+ D2+ L4+ ALL5+ UR UL,23,UR2- DR4+ U1- L1+ \4+ ALL2- y2 dl1+ ur2+ D2+ DL4-
SainshandOpen2023,22.33,f,B,2,UR6+ DR5- DL3- UL5- U3+ R0+ D4- L1+ ALL1- y2 U6+ R1- D3- L5- ALL3- DR,26,UR1- UL3- L2- /2+ y2 ul3+ dl1- ur5- D3+ UL5+ UR1+
SainshandOpen2023,22.33,f,B,3,UR3+ DR2- DL3- UL5+ U1- R2+ D5+ L3- ALL6+ y2 U5+ R4+ D2+ L1+ ALL1- UR DR,25,UL1+ U4+ R3- /2- y2 dr5+ D2- UL1- UR4- /3+
SainshandOpen2023,22.33,f,B,4,UR1- DR1+ DL3+ UL2- U5+ R0+ D5- L0+ ALL1+ y2 U1- R2+ D5- L4- ALL3+ DL UL,19,U2- D1+ L1- y2 ul3- dr2+ D2+ R2- UL1+ DL3+ \2+
SainshandOpen2023,22.33,f,B,5,UR0+ DR0+ DL1+ UL5- U3+ R0+ D1- L1+ ALL5+ y2 U0+ R6+ D4- L0+ ALL2+ UR,18,UL3+ U1- ur3- ALL3- y2 dl2+ R2+ DR4+
SalemCubikon2024,22.33,d,C,1,UR1+ DR1+ DL2- UL2- U1+ R3- D5- L1- ALL1+ y2 U4+ R0+ D5+ L0+ ALL1-,21,DR1+ DL5+ dl1+ /2+ y2 ul1+ D3+ DR4+ UR4-
SalemCubikon2024,22.33,d,C,2,UR4+ DR5- DL0+ UL0+ U3- R5+ D2- L1- ALL2+ y2 U4- R1- D6+ L5- ALL5+,23,UR1- DR5- R2+ L1+ ALL3+ y2 dl1+ D4+ UL3+ DL2+ UR1+
SalemCubikon2024,22.33,d,C,3,UR1+ DR5- DL0+ UL3+ U5+ R1+ D3- L5- ALL1+ y2 U4- R5- D2- L0+ ALL3+,22,DR3+ DL2+ U3+ D3+ dl1+ ALL2+ y2 ur2+ U1+ DR2+ UR3+
SalemCubikon2024,22.33,d,C,4,UR1+ DR5- DL3+ UL4+ U3- R5+ D1+ L0+ ALL1+ y2 U2- R2- D4+ L1- ALL1+,25,DR1+ UL2- R2- L5- dl1+ y2 ul3- L5+ DL4- UR2+
