competition_id,mean,round_type_id,group_id,scramble_num,scramble,optimal_simtickcount,simtickcount_solution
KharkivSpecial2016,16.0,d,B,3,UR3+ DR6+ DL2+ UL1- U0+ R2- D5- L1+ ALL2+ y2 U2- R5- D0+ L2+ ALL5+ DL UL,17,"UR(-2,2) DR(-3,-3) DL(0,1) R(-2,-3) L(-2,2) ul(3,-2) ALL(0,3)"
KharkivSpecial2016,16.0,d,B,4,UR3- DR6+ DL4- UL2+ U2- R4- D3- L1- ALL6+ y2 U3+ R3+ D2+ L2- ALL0+ DR DL UL,16,"UR(0,-1) DR(1,-1) UL(3,-4) U(0,2) L(0,-2) ul(2,3) /(-3,-3)"
KharkivSpecial2016,16.0,d,B,5,UR3+ DR2- DL2- UL3- U2- R1+ D6+ L5+ ALL2- y2 U4- R3- D3- L0+ ALL2+,16,"DR(-2,0) UL(2,-2) U(0,-1) L(-2,3) ur(-2,-3) dl(2,-2) ul(0,-1) /(-2,-2)"
MinnesotaCubeDays2020,16.0,d,B,1,UR1- DR4+ DL3- UL4- U4+ R0+ D2- L4- ALL5+ y2 U2+ R3+ D2+ L1- ALL6+ DL,13,"DR(-3,-3) U(1,0) D(4,1) L(-1,-1) dl(0,2) ul(1,1) \(-1,0)"
MinnesotaCubeDays2020,16.0,d,B,2,UR2+ DR0+ DL5- UL4- U2+ R5- D4- L1- ALL1+ y2 U5+ R0+ D2+ L5+ ALL5+ UR DR DL UL,19,"DR(3,3) DL(-2,2) D(-4,2) ur(2,3) dr(0,2) \(3,5)"
MinnesotaCubeDays2020,16.0,d,B,3,UR2+ DR0+ DL0+ UL1- U1- R2- D2+ L3+ ALL2- y2 U2- R4- D1+ L0+ ALL4- UR UL,13,"DR(-2,-2) R(2,-3) L(-2,0) dl(1,1) ul(-1,-2) \(1,-1) ALL(0,-2)"
MinnesotaCubeDays2020,16.0,d,B,4,UR2+ DR6+ DL2- UL2- U3+ R4+ D4+ L3+ ALL5+ y2 U3- R1- D2+ L0+ ALL2+ DL UL,16,"UR(-2,-2) DR(2,-2) UL(1,-4) U(-2,2) D(2,-2) ul(0,-1) ALL(0,-3)"
MinnesotaCubeDays2020,16.0,d,B,5,UR6+ DR2- DL0+ UL4+ U3- R4- D4+ L1- ALL1+ y2 U3+ R4- D2+ L6+ ALL1- DL,19,"DL(-2,0) U(5,3) L(-1,0) ur(-3,-5) dr(-1,-1) ul(-4,-4) /(1,1)"
AutotaloAnimeAdventureIII2024,16.2,d,B,1,UR4+ DR4+ DL2- UL4+ U3+ R6+ D4- L1+ ALL1+ y2 U1- R0+ D1+ L0+ ALL4-,16,"DL(2,2) U(1,1) R(-2,0) L(-5,1) ur(-1,-1) /(0,1) \(0,4)"
AutotaloAnimeAdventureIII2024,16.2,d,B,2,UR1- DR4+ DL4- UL2+ U6+ R1- D1+ L1+ ALL3- y2 U2+ R2+ D2- L1+ ALL0+,15,"DR(-2,2) UL(1,1) U(4,-4) D(1,1) ur(0,1) dl(2,2) /(1,-2) ALL(0,2)"
AutotaloAnimeAdventureIII2024,16.2,d,B,3,UR0+ DR0+ DL5- UL1+ U1- R2- D5- L3- ALL1+ y2 U0+ R0+ D6+ L5+ ALL3+,18,"UR(0,1) DR(2,2) DL(-4,-2) L(-1,-1) dr(3,6) \(2,-4)"
AutotaloAnimeAdventureIII2024,16.2,d,B,4,UR2+ DR1- DL1+ UL3+ U2- R1- D1+ L1+ ALL0+ y2 U1+ R5+ D1- L6+ ALL0+,16,"DL(-1,2) UL(-3,-2) R(0,4) L(-1,-5) dr(1,-1) ul(0,1)"
AutotaloAnimeAdventureIII2024,16.2,d,B,5,UR5- DR3- DL6+ UL6+ U0+ R3+ D2- L1- ALL5- y2 U0+ R4+ D3+ L0+ ALL3+,16,"UR(-1,1) DR(-2,-1) DL(1,-1) R(-4,1) dl(-2,3) \(-3,-5)"
BadenSideEvents2023,16.2,2,A,1,UR4+ DR4+ DL5+ UL5- U0+ R5+ D2+ L1+ ALL5- y2 U1- R0+ D4- L0+ ALL2+ DL,16,"DR(-1,-1) UL(1,-1) D(2,-2) L(-2,3) dr(-3,-3) dl(0,-1) ul(0,1) \(4,1)"
BadenSideEvents2023,16.2,2,A,2,UR1+ DR6+ DL5+ UL5- U6+ R6+ D0+ L1+ ALL2+ y2 U1+ R3- D3- L2+ ALL6+ UL,14,"UR(-1,-1) UL(-1,0) D(1,-1) ur(1,2) dl(0,-3) \(2,6)"
BadenSideEvents2023,16.2,2,A,3,UR5+ DR3- DL2- UL4+ U5- R2- D5- L1- ALL4- y2 U0+ R3+ D5- L1+ ALL0+ UR DR UL,18,"UL(-1,0) U(-3,1) D(-2,2) ur(1,-2) dr(3,3) dl(3,3) ALL(0,4)"
BadenSideEvents2023,16.2,2,A,4,UR2- DR2- DL6+ UL1- U4+ R1+ D1- L5- ALL4+ y2 U4- R0+ D3+ L0+ ALL1- DR,17,"DL(1,1) UL(-1,0) R(3,-3) D(-4,-4) dl(-1,3) /(-2,-2) ALL(0,3)"
BadenSideEvents2023,16.2,2,A,5,UR5+ DR4+ DL4+ UL2+ U3- R2- D2+ L3- ALL4- y2 U1- R2+ D1+ L0+ ALL5+ UR UL,16,"DR(2,-2) UL(-4,-4) R(3,2) L(1,0) ur(0,-1) dr(1,1) \(4,-1)"
BangkokBigTimeinFarm2023,16.2,2,B,1,UR4+ DR2- DL5- UL4+ U3- R4- D4- L5+ ALL4- y2 U1+ R3- D1- L0+ ALL1- UL,18,"UR(-3,4) DR(2,2) DL(-2,1) UL(-2,0) R(3,-2) D(-1,1) dl(0,-1) ALL(0,3)"
BangkokBigTimeinFarm2023,16.2,2,B,2,UR6+ DR5+ DL4+ UL5+ U1+ R1+ D3+ L2+ ALL6+ y2 U3- R1- D1+ L5- ALL4- UR DL UL,14,"U(0,1) R(0,-1) L(1,-2) ur(-1,-3) dl(-2,0) /(5,5)"
BangkokBigTimeinFarm2023,16.2,2,B,3,UR6+ DR2- DL6+ UL6+ U0+ R4- D6+ L4+ ALL4- y2 U4+ R1+ D0+ L0+ ALL3+ DR DL,15,"DR(0,-2) D(2,1) L(-4,-2) ur(-2,2) ul(1,1) /(-3,-4)"
BangkokBigTimeinFarm2023,16.2,2,B,4,UR6+ DR0+ DL6+ UL5- U1- R5- D6+ L5- ALL4- y2 U4+ R3- D3- L1+ ALL1- DR DL UL,17,"DR(-1,0) UL(2,2) U(-2,0) D(1,1) L(2,-2) ur(3,3) dl(-3,-3) \(0,-3)"
BangkokBigTimeinFarm2023,16.2,2,B,5,UR5- DR0+ DL2+ UL2+ U5+ R5+ D5- L5- ALL3+ y2 U4+ R4- D2- L1+ ALL2-,17,"DL(1,-1) U(-2,1) D(2,4) ur(0,1) dl(-3,-3) ul(-1,-1) /(1,0) ALL(0,-4)"
BrownFallSeongnam2024,16.2,d,F,1,UR1+ DR2+ DL2+ UL3- U1+ R1- D4- L3+ ALL2- y2 U3+ R3- D3- L0+ ALL2-,12,"DR(-2,-3) U(1,-1) R(0,-1) D(2,2) L(-2,-1) ur(0,1) dl(2,-2)"
BrownFallSeongnam2024,16.2,d,F,2,UR2+ DR3+ DL1- UL2- U4+ R3+ D6+ L3+ ALL6+ y2 U4- R1+ D6+ L2- ALL5+,19,"DR(4,-4) UL(0,-3) U(-4,3) ur(2,-2) dl(0,3) ul(-2,-2) ALL(0,-1)"
BrownFallSeongnam2024,16.2,d,F,3,UR0+ DR1+ DL3- UL0+ U3- R4+ D3+ L0+ ALL1- y2 U5- R3- D1- L5+ ALL0+,18,"UR(3,-4) R(4,-3) D(-1,-1) L(3,-2) ur(2,-4) dr(0,-1) /(0,-1)"
BrownFallSeongnam2024,16.2,d,F,4,UR3- DR5+ DL2+ UL3- U2+ R4- D6+ L0+ ALL5+ y2 U1- R1- D2+ L4- ALL5+,14,"UR(2,1) DL(-1,-1) UL(4,4) U(-2,2) L(-2,-4) ul(1,-1)"
BrownFallSeongnam2024,16.2,d,F,5,UR5+ DR3+ DL0+ UL2+ U5- R2- D4- L5- ALL3- y2 U2- R6+ D3+ L5- ALL5+,18,"UR(-2,2) DL(1,1) UL(0,1) R(-4,3) L(2,-3) ur(0,-2) dl(-2,3) /(2,2)"
ClockMastersBogota2024,16.2,1,B,1,UR5+ DR5+ DL1+ UL3+ U2+ R3+ D5+ L5+ ALL0+ y2 U2- R1+ D2- L2- ALL3-,14,"DL(1,3) UL(2,0) R(-1,3) dr(2,-2) ul(2,-2) /(1,2)"
ClockMastersBogota2024,16.2,1,B,2,UR2- DR1+ DL5+ UL1+ U4+ R4+ D4- L0+ ALL5+ y2 U1- R3+ D5- L2- ALL6+,18,"UR(-1,-1) DL(-1,0) UL(-2,2) R(-2,-4) D(-1,-1) L(-3,-2) dl(-3,-5) /(-1,0)"
ClockMastersBogota2024,16.2,1,B,3,UR4- DR0+ DL2+ UL0+ U4+ R5+ D5- L5- ALL1+ y2 U1- R4- D1+ L1- ALL1-,16,"UR(0,3) DL(3,5) U(0,1) R(-1,-4) ur(0,-1) /(0,2)"
ClockMastersBogota2024,16.2,1,B,4,UR1- DR0+ DL3- UL2- U1+ R2+ D3+ L1- ALL1- y2 U1- R2+ D2- L2+ ALL2+,14,"UL(2,0) U(0,-2) R(-1,2) L(4,3) ur(-1,-1) \(-2,0) ALL(0,1)"
ClockMastersBogota2024,16.2,1,B,5,UR0+ DR1- DL3- UL3- U4+ R2- D1+ L1+ ALL2- y2 U2+ R5+ D0+ L5+ ALL5+,19,"UR(-1,-1) DR(1,-1) DL(2,-1) R(3,3) L(3,5) ul(0,2) ALL(-3,-2)"
FountainCity2023,16.2,1,B,1,UR6+ DR3+ DL1- UL3- U1+ R5- D3- L6+ ALL3+ y2 U4+ R2+ D1- L2- ALL5+ DR DL,18,"UR(-4,0) DL(-1,2) D(2,4) L(-1,1) dr(-3,-3) dl(0,2) ALL(0,2)"
FountainCity2023,16.2,1,B,2,UR6+ DR2+ DL1- UL3- U2- R4+ D2- L5- ALL5- y2 U1+ R5+ D3+ L3- ALL6+ DR DL,14,"UR(-1,-1) DR(1,-1) L(-3,-2) ur(2,-1) dl(3,3) ul(3,2) \(1,0)"
FountainCity2023,16.2,1,B,3,UR3+ DR4+ DL1- UL5- U1+ R2+ D3+ L5- ALL3- y2 U2- R1+ D1+ L3- ALL0+ UR DR,15,"DR(3,0) DL(1,1) UL(1,-1) D(2,-2) L(-3,-3) dl(1,1) /(-4,1)"
FountainCity2023,16.2,1,B,4,UR0+ DR3- DL1+ UL5- U1+ R5- D4- L6+ ALL3+ y2 U2+ R2- D5- L0+ ALL3- DR DL,18,"DR(-2,0) DL(-2,1) U(4,-5) R(-2,-2) D(-2,2) /(-2,-1) \(0,-3)"
FountainCity2023,16.2,1,B,5,UR6+ DR1+ DL4- UL3+ U1+ R5+ D3+ L4- ALL2+ y2 U0+ R3- D4- L2- ALL6+ UR,16,"UL(2,-3) L(3,-1) dr(2,-1) dl(1,-3) /(3,5)"
GladsaxeMidsommer2025,16.2,f,B,1,UR2+ DR1+ DL2+ UL0+ U4+ R4- D6+ L0+ ALL1+ y2 U4+ R4+ D6+ L2+ ALL0+,17,"UR(-1,1) DR(2,2) UL(-2,2) U(-3,4) D(1,0) dr(0,2) ul(3,4) /(0,1)"
GladsaxeMidsommer2025,16.2,f,B,2,UR2- DR6+ DL5- UL4- U0+ R3+ D5+ L4- ALL3+ y2 U4+ R1+ D3+ L1- ALL5+,18,"UR(3,-4) DR(2,-1) DL(1,1) U(3,3) D(3,3) L(0,-1) ul(-2,1) \(0,-2)"
GladsaxeMidsommer2025,16.2,f,B,3,UR3+ DR2+ DL0+ UL2+ U6+ R4- D1- L1- ALL4+ y2 U4- R1+ D2+ L5+ ALL1+,14,"UR(0,-1) DR(-1,1) U(1,1) L(-1,-3) ur(2,-4) dl(-1,1) /(1,0) ALL(0,-2)"
GladsaxeMidsommer2025,16.2,f,B,4,UR0+ DR5- DL3+ UL4- U2+ R6+ D3+ L2+ ALL3- y2 U1- R2+ D0+ L3- ALL4-,14,"DL(-1,-2) UL(2,-3) R(-1,2) D(0,-1) L(-2,-3) /(-2,2) ALL(0,-1)"
GladsaxeMidsommer2025,16.2,f,B,5,UR2- DR6+ DL3+ UL4- U5- R4+ D2- L4- ALL6+ y2 U2+ R4- D5- L2+ ALL3-,18,"DR(4,-2) DL(1,-1) U(-1,-1) L(4,0) ur(1,2) dl(2,-4) \(-1,-2)"
Juhannus2024,16.2,f,A,1,UR5+ DR6+ DL6+ UL2+ U3+ R2- D0+ L5+ ALL4+ y2 U5- R4- D2- L0+ ALL4-,16,"UR(3,-4) DL(0,-2) U(-1,-2) D(0,-1) L(-1,0) ul(-4,-4) /(-2,-2)"
Juhannus2024,16.2,f,A,2,UR5+ DR6+ DL1+ UL4- U0+ R2- D3+ L2- ALL0+ y2 U2- R2+ D1- L0+ ALL0+,17,"DR(2,-1) U(-1,-1) R(1,0) L(5,4) ur(0,-4) ul(-3,2) \(1,-1)"
Juhannus2024,16.2,f,A,3,UR4+ DR1+ DL2- UL2- U2+ R5- D2+ L6+ ALL3+ y2 U3- R0+ D3- L4- ALL4-,15,"DL(-1,1) UL(-1,2) U(-3,-2) ur(-3,-3) dr(-1,-1) \(0,-2) ALL(0,3)"
Juhannus2024,16.2,f,A,4,UR5+ DR2+ DL2- UL2- U5+ R6+ D2- L2- ALL0+ y2 U0+ R0+ D5+ L4+ ALL1-,18,"UR(-3,-3) DR(2,-2) UL(-5,-3) L(-1,-1) dr(-5,5) dl(1,0) \(1,0)"
Juhannus2024,16.2,f,A,5,UR3- DR4+ DL2+ UL2+ U2- R1- D2- L5- ALL2+ y2 U3- R2+ D1- L2- ALL4+,15,"UR(3,2) DR(-3,1) R(0,2) D(-1,-3) L(1,-1) dr(1,-1) ALL(2,0)"
KristiansundOpen2025,16.2,f,A,1,UR1- DR0+ DL3- UL2+ U5- R3- D4+ L5+ ALL4- y2 U0+ R1- D4- L2+ ALL5+,16,"UR(4,4) DL(-1,0) UL(-2,0) U(2,-3) L(-1,2) dl(0,-1) \(3,0)"
KristiansundOpen2025,16.2,f,A,2,UR2- DR1- DL5- UL2- U4+ R4+ D6+ L4+ ALL1- y2 U5- R2- D4+ L0+ ALL5+,19,"UR(-1,0) UL(3,6) U(-2,2) D(0,-1) dl(0,2) ul(-4,-4) /(-3,-3)"
KristiansundOpen2025,16.2,f,A,3,UR0+ DR2+ DL2- UL2+ U0+ R4+ D6+ L1+ ALL0+ y2 U4- R1+ D1+ L1- ALL2+,13,"DR(-3,2) UL(-1,0) U(-1,1) R(-3,1) D(-3,-3) ur(-1,-1) /(-1,-1)"
KristiansundOpen2025,16.2,f,A,4,UR4+ DR5- DL0+ UL1- U1- R2+ D2- L3+ ALL3- y2 U4- R4- D1+ L0+ ALL3-,16,"UR(-2,-2) R(1,-2) D(-5,-2) L(-2,-1) dr(-1,1) ul(-2,-2) \(2,-2)"
KristiansundOpen2025,16.2,f,A,5,UR3+ DR2- DL6+ UL1+ U4- R0+ D4- L4+ ALL1- y2 U1- R5+ D4- L2- ALL1+,17,"UR(0,1) DR(0,3) R(-1,-3) L(1,-1) ur(-1,-1) dl(0,-4) /(-2,2) ALL(0,2)"
LLSMeetingDays2018,16.2,1,A,1,UR0+ DR5- DL5- UL5+ U5- R5+ D5+ L1- ALL4+ y2 U0+ R2- D5+ L1+ ALL2- UR UL,19,"DL(2,3) U(0,3) R(0,-2) D(3,0) L(-1,-1) dr(-4,2) /(-3,-3)"
LLSMeetingDays2018,16.2,1,A,2,UR2- DR5- DL3+ UL6+ U2- R2+ D5+ L5+ ALL4- y2 U1+ R5- D2- L1+ ALL4+ UR DR DL UL,15,"DR(-3,1) UL(-2,1) R(-4,-3) ur(0,1) dl(-2,-2) /(3,1)"
LLSMeetingDays2018,16.2,1,A,3,UR4+ DR2- DL2- UL2+ U6+ R5- D4+ L0+ ALL4- y2 U1+ R1+ D2+ L2- ALL3+,14,"DR(3,1) U(0,1) D(-3,3) ur(-2,-2) dl(1,1) /(1,1) ALL(-3,0)"
LLSMeetingDays2018,16.2,1,A,4,UR1- DR4- DL5+ UL6+ U5+ R2- D6+ L6+ ALL5- y2 U2+ R3- D3- L1+ ALL2+ DR DL,20,"DR(-3,1) DL(-4,0) U(2,-2) R(-2,-2) D(0,1) L(-1,0) ur(0,1) dl(0,-1) /(4,0) \(0,1)"
LLSMeetingDays2018,16.2,1,A,5,UR5+ DR3+ DL2- UL0+ U6+ R3+ D4- L3- ALL4+ y2 U1- R2- D3- L2- ALL4+ UR UL,13,"UR(1,1) DL(3,-3) L(2,0) ur(0,-1) dr(-2,-1) dl(-2,-2) \(-2,2)"
LexMiniII2024,16.2,d,A,1,UR1+ DR3+ DL3+ UL5- U5+ R5+ D3+ L5+ ALL0+ y2 U3+ R0+ D4- L0+ ALL5+,17,"UR(2,0) DR(1,1) UL(-3,1) U(0,-4) D(2,3) \(3,3) ALL(-1,0)"
LexMiniII2024,16.2,d,A,2,UR1- DR2+ DL0+ UL4+ U4- R1- D4- L6+ ALL3+ y2 U2+ R2+ D1+ L1+ ALL2+,12,"UR(0,1) DR(0,2) U(1,1) R(0,2) D(2,2) L(2,1) /(2,-1)"
LexMiniII2024,16.2,d,A,3,UR5- DR4- DL6+ UL0+ U2- R4+ D5- L1- ALL3+ y2 U5- R2- D1- L4- ALL3-,19,"DR(3,3) UL(-5,-3) R(2,0) ur(2,-4) dl(0,-1) ul(-1,-1) /(3,3)"
LexMiniII2024,16.2,d,A,4,UR1+ DR3+ DL1+ UL2+ U1+ R3- D5- L4- ALL5+ y2 U1- R1- D6+ L0+ ALL3-,16,"UL(1,0) U(-5,6) R(-1,-1) D(1,-1) /(3,1) ALL(0,-4)"
LexMiniII2024,16.2,d,A,5,UR2- DR5+ DL4- UL1- U5+ R2- D1- L2+ ALL6+ y2 U1+ R2+ D3+ L5+ ALL1-,17,"UR(-1,-1) UL(-1,-3) L(4,3) ur(1,1) dr(1,1) dl(0,2) /(0,-2) \(0,-3)"
LuziceSummer2023,16.2,d,A,1,UR3+ DR4- DL3+ UL5- U1- R2+ D4- L1+ ALL3- y2 U6+ R0+ D5+ L0+ ALL2- UR UL,16,"UL(1,0) U(2,3) R(-1,0) D(5,-4) ur(2,-2) dr(-2,2) \(1,-2)"
LuziceSummer2023,16.2,d,A,2,UR1- DR1+ DL2+ UL1- U4+ R1+ D4- L2- ALL2+ y2 U5+ R3- D3- L5- ALL3+ DR UL,16,"UR(-1,0) U(-1,1) D(1,5) L(1,-4) dr(-1,-1) dl(-1,-3) /(0,-1)"
LuziceSummer2023,16.2,d,A,3,UR3+ DR4+ DL3+ UL6+ U4+ R3- D4- L4+ ALL5- y2 U3- R4- D1- L6+ ALL5+,16,"DR(-3,2) UL(-1,-1) R(-1,-2) L(0,-4) ur(2,-2) dl(1,-1) ul(0,-1) /(2,0)"
LuziceSummer2023,16.2,d,A,4,UR3+ DR2+ DL5- UL4+ U4- R4- D2+ L0+ ALL0+ y2 U0+ R5+ D3- L3+ ALL5- UR DR,16,"UR(-1,0) DL(1,1) U(-2,2) L(0,1) dr(0,2) dl(0,5) /(4,1)"
LuziceSummer2023,16.2,d,A,5,UR1- DR2+ DL4+ UL4- U5+ R3- D2+ L1- ALL3+ y2 U3+ R2- D5+ L6+ ALL2+ UL,17,"DR(2,-3) DL(0,-1) D(2,3) L(1,-1) dr(0,-5) dl(-2,-2) \(2,-1)"
MaruCubeDay2023,16.2,c,A,1,UR2- DR4- DL1+ UL4- U3+ R4+ D0+ L4+ ALL3- y2 U0+ R1+ D3- L0+ ALL2- UR DR UL,12,"UR(0,1) DR(3,-3) U(3,-3) R(-1,1) L(-1,0) dl(-2,0) /(-1,0)"
MaruCubeDay2023,16.2,c,A,2,UR4- DR1- DL6+ UL0+ U5- R3+ D6+ L3+ ALL3+ y2 U2- R5+ D2+ L1- ALL5- UR DL UL,17,"DR(0,1) DL(1,-1) U(-3,0) R(2,3) D(0,-2) L(2,-1) dl(0,2) /(-1,-3)"
MaruCubeDay2023,16.2,c,A,3,UR2- DR4- DL2+ UL1- U0+ R6+ D4+ L5- ALL1- y2 U4+ R6+ D3- L2- ALL1- UR DR,17,"UL(4,3) U(-1,1) D(-2,-4) dr(-1,-2) dl(-2,-2) ul(3,-4)"
MaruCubeDay2023,16.2,c,A,4,UR1- DR0+ DL6+ UL0+ U1+ R4- D1- L2- ALL4- y2 U2- R4+ D3+ L5+ ALL3- UR DR DL,21,"R(5,1) D(-5,-2) L(-4,5) ur(-2,0) dl(0,3) \(-1,0)"
MaruCubeDay2023,16.2,c,A,5,UR4- DR3+ DL2+ UL3- U5- R5+ D3- L1+ ALL3- y2 U3+ R1- D3- L0+ ALL2+,14,"DR(-2,1) R(-2,-1) ur(3,3) dr(-2,-3) /(-2,-1) ALL(0,2)"
MonterreyBogotaIII2023,16.2,d,B,1,UR2- DR2+ DL6+ UL5+ U1- R2+ D3+ L1+ ALL1- y2 U0+ R0+ D5+ L4+ ALL0+ UR DR UL,15,"UR(-2,-2) UL(0,3) U(0,1) D(1,0) dr(2,4) \(-4,3)"
MonterreyBogotaIII2023,16.2,d,B,2,UR1+ DR4- DL1- UL1+ U5+ R5+ D3+ L1- ALL1- y2 U3- R3- D2- L3- ALL0+ UR DL UL,17,"UR(-3,0) DR(1,-1) DL(1,-2) U(-4,-2) L(0,-3) ul(-2,-3) /(-1,0)"
MonterreyBogotaIII2023,16.2,d,B,3,UR5+ DR2+ DL5- UL2- U1- R3- D3+ L5- ALL3- y2 U2- R2+ D2+ L3+ ALL3- DL UL,13,"UR(-4,-3) UL(2,2) D(0,-2) L(-2,3) dl(1,2)"
MonterreyBogotaIII2023,16.2,d,B,4,UR2- DR3+ DL3- UL2+ U3+ R6+ D1- L2+ ALL4- y2 U0+ R3- D4+ L4+ ALL5- UR DR DL UL,18,"UR(0,-1) DR(1,-1) U(-3,3) R(4,-3) L(-1,3) dr(0,1) ul(2,0) /(3,-2)"
MonterreyBogotaIII2023,16.2,d,B,5,UR3- DR6+ DL4+ UL2+ U3+ R5- D4+ L4- ALL2- y2 U5- R5+ D1+ L4- ALL5+ UL,18,"DR(-2,-2) UL(-2,2) R(4,4) D(0,-1) ur(2,-4) dl(2,1) \(3,2)"
ParlaOpen2025,16.2,e,B,1,UR2+ DR5- DL2+ UL2+ U2- R2+ D6+ L2- ALL4+ y2 U0+ R5+ D3+ L2- ALL0+,17,"DR(-1,0) DL(-2,0) U(-2,3) R(2,3) ur(0,-2) ul(2,2) /(4,0)"
ParlaOpen2025,16.2,e,B,2,UR4+ DR2+ DL1- UL2- U6+ R3- D5+ L1- ALL4- y2 U0+ R5+ D6+ L4+ ALL5+,21,"DR(-3,0) DL(-3,0) UL(4,-2) L(3,3) dr(0,1) dl(3,5) /(2,1)"
ParlaOpen2025,16.2,e,B,3,UR1- DR4+ DL0+ UL6+ U6+ R5- D4- L4+ ALL5- y2 U3- R3- D0+ L0+ ALL3+,11,"UR(2,-1) U(-1,0) L(2,0) ul(1,-3) /(3,1)"
ParlaOpen2025,16.2,e,B,4,UR1+ DR5- DL5- UL5+ U5+ R6+ D1+ L2- ALL4- y2 U4- R2- D3- L4- ALL5-,16,"UR(1,-2) DR(-3,2) L(2,1) ur(-3,-2) dr(0,-3) ul(0,-2) /(1,0)"
ParlaOpen2025,16.2,e,B,5,UR5+ DR4+ DL2- UL3- U3- R2+ D0+ L5- ALL2- y2 U4- R1+ D5- L5- ALL4-,16,"U(1,-2) R(1,1) D(-2,0) L(-2,2) ur(-3,-4) dr(-4,-3) /(1,1)"
QuadCitiesSaturday2025,16.2,1,B,1,UR2+ DR4- DL4- UL3+ U2- R1- D5- L4+ ALL1+ y2 U2- R1- D1- L5- ALL1+,15,"DR(1,0) UL(-3,-2) R(2,-1) L(0,-2) ur(-4,-2) dr(0,-1) ul(-2,0)"
QuadCitiesSaturday2025,16.2,1,B,2,UR5- DR2- DL3- UL1- U4- R6+ D6+ L0+ ALL4- y2 U2- R3- D2- L2+ ALL0+,16,"UR(1,-1) DL(2,0) U(-3,0) D(-3,-1) L(2,2) dl(-2,-2) ul(0,-1) /(-2,-2)"
QuadCitiesSaturday2025,16.2,1,B,3,UR3+ DR3- DL5+ UL5- U4+ R2+ D5+ L5+ ALL2- y2 U6+ R0+ D2+ L0+ ALL4+,20,"DR(-2,1) DL(-3,-1) UL(-2,2) D(-2,-4) dl(0,2) ul(3,-2) \(4,2)"
QuadCitiesSaturday2025,16.2,1,B,4,UR1- DR5+ DL2- UL1- U2- R1- D0+ L1+ ALL2- y2 U1+ R0+ D4+ L2+ ALL1-,13,"DR(-3,0) UL(2,1) U(2,3) ur(-1,2) dl(1,1) ul(1,-1) ALL(1,0)"
QuadCitiesSaturday2025,16.2,1,B,5,UR6+ DR5- DL1+ UL6+ U2+ R1- D5+ L2+ ALL0+ y2 U3+ R0+ D2- L4+ ALL5+,17,"UR(0,1) UL(3,-2) U(-5,-2) D(-1,-1) ur(2,4) /(-3,-2)"
SAJAguasdaPrata2023,16.2,1,B,1,UR0+ DR5+ DL1- UL2+ U1- R4+ D6+ L4+ ALL1- y2 U0+ R2- D2+ L0+ ALL1+ DL UL,16,"DR(3,3) DL(-1,0) UL(-1,0) R(0,-2) L(-3,-2) ur(-2,0) dr(0,2) /(-2,0)"
SAJAguasdaPrata2023,16.2,1,B,2,UR1- DR5- DL1+ UL1+ U0+ R2- D5+ L1- ALL4- y2 U2+ R5+ D1- L3- ALL5- DL,16,"UR(0,2) DR(-1,1) UL(0,3) R(-3,3) L(-1,-2) dr(0,-1) ul(0,2) \(-1,2)"
SAJAguasdaPrata2023,16.2,1,B,3,UR1- DR1- DL3+ UL2- U1+ R5+ D1- L1- ALL1- y2 U2+ R2- D5- L1+ ALL3- DR UL,13,"DR(-1,-1) UL(0,-1) U(2,-2) R(-2,0) ur(0,1) dl(0,-3) ul(-1,1) ALL(0,-2)"
SAJAguasdaPrata2023,16.2,1,B,4,UR5+ DR6+ DL1+ UL6+ U1- R2- D2+ L3- ALL3+ y2 U2- R4- D3- L4+ ALL2- UR DL,18,"UR(1,0) DR(2,-2) U(1,1) D(1,-2) L(-4,4) dl(-3,-4) \(-3,-4)"
SAJAguasdaPrata2023,16.2,1,B,5,UR3+ DR3- DL3- UL3- U3- R3- D4+ L5- ALL3- y2 U2+ R0+ D3+ L4- ALL6+ UR DR UL,18,"UR(3,3) U(0,3) D(2,2) L(-1,-4) /(-3,3) \(3,0)"
SanMarcosOpen2023,16.2,d,B,1,UR1+ DR2+ DL3- UL4- U4+ R5+ D4+ L5+ ALL5+ y2 U0+ R4- D1+ L0+ ALL5- DR DL,13,"UR(-2,-2) DR(-3,-2) UL(1,0) U(0,1) R(-3,-4) L(1,0) /(-1,-1)"
SanMarcosOpen2023,16.2,d,B,2,UR0+ DR1+ DL4+ UL5+ U5+ R0+ D3+ L5- ALL5- y2 U1+ R1+ D3- L2- ALL3- UR UL,16,"UR(-1,-3) DL(4,0) UL(4,0) U(-1,-1) dr(-1,-2) ul(0,1) /(-1,-1)"
SanMarcosOpen2023,16.2,d,B,3,UR1+ DR5+ DL4+ UL2+ U2- R1- D3- L4- ALL1+ y2 U2+ R2- D3- L5- ALL2- DR UL,18,"UR(-1,-1) DR(-2,-1) DL(-2,-3) R(-2,-2) D(-2,2) L(0,-2) dr(3,-3) \(3,0)"
SanMarcosOpen2023,16.2,d,B,4,UR0+ DR3- DL1- UL3+ U5- R5- D4- L1- ALL2+ y2 U2- R4+ D2- L5- ALL1+,18,"DR(-3,-2) DL(-1,0) U(2,1) R(-1,4) ur(0,-2) dr(2,-3) /(3,-2)"
