competition_id,Ao5,round_type_id,group_id,scramble_num,scramble,optimal_movecount,movecount_solution
CastleManiaNiepolomice2024,8.67,d,B,5,UR2- DR4- DL1- UL5+ U0+ R2+ D5- L2- ALL6+ y2 U2+ R5+ D3+ L6+ ALL4+,10,DL1+ UL3- R4+ D3- /2+ y2 ur2+ D1+ R5- UL2- DL4-
CastleManiaNiepolomice2024,8.67,d,C,1,UR3+ DR3- DL0+ UL3+ U4+ R4+ D3+ L1+ ALL5+ y2 U2- R3+ D4+ L5- ALL5+,8,UR4- UL6- L2+ y2 dr6+ ur3+ D4- UL5+ UR3-
CastleManiaNiepolomice2024,8.67,d,C,2,UR1- DR1- DL0+ UL2+ U5+ R5- D2+ L2- ALL1- y2 U4- R6+ D6+ L1+ ALL5+,8,UR6- DR1+ D2- dr2+ \6- y2 U5+ UL1- DR6+
CastleManiaNiepolomice2024,8.67,d,C,3,UR3- DR1+ DL4+ UL1- U2- R5- D3+ L0+ ALL4+ y2 U1+ R1+ D2+ L2- ALL6+,10,DR5- DL3- U6- ur1+ y2 dl2- dr3+ L4+ DL2- UR1- \2+
CastleManiaNiepolomice2024,8.67,d,C,4,UR3+ DR1+ DL2- UL3+ U0+ R3+ D5+ L0+ ALL0+ y2 U3+ R0+ D6+ L2+ ALL0+,9,UR6- DR1- DL1- D2- ur3- y2 dl3- D6+ L1+ UL3-
CastleManiaNiepolomice2024,8.67,d,C,5,UR6+ DR4- DL1- UL3+ U5- R0+ D5+ L3+ ALL2- y2 U0+ R3+ D4- L4- ALL5+,9,UR2- UL2- L3- ur2- \4+ y2 L3- DL5- DR3- \1-
CavemanCubingLohja2025,8.67,f,A,1,UR4- DR2+ DL0+ UL4- U3+ R0+ D2- L0+ ALL3- y2 U1+ R1- D0+ L0+ ALL1+,8,UR1+ UL4+ R1+ ul2+ y2 dr3+ R1+ U1- ALL4-
CavemanCubingLohja2025,8.67,f,A,2,UR3- DR1- DL0+ UL5- U4- R2+ D5+ L1+ ALL4+ y2 U2- R5- D0+ L2- ALL4-,8,DR4- R6- L4+ /5- y2 dr5+ R5+ UL2+ ALL1+
CavemanCubingLohja2025,8.67,f,A,3,UR4+ DR4+ DL1- UL5+ U6+ R1- D1- L3+ ALL1+ y2 U1+ R4+ D2+ L3- ALL3-,10,DL2- UL5- U2+ R5+ /4+ y2 ul3+ dr1- D2- UL3+ UR4-
CavemanCubingLohja2025,8.67,f,A,4,UR4- DR0+ DL3+ UL0+ U5- R1- D3- L2+ ALL4- y2 U5- R1- D3- L3+ ALL5+,8,U3- R5+ L5- \3+ y2 D3+ R1+ L4+ UL5+
CavemanCubingLohja2025,8.67,f,A,5,UR1- DR1- DL2+ UL3- U1- R3- D0+ L2- ALL5- y2 U2+ R5+ D3+ L5+ ALL3-,10,UR5+ DL1- L4+ /1- \2+ ALL5+ y2 L5- DR3- UR2- /2-
CebuSummerOpen2024,8.67,1,A,1,UR2- DR3+ DL3+ UL2- U3- R3+ D3+ L1+ ALL4+ y2 U2+ R1+ D0+ L1- ALL5-,9,UR1- DR3- DL6- U4- L4+ y2 R1+ L1+ UR2- /3+
CebuSummerOpen2024,8.67,1,A,2,UR4+ DR2+ DL6+ UL0+ U4- R3- D6+ L2+ ALL1- y2 U0+ R3- D3- L2- ALL3+,8,UR1- DR2- U1+ L4+ \3+ ALL5- y2 L2+ DR3+
CebuSummerOpen2024,8.67,1,A,3,UR1- DR5+ DL6+ UL3+ U2- R5- D4+ L4- ALL4- y2 U3+ R2- D1+ L2+ ALL1-,10,DR2+ DL5- R1- dr5+ /3- y2 dr1+ U4- DL2- DR1+ UR1+
CebuSummerOpen2024,8.67,1,A,4,UR0+ DR6+ DL4- UL6+ U6+ R4- D5+ L2- ALL3- y2 U1+ R1+ D6+ L4- ALL3+,8,DR5+ R5+ ur4- /5- ALL1+ y2 D2+ DL4+ UR1-
CebuSummerOpen2024,8.67,1,A,5,UR1+ DR2- DL4+ UL2+ U2- R4- D4+ L4+ ALL4+ y2 U5- R6+ D2- L2+ ALL4-,9,UR1- DR6- L2+ ul6- y2 U3+ DL2- DR4+ UR2+ ALL4-
CelebesOpen2018,8.67,c,A,1,UR1+ DR3- DL0+ UL3- U1+ R4- D5- L2+ ALL5- y2 U3+ R4+ D3+ L6+ ALL6+ DR DL,9,DL1+ U1+ R6- D5- \1+ y2 R1- L3- DL3- UR3-
CelebesOpen2018,8.67,c,A,2,UR5- DR5- DL5- UL5- U3- R0+ D0+ L0+ ALL1+ y2 U0+ R3- D4+ L0+ ALL4- UR DL UL,8,DR2- UL2- U3+ ur1- y2 dr5+ R5- DR4- \5-
CelebesOpen2018,8.67,c,A,3,UR3+ DR4+ DL5- UL5+ U2+ R4- D1+ L6+ ALL2- y2 U1+ R3+ D4+ L1+ ALL5- DR,9,UL6- U4- R3- \3+ y2 R6+ L5- DL4+ DR4+ UR1-
CelebesOpen2018,8.67,c,A,4,UR3- DR0+ DL3- UL0+ U3- R3- D2- L6+ ALL2- y2 U2- R4+ D0+ L0+ ALL0+ UR DL,8,UR6- D5+ L3- ALL2+ y2 ul3+ dr3- R4- U2+
CelebesOpen2018,8.67,c,A,5,UR4- DR4- DL2- UL3+ U4+ R3- D1+ L0+ ALL5- y2 U3- R2+ D1+ L1- ALL3- DR UL,9,DR5+ UL3- R6- L2+ y2 dr4+ U3+ DL1+ DR2- ALL2-
CentennialStateCubeOff2024,8.67,d,B,1,UR4- DR3+ DL1- UL1+ U4- R3- D1- L2- ALL4+ y2 U3- R1- D1- L1- ALL0+,8,UR5- DR3- DL2+ dr1+ y2 L2- UL3+ DR1+ ALL4+
CentennialStateCubeOff2024,8.67,d,B,2,UR6+ DR4+ DL3+ UL0+ U1- R6+ D4- L2+ ALL1+ y2 U3+ R5+ D5+ L2+ ALL5+,8,DR4- UL5- D1+ dr5- \4- y2 U1- UL2- DR5-
CentennialStateCubeOff2024,8.67,d,B,3,UR4- DR1+ DL4+ UL1+ U0+ R2- D0+ L5- ALL6+ y2 U4+ R3+ D3- L5+ ALL5+,9,DR5+ U3+ D2+ /1+ y2 ur6+ R5+ UL4- DL1- DR4+
CentennialStateCubeOff2024,8.67,d,B,4,UR0+ DR2- DL1- UL5+ U4+ R1- D2+ L2+ ALL1- y2 U6+ R4+ D1+ L3+ ALL6+,9,UR3+ DL6- D5- y2 dl3+ ur1+ UL2- DL1- UR4- /5-
CentennialStateCubeOff2024,8.67,d,B,5,UR2+ DR3- DL5- UL5+ U5+ R5- D1- L6+ ALL2- y2 U6+ R1- D5+ L2- ALL5+,9,UR6- UL6- D3- dl4- /5+ y2 ur4- L2+ DR5- UR6+
CenterShoppingJacarepagua2025,8.67,f,A,1,UR2- DR5- DL5- UL4- U1- R1+ D3+ L0+ ALL3- y2 U5+ R0+ D6+ L3+ ALL0+,10,UR2+ DR2+ DL5+ UL4+ U1+ R2+ y2 D3- U5- DL3- ALL3-
CenterShoppingJacarepagua2025,8.67,f,A,2,UR2- DR1+ DL6+ UL3+ U5- R5- D6+ L4+ ALL1- y2 U1+ R2+ D0+ L4- ALL5-,9,UR5- DR1- UL3- L2+ y2 R2- L5+ UL1- /6+ ALL2-
CenterShoppingJacarepagua2025,8.67,f,A,3,UR1- DR2+ DL0+ UL0+ U6+ R5- D1- L5+ ALL3- y2 U5- R2+ D1- L0+ ALL3-,9,DR1- UL5- R5+ dr2- y2 dl1+ U4- UL1- DL1+ UR2-
CenterShoppingJacarepagua2025,8.67,f,A,4,UR0+ DR5+ DL3+ UL4+ U0+ R5- D0+ L5+ ALL1+ y2 U3+ R3+ D2+ L5+ ALL5+,8,U4- D4+ ALL1- y2 ul3- L3- DL2- UR3- \5+
CenterShoppingJacarepagua2025,8.67,f,A,5,UR2+ DR2+ DL1+ UL0+ U2- R1+ D5- L2- ALL2- y2 U4- R4+ D4- L4+ ALL3-,8,DR2+ R5+ L1+ dl3- y2 R4- UL4+ DL4+ /1-
CharlotteWinter2025,8.67,1,C,1,UR2- DR1- DL5+ UL2+ U1- R2- D5- L5- ALL3+ y2 U4+ R1+ D5- L0+ ALL4-,9,DR1+ UL2- U3+ R4+ y2 dr2+ R6+ U4- DR5+ ALL5-
CharlotteWinter2025,8.67,1,C,2,UR3- DR2- DL0+ UL2+ U5+ R5- D2+ L5+ ALL1- y2 U3+ R2+ D2+ L2+ ALL0+,9,UR2- UL2- L5- dl5+ ALL1+ y2 dr2- R2- U3- DL2-
CharlotteWinter2025,8.67,1,C,3,UR1- DR5+ DL1- UL4- U4- R2- D3- L1- ALL3+ y2 U6+ R0+ D5- L6+ ALL1+,10,UL4+ U5+ R2- D1- L2+ y2 U6+ L1+ DL5+ /1+ ALL3+
CharlotteWinter2025,8.67,1,C,4,UR6+ DR4+ DL5- UL3- U6+ R1- D1+ L3+ ALL1+ y2 U5- R2+ D0+ L3+ ALL3-,8,UR3+ L5+ /4+ y2 ul5+ dl3+ R2+ UL3- UR4-
CharlotteWinter2025,8.67,1,C,5,UR2- DR6+ DL3+ UL5+ U4- R2- D3- L3- ALL4+ y2 U5+ R0+ D0+ L6+ ALL1+,8,DL6- UL1+ R2- dl6- \3- y2 L1- UL5- \6+
ChellesOpen2025,8.67,d,B,1,UR6+ DR6+ DL2- UL5- U1+ R0+ D2+ L1+ ALL5- y2 U1- R5- D4- L0+ ALL2+,8,DL6- U2- dl3- /6- ALL1+ y2 dr3+ DR4+ UR1+
ChellesOpen2025,8.67,d,B,2,UR4- DR3+ DL1+ UL3+ U4- R1- D2+ L4- ALL3- y2 U3+ R4+ D0+ L4+ ALL3-,8,UR5+ DR3- D3- ur1+ dr5- y2 L5- UL1+ UR4-
ChellesOpen2025,8.67,d,B,3,UR1- DR3+ DL4+ UL1- U1- R2- D3- L4- ALL6+ y2 U1+ R3- D4- L3- ALL5-,8,U3+ D4- L1+ /1- y2 ul4- R3+ UL1- DL4+
ChellesOpen2025,8.67,d,B,4,UR3- DR2- DL3- UL3+ U1- R2- D5- L3- ALL4+ y2 U6+ R5- D6+ L3+ ALL2+,10,DR5- DL3+ U1+ dr1+ y2 dr3- D3+ R5+ UL6+ DL3+ \2-
ChellesOpen2025,8.67,d,B,5,UR4- DR2+ DL2- UL2+ U4+ R0+ D1+ L6+ ALL2- y2 U1+ R1- D3+ L5- ALL1+,10,DL1- UL2- R2+ L3- \3- y2 ur2- D3- R1+ L6+ UL1-
ChillOutTrondheim2025,8.67,f,B,1,UR1- DR4- DL5+ UL2- U0+ R1+ D6+ L6+ ALL2+ y2 U0+ R5- D2- L5- ALL4+,9,DR4+ UL3+ D1+ dr1+ ALL2+ y2 dr1+ D3- L5+ DR5+
ChillOutTrondheim2025,8.67,f,B,2,UR0+ DR4+ DL6+ UL4+ U1- R0+ D6+ L3- ALL1- y2 U2- R2+ D6+ L1- ALL2-,8,DR4- U3- L5+ ALL1- y2 U2- L1+ DR6+ UR4+
ChillOutTrondheim2025,8.67,f,B,3,UR2+ DR2+ DL6+ UL4- U3+ R2+ D5- L2- ALL5+ y2 U0+ R4- D5+ L2+ ALL5+,9,DR3- U1- R3- /4- \2+ y2 L5- DL3+ DR4+ ALL2+
ChillOutTrondheim2025,8.67,f,B,4,UR2- DR1+ DL0+ UL2+ U4+ R1+ D1- L5- ALL3+ y2 U5- R3+ D2+ L2+ ALL0+,8,U4- L3+ dl2- y2 dl1+ R3- U5+ DL2- \3-
ChillOutTrondheim2025,8.67,f,B,5,UR3+ DR4+ DL6+ UL2+ U1+ R2+ D1+ L1- ALL6+ y2 U4+ R4- D4+ L2- ALL5+,11,DL1+ UL6- R3+ L2- ul4+ y2 ul2+ U2- UL2+ DR4- UR4- /1-
ChinaChampionship2019,8.67,f,A,1,UR6+ DR6+ DL5+ UL4+ U3- R3- D5- L4+ ALL2- y2 U6+ R2+ D2+ L2+ ALL2+ UR DR,10,DR3+ DL3+ UL5+ L3+ /3- ALL1+ y2 ul2+ L4+ UL6+ DR2-
ChinaChampionship2019,8.67,f,A,2,UR5- DR5+ DL4- UL3- U3- R0+ D3+ L3+ ALL3- y2 U5- R6+ D0+ L1- ALL5- DL,9,DL4+ U1- D4+ y2 dr6+ R2+ UL1+ UR4+ \5- ALL3-
ChinaChampionship2019,8.67,f,A,3,UR5- DR3- DL2+ UL5+ U3+ R4- D1+ L5- ALL1- y2 U2- R1- D0+ L0+ ALL5- UR DL,8,UL3- L1+ ul3- y2 ul2+ dr3- R1- UR2+ /4-
ChinaChampionship2019,8.67,f,A,4,UR4+ DR5- DL5+ UL4- U4- R1+ D1- L3- ALL5+ y2 U5- R1+ D5+ L5+ ALL1- UR DR DL UL,8,DL1+ UL4+ L3- y2 dr2+ R1- U5+ DL5- /6+
ChinaChampionship2019,8.67,f,A,5,UR2+ DR2+ DL3+ UL5+ U3- R3- D1+ L1+ ALL1+ y2 U2- R3+ D6+ L0+ ALL1+ DL,9,UR1- DL6- UL3- dl1+ y2 dl2- ur2- D3- U2+ DR3-
CincinnatiOpen2025,8.67,f,A,1,UR5+ DR0+ DL2- UL2+ U0+ R2+ D3+ L1+ ALL5+ y2 U4+ R1+ D3- L2- ALL1-,8,UR5+ DL1- dl4+ y2 dl6+ L2+ DR3+ UR4- /6+
CincinnatiOpen2025,8.67,f,A,2,UR2- DR6+ DL5+ UL2+ U2+ R1+ D3- L5- ALL3+ y2 U0+ R1+ D3- L6+ ALL5+,8,DL4+ UL2- R5- L4- \2- y2 D2- DL6+ DR1-
CincinnatiOpen2025,8.67,f,A,3,UR2- DR1- DL4+ UL4- U5- R4+ D3- L5- ALL5- y2 U5+ R0+ D2+ L5+ ALL6+,8,UR1- L5+ /1- \2+ y2 ul2- dl3+ D2- UL5-
CincinnatiOpen2025,8.67,f,A,4,UR4+ DR4- DL4- UL1+ U6+ R5- D0+ L4- ALL4- y2 U2- R4- D5+ L4- ALL6+,10,DL4- UL1- U2+ R5+ ul4- y2 D3+ U2- UL4+ DR4+ ALL2+
CincinnatiOpen2025,8.67,f,A,5,UR6+ DR5- DL5+ UL1- U5+ R1+ D1+ L6+ ALL3- y2 U1- R2- D4- L2- ALL1-,10,DR1- UL2+ R1- ur3- y2 dl3+ U1+ DL2+ DR2+ /6+ \4-
ClassicCityShhhhh2017,8.67,f,B,1,UR5- DR5+ DL3- UL0+ U5- R6+ D1+ L3+ ALL4- y2 U3+ R3- D2+ L2+ ALL5- DR DL UL,9,UR2- DR4- D1+ dl4- ALL1- y2 R6+ UL3- DL1+ DR3-
ClassicCityShhhhh2017,8.67,f,B,2,UR4- DR5+ DL3- UL5+ U5- R1- D1+ L2- ALL2+ y2 U2- R3+ D0+ L0+ ALL4- DR DL,8,UR4+ R4- D3- /5+ y2 ul3+ R3- U2+ ALL1+
ClassicCityShhhhh2017,8.67,f,B,3,UR1- DR2- DL4- UL3+ U4- R3- D0+ L1- ALL0+ y2 U0+ R5+ D1+ L2+ ALL0+,8,DR6- UL2+ dr5+ dl1- y2 ul1- L6+ DL4+ DR5-
ClassicCityShhhhh2017,8.67,f,B,4,UR2- DR3- DL4+ UL1- U3- R4- D5- L0+ ALL1- y2 U5- R2+ D2+ L6+ ALL3- DL UL,10,UR3- UL3- D4+ \5+ y2 dr4+ D1- UL6+ DR1- UR1- \3+
ClassicCityShhhhh2017,8.67,f,B,5,UR4- DR1- DL5+ UL2+ U5+ R5+ D4- L5- ALL6+ y2 U2+ R4- D4- L5- ALL4- DR DL,9,UL2- U1- ur1+ dl3+ ALL2+ y2 ur1+ U5+ UL5+ DR4+
ClickClock2Brasilia2025,8.67,f,A,1,UR4+ DR6+ DL3+ UL4+ U2- R3+ D0+ L5- ALL4- y2 U3+ R6+ D0+ L2- ALL5+,10,UR4- DR3+ UL2- ul3- ALL3- y2 ul3- dl2- R6+ U3- L2+
ClickClock2Brasilia2025,8.67,f,A,2,UR2+ DR1+ DL6+ UL2- U5- R6+ D0+ L2- ALL1- y2 U1+ R5+ D2+ L2- ALL5+,9,DL5+ UL5+ R3+ /6- y2 ul1- ur5+ UL2+ DR2- UR3-
ClickClock2Brasilia2025,8.67,f,A,3,UR4- DR5+ DL3+ UL0+ U4+ R3+ D4- L1- ALL4+ y2 U5- R5- D4- L5+ ALL5-,9,DR4- L2- dl4- y2 ul3- dl2+ L3+ DL4+ UR5+ \3+
ClickClock2Brasilia2025,8.67,f,A,4,UR2- DR4- DL6+ UL0+ U4+ R6+ D4+ L4- ALL3+ y2 U3+ R4+ D4+ L4+ ALL4-,8,DL6- U2- L4+ dl2- ALL5+ y2 R4- U3- DL4-
ClickClock2Brasilia2025,8.67,f,A,5,UR1- DR3- DL2- UL2- U2- R2+ D0+ L1+ ALL0+ y2 U0+ R2+ D2+ L5+ ALL0+,8,UR2+ UL3+ D5+ ul3- y2 dl1- dr1- L5- DR2-
ClockMastersBogota2024,8.67,2,A,1,UR4+ DR2+ DL5+ UL0+ U3+ R6+ D6+ L4+ ALL6+ y2 U1+ R6+ D0+ L0+ ALL1+,8,UR1+ DR1- U4+ L3+ \5+ y2 ur1- R6+ U1-
ClockMastersBogota2024,8.67,2,A,2,UR0+ DR1+ DL5- UL5+ U3- R4+ D3- L5+ ALL3+ y2 U3+ R2- D1+ L1+ ALL5+,9,DR5- UL5- U3+ y2 ul5+ ur3+ R2+ U3- DL1- ALL2-
ClockMastersBogota2024,8.67,2,A,3,UR1+ DR0+ DL2+ UL3+ U1+ R6+ D1+ L3+ ALL5- y2 U4+ R5- D3- L2- ALL3+,10,UR5+ DL2+ UL2+ D5- \4- y2 D3+ U1+ UL2+ UR5+ /4+
ClockMastersBogota2024,8.67,2,A,4,UR5+ DR4+ DL0+ UL1- U6+ R1+ D4- L5+ ALL3+ y2 U1+ R4- D3- L1- ALL4-,8,UR2+ L4- \5- y2 ur4- D2- L1+ DR5+ UR1-
ClockMastersBogota2024,8.67,2,A,5,UR2- DR5- DL2+ UL3- U2- R3+ D5- L2+ ALL5- y2 U3- R5+ D5- L3+ ALL2-,9,UR4+ DL4- UL3+ y2 R3- U1+ UL2+ DL5- DR2- ALL3-
ColoradoCubingWeekend2022,8.67,f,A,1,UR1+ DR4- DL3- UL0+ U3+ R3+ D0+ L5- ALL3- y2 U5+ R5+ D4- L3+ ALL1- UR UL,9,UR4- DR4+ DL3+ L5+ y2 D4+ R5- U2- UL3- ALL2-
ColoradoCubingWeekend2022,8.67,f,A,2,UR1+ DR4- DL1+ UL4+ U5+ R4+ D4+ L5+ ALL2+ y2 U2+ R0+ D4- L1- ALL4- UR DR DL,8,DR1- UL2+ ur1+ y2 dr1- D3+ U2- DL1+ \6+
ColoradoCubingWeekend2022,8.67,f,A,3,UR2- DR4+ DL3+ UL0+ U2+ R2- D5- L0+ ALL2+ y2 U1- R1+ D3+ L1- ALL4+ DR,8,DL3- D1+ y2 dr3+ ur4- D3- R1- UL1+ ALL2-
ColoradoCubingWeekend2022,8.67,f,A,4,UR3- DR6+ DL4- UL3- U5- R2+ D1+ L1- ALL4- y2 U4+ R4+ D2- L3+ ALL3+ UR DR DL,9,DL3- UL1- R5- dl4+ ul4+ y2 L5- DL2+ UR4- /5-
ColoradoCubingWeekend2022,8.67,f,A,5,UR4+ DR0+ DL6+ UL1+ U3- R0+ D6+ L1+ ALL4- y2 U5- R6+ D5+ L3+ ALL3- DL UL,9,UR4- UL2+ L2+ ALL1+ y2 dl3- D1+ U5+ L3- DR6+
ColoradoSpringsSpring2025,8.67,c,A,1,UR5+ DR4- DL0+ UL3+ U3+ R2- D3+ L3- ALL4+ y2 U1+ R1+ D2+ L3+ ALL4-,8,DR1+ U1+ dr4+ dl5+ ALL4+ y2 D1+ DL3- UR1-
ColoradoSpringsSpring2025,8.67,c,A,2,UR4- DR2+ DL4- UL3- U1- R2+ D1- L5- ALL1+ y2 U5+ R5+ D1- L2+ ALL4-,8,U4- D3+ /2+ y2 D1+ L2- UR5- /4+ ALL5-
ColoradoSpringsSpring2025,8.67,c,A,3,UR1- DR2- DL5- UL4+ U5- R4- D6+ L0+ ALL2- y2 U5- R4+ D3- L4- ALL1+,10,DL1+ U2+ R5- \1- y2 ul6+ dl1- L4+ DR3+ UR5+ \2+
ColoradoSpringsSpring2025,8.67,c,A,4,UR1+ DR0+ DL1- UL5- U1- R4- D6+ L6+ ALL5- y2 U6+ R3+ D2- L2+ ALL4+,9,DL5- UL5+ R3+ y2 ul3- D2+ R3- U4- UL2- /3-
ColoradoSpringsSpring2025,8.67,c,A,5,UR2+ DR1- DL4+ UL0+ U5+ R3- D4+ L0+ ALL4- y2 U5+ R3- D0+ L6+ ALL5+,9,UR5+ DR3- DL4- ul2- ALL3- y2 ur2+ R3+ L1- UL5-
ComeBacktoTofta2025,8.67,d,A,1,UR6+ DR6+ DL3+ UL5+ U0+ R6+ D5+ L1+ ALL3- y2 U5- R2- D3- L6+ ALL3+,9,UR1+ R5+ D2- L3+ y2 dr1- UL6+ DR3+ UR1- \6+
ComeBacktoTofta2025,8.67,d,A,2,UR5+ DR5- DL5- UL3- U2- R4+ D1+ L4- ALL1+ y2 U5- R2- D5+ L2+ ALL2+,8,DR3- R1- y2 ul5- dl2+ UL5+ DL5+ DR2+ \1+
ComeBacktoTofta2025,8.67,d,A,3,UR4+ DR1- DL2- UL4+ U0+ R0+ D6+ L2- ALL5- y2 U5+ R1+ D3+ L3- ALL4+,9,DR3- U4+ ul4- \1+ ALL2- y2 R2- UL3+ DR3- UR4+
ComeBacktoTofta2025,8.67,d,A,4,UR6+ DR5+ DL1- UL4- U4+ R1- D4+ L3+ ALL5- y2 U1- R4- D4- L2+ ALL3-,10,UR2+ UL4+ D4+ L2- ul5+ y2 ul3+ U3+ UL2- DR4+ /2+
ComeBacktoTofta2025,8.67,d,A,5,UR5+ DR2- DL4- UL3- U2- R6+ D3+ L5- ALL2+ y2 U3+ R5- D1+ L3- ALL4-,7,DR3+ dl5+ ul2- ALL6- y2 DL3+ DR4- UR3-
CorkOpen2019,8.67,c,A,1,UR6+ DR2- DL2- UL4- U2- R2+ D1- L1- ALL3+ y2 U3- R3+ D5- L2- ALL5- UR UL,8,DR6- DL1- L4- y2 U3- UL6+ DL4- DR3- \4+
CorkOpen2019,8.67,c,A,2,UR5- DR4- DL6+ UL3+ U2+ R3+ D2- L4+ ALL6+ y2 U6+ R2+ D6+ L4+ ALL6+ DR DL UL,8,R6- L1- ur4- dr3+ dl5- y2 U6+ DL4- DR2-
CorkOpen2019,8.67,c,A,3,UR2+ DR3- DL0+ UL4- U4+ R1+ D6+ L0+ ALL0+ y2 U2- R1- D5+ L2- ALL1+ DR DL UL,9,U2- D3- L4+ /3- ALL2- y2 dl1+ D5- R1+ UL2+
CorkOpen2019,8.67,c,A,4,UR5+ DR3- DL4+ UL5- U1+ R2- D5+ L5+ ALL3+ y2 U2- R1- D2+ L1+ ALL1+ UR DR UL,9,DL3- UL1- D3- dr6- y2 dr3- UL2+ DL3- DR1+ ALL2+
CorkOpen2019,8.67,c,A,5,UR2- DR3+ DL0+ UL6+ U0+ R4- D3- L1+ ALL6+ y2 U2- R1+ D6+ L0+ ALL4- UR,9,UR3+ UL5+ ul1- /2- y2 R2- L5+ UL1+ DL6+ UR1+
CreweSpring2024,8.67,f,A,1,UR5- DR1- DL1+ UL2+ U4+ R5- D3+ L5- ALL2+ y2 U2- R4+ D6+ L0+ ALL2-,8,UR1- DL3- L5+ ul1- \4+ y2 dr2- DR6+ UR2+
CreweSpring2024,8.67,f,A,2,UR2- DR6+ DL5- UL2- U1- R1+ D5+ L1- ALL3+ y2 U6+ R0+ D5+ L3+ ALL3-,10,DR3+ DL3+ UL5+ R4+ dr3+ \2- ALL4+ y2 D2- U6+ DL3-
CreweSpring2024,8.67,f,A,3,UR1+ DR4- DL3- UL1+ U5- R0+ D4+ L5- ALL5- y2 U0+ R6+ D2- L2- ALL2+,8,UR1- DL3+ UL4+ R4+ ul1+ /5+ y2 R6+ DL2+
CreweSpring2024,8.67,f,A,4,UR2+ DR5- DL4- UL2- U0+ R1- D5+ L5- ALL5+ y2 U4+ R5- D4- L3+ ALL4+,9,DR4+ L1- ul2+ y2 dr1- U2- DL3- DR5- UR2- /1-
CreweSpring2024,8.67,f,A,5,UR6+ DR3- DL4- UL1+ U4- R1+ D2- L5- ALL0+ y2 U6+ R4- D2- L3- ALL4-,9,DL3- UL1- U2- R4- ALL4- y2 R1- UL6+ DL3- DR5+
CrossroadsCubing2017,8.67,f,D,1,UR5- DR6+ DL4- UL3- U4+ R1- D3+ L5- ALL1- y2 U5- R0+ D3+ L4- ALL5- UR DR UL,8,U4+ D5- \5- y2 ul1- U5+ L5- DL3- \3+
CrossroadsCubing2017,8.67,f,D,2,UR0+ DR1- DL1+ UL1+ U2+ R4- D4- L4- ALL2+ y2 U1+ R0+ D5+ L0+ ALL5-,9,DR2+ DL2+ U3- R3+ ur3+ y2 D5- U1- \1- ALL6+
CrossroadsCubing2017,8.67,f,D,3,UR3- DR4- DL5+ UL4- U4- R4- D3+ L0+ ALL5+ y2 U3- R5+ D5+ L6+ ALL1+ UR DR,9,UR1- D4- L1- y2 ul2- U3+ L6+ DR5- /4+ \4+
CrossroadsCubing2017,8.67,f,D,4,UR3+ DR2+ DL0+ UL3- U5- R6+ D2+ L3- ALL0+ y2 U5- R4+ D1+ L5+ ALL6+ UR DL,10,UR5+ DR4- L6- ALL3+ y2 ur1+ R1- UL4- DL1- UR3- ALL3-
CrossroadsCubing2017,8.67,f,D,5,UR1+ DR0+ DL0+ UL3- U5+ R1- D2- L6+ ALL0+ y2 U4- R2- D4- L2- ALL3+ UR DR,8,UL3- D2+ dr4+ ALL3+ y2 dr1+ D4+ UL2+ UR2+
Cube4funBelzyceAutumn2024,8.67,d,C,1,UR2+ DR1+ DL5- UL1- U5- R5- D0+ L4+ ALL5+ y2 U1- R0+ D4+ L4+ ALL3+,9,DR2+ DL2+ U4+ dr1- ul5- \2+ y2 ul5+ U1+ DL4-
Cube4funBelzyceAutumn2024,8.67,d,C,2,UR4+ DR0+ DL1- UL3+ U1+ R4+ D2+ L4- ALL6+ y2 U5+ R1- D0+ L6+ ALL6+,8,UR2+ UL2+ R2+ D1- dr4+ y2 ul1+ UL6+ UR1+
Cube4funBelzyceAutumn2024,8.67,d,C,3,UR3+ DR5- DL0+ UL3- U4- R3- D3+ L3- ALL1- y2 U4+ R5+ D0+ L3- ALL2+,9,DL2+ UL4+ R5+ \2+ y2 dl1+ L2+ UL1+ UR5- \5+
Cube4funBelzyceAutumn2024,8.67,d,C,4,UR3+ DR0+ DL5+ UL4- U6+ R4+ D4- L1- ALL4- y2 U6+ R3+ D4- L5+ ALL3+,10,UR3- U2- R4- D1- \5+ y2 dl3+ D4+ R2- UL5- UR1-
Cube4funBelzyceAutumn2024,8.67,d,C,5,UR1- DR5+ DL1- UL4+ U3- R1+ D5+ L4+ ALL6+ y2 U0+ R2- D3- L3- ALL3+,8,DR2+ R5+ D1+ L5+ /4+ \1- y2 R2+ DL3+
Cube4funBelzyceMultiEvents2023,8.67,f,A,1,UR5+ DR1+ DL2+ UL0+ U3- R4- D4- L1+ ALL4+ y2 U4- R6+ D0+ L4+ ALL0+ UL,9,UR2- DL1+ L4- \3+ y2 dl1+ R6+ U4+ L4- \1-
Cube4funBelzyceMultiEvents2023,8.67,f,A,2,UR6+ DR0+ DL2+ UL2+ U3- R6+ D3+ L4+ ALL2+ y2 U3+ R2- D4- L1+ ALL4- UL,8,DL3- UL5- D2- y2 D1- L1- DR5+ UR3- /6+
Cube4funBelzyceMultiEvents2023,8.67,f,A,3,UR1- DR1- DL3- UL3- U5- R2+ D6+ L6+ ALL3+ y2 U3+ R2- D2- L3- ALL1+ DR DL,9,U3- D2- ul1- \2+ y2 ul5- dl3+ L6+ UL3- DR2+
