,competitionId,eventId,groupId,isExtra,roundTypeId,scramble,scrambleId,scrambleNum,Optimal Movecount,Optimal Solution
311374,CubeNMeme2016,222,B,1,f,R F U2 R' F U' R U2 R U2 R',363573,2,5, U' F' R U2 F'
311775,SandnesOpen2016,222,A,0,2,R' U2 R2 U2 R2 F R U' R' U R2,363974,4,5, R2 U F' R' F
312605,CriciumaOpen2016,222,A,0,f,R' F U2 F R2 U' R2 F2 R2 U' R',365169,1,5, R' F U2 F' R
312960,VITRubiksCubeChallenge2016,222,G,1,1,U' R' U R' U2 R2 F R U' R' U',365524,1,5, R2 U2 F R' F
313022,VITRubiksCubeChallenge2016,222,D,0,2,R U' R2 U2 F' U' R U R U' R2,365586,5,5, F R U2 F R
315880,OklahomaFall2016,222,C,0,1,U' R' U' F' R U' R' U R' F' R,370079,5,5, R2 U' F2 R' F
316366,GuildfordOpen2016,222,B,1,f,R F' U' R' U' R' F R2 F' R' U',370607,1,5, R2 U R' U F
318603,GermanNationals2016,222,C,1,1,U R2 F R2 U' R2 U2 R2 U' R' U,373396,2,5, F R U F2 R'
323682,VancouverFall2016,222,E,0,d,R U R' U2 F' R2 U' R' U' R' F,379002,2,5, F2 U' R' U2 R'
324213,CubingATMOSphere2016,222,C,0,2,R' U2 R2 U2 R2 F R U' R' U' R,379561,1,5, U F' U' R' U'
327683,TathvaCubeOpen2016,222,B,0,2,U' R' U2 F' R2 U' R' U2 F U' R,383734,3,5, R2 U' F' R2 F2
328454,ShriRamCubingChallenge2016,222,E,0,2,R U R U' R' U' R' U' F' R U2,384505,2,5, U2 R' F R U
329440,AmaltheaSCMUOpen2016,222,A,0,d,F R2 U' R' U' R' U' R U R' F,385556,5,5, F' R2 U R' F'
331206,SumareOpen2016,222,B,1,f,R U2 R2 U2 F R2 U2 R2 U' F R2,387322,2,5, R2 F' U F R'
331748,TaiwanChampionship2016,222,D,0,1,U' R' U' F' R2 U' R' U R' F' U2,387864,2,5, U2 R' U' F2 R'
331784,TaiwanChampionship2016,222,A,0,f,R' U' F R U' R' U2 R F' U' R',387900,3,5, R' F' R F R2
333444,LawrenceFall2016,222,C,0,1,U2 R' U' F U' R U F' U2 F U2,389713,3,5, F2 U F U2 R2
333638,TorneodeSpeedcubers2016,222,A,0,1,R U' F' U' F' U' R' U' R' U' R,389907,5,5, R2 F' R' F' R2
338893,LjubljanaOpen2016,222,B,1,2,U' R' F' U2 F R2 U2 R2 F U2 F,396600,1,5, F' R2 F R U
339995,GeniusCube2016,222,D,0,2,R' U F' U2 R U2 R U' R2 U' R,397744,3,5, F2 U2 R2 F' U
341521,CaririOpen2016,222,B,0,1,U' R U2 R' U' R' U2 R U R U2,399363,1,5, U' R2 U R' U
343076,Marista2016,222,B,0,1,R' U' R' U' R U R' U' R U R,401162,5,5, U R2 U R' U2
348426,NancyOpen2016,222,D,0,d,U' R' F' U F U' F U2 R U' R',406798,1,5, U' F2 U' F' R
348774,CerbunaOpen2016,222,B,0,1,U R U' R2 F U' F2 R U' R U',407202,4,5, U' F' R F2 U2
351681,NewZealandNationals2016,222,B,0,1,R' U2 R U2 R' F R U' R F' U,410335,5,5, F2 U2 R U R'
352295,TorontoLimitedFall2016,222,D,0,d,R U2 F' U2 R2 F U2 F U2 F U',410977,3,5, U' F U2 F R
360732,GuateMayaOpen2016,222,B,0,2,U' R U' F' U' R' U R' U' R F,420608,2,5, F' R2 U' F' R2
360744,GuateMayaOpen2016,222,C,1,2,F U' R U R' U' F U' R U R',420620,2,5, F' U F' U F'
365840,Cubelonia2017,222,B,1,1,U2 R' U R U' R U' R' U' R U',427979,1,5, U' R2 U' R2 U2
366887,CubersEastIndiaOpen2017,222,F,0,1,R' U2 R2 F' U2 R2 U2 F U2 F' U',429054,2,5, U F U2 F2 R'
369782,YuraSpeedcubers2017,222,B,1,1,F R U R U2 R' U' R' U' F U',432068,2,5, U F' R2 U F'
370380,OlsztynOpen2017,222,B,0,d,U2 R F R U R' F U' F U2 R,433088,2,5, U2 F U2 F R'
371306,AdelaideSummer2017,222,A,0,f,F U' F U' R2 U' F' U R U' R',434090,3,5, F2 R2 U R F2
372421,TrondheimWinter2017,222,B,0,2,U' R' F U R U2 R' F' U' R2 U',435283,4,5, U R F2 R2 U
377740,CubeEManiaOpen2017,222,A,0,1,R' U' R U R' F U' R U R2 U2,442242,1,5, R F' U F' U
379086,LorenaOpen2017,222,A,0,1,U2 R U' R' U' R' U F' R U' R',443672,2,5, U' R' U F' U2
380753,LedgewoodWinterOpen2017,222,B,1,2,U' F R U R' U' F U' R U R,446178,2,5, R2 F' U F2 U
387956,SLSGliwice2017,222,A,1,d,U' R' U R U R F' U2 R' U R,454477,1,5, U F U R2 U'
388611,DelhiOpen2017,222,F,1,1,U2 R' U2 F' U2 F R U R' F U2,455232,2,5, U2 F2 U F R
391765,AtlanticOpen2017,222,A,1,f,U' R' F U' F R2 U' R' U' R' U',458826,1,5, R U2 F' U R
396033,AnaadyantaCubeOpen2017,222,K,0,d,R U' F' R2 F R2 F' R' U' F U',463226,3,5, U' F2 U' R2 F
397690,HowlandHighSpring2017,222,C,1,d,F U' F' U' R U2 R' F U F U2,465297,1,5, U2 R' F2 R F'
401827,MichiganCubingClubBeta2017,222,C,1,1,U R F' R' U R U2 R' F R U',471099,1,5, U' F U' R' U2
402436,SCMUICTOpen2017,222,E,0,d,R F' R' U R U' F' U R' U' F,471858,4,5, F2 U' R U F2
407233,ClassicSanLorenzov42017,222,E,0,1,U R U' R' U' R' F R2 F' U' F,476858,2,5, F2 U F U R'
410498,RigaOpen2017,222,D,0,1,R U' F' R2 F R2 U2 R2 U2 R2 U',480471,3,5, R U F2 U' R2
415838,France2017,222,C,1,d,R U' R2 F' R2 U2 R2 U2 R2 U2 R',486900,1,5, R F R2 U R'
417015,HelsinkiOpen2017,222,B,0,f,U R U2 R2 F R U' F2 U' R U,488280,4,5, R2 F2 R U F2
418620,USMPenangCube2017,222,B,0,1,R F R U' R' F' U' R U' R U',489927,2,5, R' F U R2 F2
422152,HendersonvilleSpring2017,222,C,0,c,U R' F U2 R U R U2 R U' R2,493997,3,5, R F U' F R2
424655,WenzhouOpen2017,222,A,1,f,R' F' U' F R U' R U' F' U' R',496730,2,5, U R' F2 U2 F'
424806,GermanOpen2017,222,A,1,f,R' F' U2 F U' R2 U R' U2 R U,496881,1,5, F U2 F2 R2 F
431098,SlovenianOpen2017,222,A,0,f,U2 R F' U2 R2 U2 F U2 R2 F' R',503880,3,5, R F' R U2 F2
431918,MinnesotaCubeMelt2017,222,F,0,1,R' F R2 F' U' R' U2 R U2 F' R',504756,1,5, F2 U' R F R'
433338,CrossroadsCubingSpring2017,222,B,0,f,R' F U R U R' U F R U' R',506264,2,5, U2 F2 U' R U
440291,IIASummerOpenMay2017,222,A,1,f,U' R' F R F U' R U2 R U' R',516149,1,5, F2 R F' R' F
448046,SLSBedzinOpen2017,222,A,1,f,R' U2 R F' R2 U' R U2 R' F U2,526043,2,5, U2 R' F2 R' F
451973,BrnoOpen2017,222,A,1,f,U2 R U' F' U2 R' U' R F' R' U',530149,1,5, U R F2 R2 U'
452750,3rdGuwahatiOpen2017,222,E,1,1,U' R' U' R' U2 F' R U' R' U2 R,530926,1,5, R' U R' U F'
461349,ByczyCubeRace2017,222,B,0,1,R F' U' R' U' R U2 R2 F' R2 U',540638,3,5, F2 R F' U' R'
463199,NoStressSolving2017,222,A,1,1,U2 R' U' R U' R U2 F' U2 F' R,542488,1,5, F2 R U R2 F2
463229,NoStressSolving2017,222,B,0,2,R' F' R F U2 R U R U2 R' U2,542518,1,5, U2 R' F U2 R2
463485,EgerOpen2017,222,C,0,2,U R2 U2 F U' R U R U2 R' U2,542774,2,5, U R' U F U
467229,CubingUSANationals2017,222,AG,0,1,U' R' U' R U R F' R2 F U R2,546795,4,5, R' U F2 U2 R'
474807,150thCubeMeetinginBrest2017,222,C,0,1,U2 R' F U R U2 R' U R2 U' R',555489,5,5, F' R U2 F2 R2
475687,SwissOpen2017,222,B,0,d,U' R' U' R U2 R2 U' F R U R,556418,2,5, F U' F' U' R
476456,ChinaChampionship2017,222,K,1,d,R' F U' R U2 R' U R U R' U2,557439,1,5, R U' R' F' R
478408,AchoOpen2017,222,B,1,f,R' F R U' F' R U R' U' R U2,559734,1,5, U2 R' F U F'
481067,TambovSummer2017,222,C,0,1,U2 R' F U R' F R2 F' U2 R' U2,562527,1,5, F' R U2 F' R2
482857,SantaCruzWinter2017,222,A,0,1,R F' U' F' R' U' R' F U R U',564541,5,5, U2 F2 U' R' F
484867,CrossstraitCubing2017,222,C,0,1,F' R2 U2 R U R U' R' U' R' U2,567593,5,5, U R U' R2 F
486662,IndonesianChampionship2017,222,F,0,d,R' U' F R U F R U' R' U2 R2,569494,2,5, R2 U2 R F' U'
486975,SpeedcubingIlo2017,222,B,1,1,R U' R' U' R' U R U R' F R2,569807,1,5, R2 F' R2 U R2
487377,DeccancubeOpenAugust2017,222,A,1,d,U R U' F' U2 R' U F U2 R2 U2,570209,2,5, F U2 R' F R2
489537,CubingKnights2017,222,A,1,d,R' U2 F R2 U2 R2 F U' F R2 U',572579,2,5, U R2 F' U' R'
494069,BichoLegalOpen2017,222,A,1,1,U' R' U2 F' R U2 R' F U' R2 U',577435,2,5, R F' R2 F U
496923,MYCACubeDay2017,222,C,1,f,R' U' F' U2 F R U' R' U2 R U,580500,1,5, R F' U' F U
497617,MindanaoChampionships2017,222,A,1,f,U' R' U2 F' U2 R2 U' R' U' R' U2,581229,1,5, U2 R' F' R' U2
504432,FresnoFall2017,222,D,1,1,U2 R U' R' U' R' F U2 F' U2 R2,589040,2,5, R F2 U F R2
508149,MonnemCityCubing2017,222,B,0,1,R' F U2 R U R' F U2 R' U2 R2,593076,1,5, F2 U2 R2 F R2
509519,MetalRubikCore2017,222,B,0,1,R F' R' U2 F' R2 U' F R U2 R,594782,5,5, U F2 U' R' F
511245,ElMuelleOpen2017,222,B,0,f,R' F' U2 F R2 U2 R2 F U2 F R,596858,4,5, F R F2 R' F'
515003,BarbyCubeAutomne2017,222,A,0,2,U' R' U' F' R U' R' F R U R',601857,4,5, R2 F R U F2
516525,ArnoldOpen2017,222,C,1,2,R U2 R' U' R' U' R2 U' R2 F' U2,604201,2,5, R2 U2 F' R' U
516823,SouthCarolina2017,222,A,1,1,R' U R U R' U2 R U' R' F R2,604555,2,5, R2 F' U' R U2
519647,SiauliaiAutumnOpen2017,222,A,0,f,R U2 R' U' R' U' R2 U' R2 U2 F,607432,1,5, F' R2 U2 R' U
523660,Maryland2017,222,D,0,1,R U' F' R' U2 R U2 R' F' R U,611445,4,5, F U2 F R2 F'
524581,ItalianOpen2017,222,B,1,1,R' F U2 R U R U2 R2 F' U2 R,612366,2,5, R2 F2 U2 F R2
526302,Yeehaw2017,222,E,1,1,F' U2 R' U' R' U2 R U R U' R',614381,2,5, R U2 R2 U F
529561,SantaFeCubingSpring2017,222,A,0,f,F' R2 U2 R2 U' R' U' R' U2 R U',618231,5,5, U2 R U' R2 F
530444,HomeisnotDNF2017,222,A,1,2,U F' R' U R' F R U R' F U,619114,1,5, U' F R2 F U2
531314,PekanbaruOpen2017,222,A,0,1,F U2 R U R U' R' U' R' U2 R,619991,1,5, R' U R U' F'
533087,FoothillsFall2017,222,A,1,f,R' U F R F R U2 R' U' F U',621764,2,5, U2 F2 R' U' F2
534454,ManausPlazaOpenII2017,222,A,0,f,R' U' F' U' R U' R2 U2 F U2 R2,623131,2,5, U2 F2 U R F'
537831,ClassicCitySpooks2017,222,E,0,2,F' U' F' U' F U2 R U' R U' R',626508,1,5, F U R' F2 U'
538839,UKChampionship2017,222,C,0,d,R U' R' F' R U2 R' F R F U',627516,4,5, U F' U R' F2
539944,AvenuesRubiksCubeOpen2017,222,B,1,d,F R U2 R U' R' U' R U2 R' U2,628621,2,5, U' R U R2 F'
546997,SpeedcubesCapeTown2017,222,A,0,2,U2 F' R' U2 R U' R' U' R' F R2,636056,1,5, U F2 R' F' U
550895,NanchangOpen2017,222,C,0,d,R F' U' R' U2 R U' F' R' U R,639954,2,5, F R' U2 R F
554868,PaodeQueijoOpen2017,222,B,0,1,U R' F' R U R U' R' U' F R,643928,5,5, U' R' F' U F
556181,FinnishChampionship2017,222,B,1,1,U R U' R2 U2 R U' R' U' F2 U,647128,2,5, U' F2 R U' R
567110,DublinOpen2017,222,C,0,1,U2 R' U2 R' F' U' F R U' R' U2,660154,5,5, U2 F' R2 U2 F'
572892,WildcatHoliday2017,222,B,0,d,F R U R U2 R2 U2 R U' R' U',665936,1,5, R U2 R U F'
