,competitionId,eventId,groupId,isExtra,roundTypeId,scramble,scrambleId,scrambleNum,Optimal Movecount,Optimal Solution
524069,KharkivCubeDay2017,222,A,1,f,R' U2 R U2 R' U R' F U2 F' U',611854,1,11, F R F U2 F U F2 U' R' U2 F
525837,NewportFall2017,222,A,0,1,U R F' U R' F U2 F U' F U',613916,5,11, F2 U' R2 U F' R F' U2 F' U F'
542845,AustrianOpen2017,222,C,0,1,F U' F R2 U' R' U R' F' U2 R,631636,2,11, F U2 R' U R F' U F' R2 F' R
544410,ShriRamCubingChallenge2017,222,D,0,1,U' R' F' U2 F' R U R U2 R2 F',633201,2,11, F U F R U2 R F' U' F' U2 F2
549313,KCubingFall2017,222,A,0,1,R' U F' R U2 R' F U' F2 U2 R2,638372,3,11, F R F' R U' R F2 R2 F R' F'
553356,SSL4Mora2017,222,B,0,1,R' U' R F U' F2 R U' R F U',642416,3,11, F U2 F U R U2 F U' F2 U' R
556174,FinnishChampionship2017,222,A,1,1,R' F R2 F' U' R2 F R' U2 R F,647121,2,11, F U2 F' R2 F U' R U' R2 U F
594560,CaribeChallenge2018,222,D,1,d,R' U2 F U' F R F2 R2 U' F' U',690066,2,11, F U2 F' U' F R2 U' F' U' F R2
603523,SacCubingIII2018,222,B,0,2,R U2 R2 U' F U' F' U2 R F' U2,699239,2,11, F U F2 U F U2 R U2 R F2 R
619965,DhakaSpringOpen2018,222,B,0,1,R' U2 F U' F' R U' R2 F2 R U',715714,4,11, F U2 R' U R F R2 F2 U' F U
623139,AktobeCubeDays2018,222,A,0,f,U2 R U2 R' U F' U' F U R U',718993,2,11, F U' F2 R U2 R' U' R2 F2 U F'
635649,CubeWeekendStMichielsgestel2018,222,A,0,1,U R' F U F R2 U' R2 U F' R,731993,2,11, F U2 F U' R F' U' R F' U F2
645123,SpringCubeInMinsk2018,222,A,0,1,R F U' F U' F U2 R2 U R U2,741713,2,11, F U F2 U2 R F' R2 U F U2 R2
655269,LuoyangSpring2018,222,A,0,d,U2 R' F2 U R F U' R2 U' R' U,753134,2,11, F U F' R F2 R F R U F2 R2
659806,GermanOpen2018,222,A,0,f,R U' R2 U2 F' U' F U' F2 R2 U',758800,5,11, F U R2 U2 R' U' R2 F R U2 F'
661211,GatewayRavioli2018,222,E,0,1,R U' R2 U2 F' U' F U' F2 R2 U',760207,3,11, F U R2 U2 R' U' R2 F R U2 F'
671705,GuangdongOpen2018,222,A,0,d,U2 R U' F R2 U' R' U' R U' R2,771808,1,11, F U' F U2 F R' F U' R2 U F2
688092,TeaTimeSpring2018,222,D,1,1,U' R F U' F U2 F R2 U' R' U,788575,1,11, F U' F U F2 U2 R2 F' R' F R2
690707,CubeFactoryLeagueDomaniewice2018,222,A,1,f,R' U2 R U' R F' R2 F2 U2 R F,791196,1,11, F2 U R2 F2 U' R' F U' R F2 R
698001,Pulmapelipaivat2018,222,B,0,2,R2 U' F U' R U' R' U' F2 R U,799841,1,11, F U2 F R U' F2 R2 U F2 U' R'
704246,NewHopeOpenSpring2018,222,B,0,1,R' F' U' R2 U2 R' U R' U R' F',806373,3,11, F U R2 U F' U' F U' R2 F R'
761355,4thGuwahatiOpen2018,222,B,1,d,F' R2 F R U2 R U' R2 F' R U2,868570,2,11, F U' F R' U2 F R' U R F2 R
767003,HappyCubingHonduras2018,222,A,0,f,R U' R2 U' R' F R2 U' F' R' U,874798,3,11, F U F2 R' F' R F' R2 U R U
767393,ChampagneOpen2018,222,D,0,1,U' R2 U2 R' U' R' F U2 F U' F',875188,4,11, F U F' U2 F' R U R U2 R2 U
775976,SUAO2018,222,C,0,2,R' F R U F' R2 U R' U2 R U2,884549,3,11, F U R2 F2 U' F U F' U F2 R
783684,ChinaChampionship2018,222,G,0,2,R' U F' U R U R' F2 U' R2 U',892257,1,11, F U F2 U' F' R2 U F' R' F2 U2
792112,SantaFeCubingSpring2018,222,A,0,f,F2 R' U' R2 U' R' U' R U' R' U',903313,2,11, F U R' F2 U R F' R F2 R' F
804385,UKC2018,222,B,0,2,R' F R U' R U' F U2 F' U2 R,918463,2,11, F U R2 U2 F R' U R' F U F
809245,RespectKansas2018,222,A,1,f,F R U2 R' F R2 U' R2 U R U2,923329,1,11, F U R2 U' F U' F2 R2 U' F' U2
809247,RespectKansas2018,222,B,0,f,U R' U' F U R' F R U2 R' U2,923331,1,11, F U2 F2 R' U R' U' R F U' R
819559,LonghornFall2018,222,A,1,2,U' R2 F U R' F U' R U' R U2,934293,2,11, F R U R2 F2 U R' U F' R F'
827274,Andorra2018,222,A,0,2,R2 U' R2 F2 U2 F R U R' U F,942008,4,11, F U' F' R' U F2 U' R2 U' R F
831084,MelgarSummer2018,222,A,0,1,R U' F U2 F U2 R' F R U' R,945818,4,11, F U2 F2 U R' F R U' F U F
847388,CubeChella2018,222,C,1,1,R2 U' F' U' R2 F U' F U' R U,964390,2,11, F U2 F2 R2 U' F U R' U R' F2
852715,LightsOfReykjavik2019,222,B,0,1,R2 U' R U2 R' F U' R U2 R' F,970210,1,11, F U R2 F U2 R' U' F' R2 F' U'
856261,MalangMiniComp2019,222,B,0,f,R' F U2 F R U R F' R2 U R',973756,5,11, F R U R' F U' R U2 R' U2 F
860965,SPBMuffinWinter2019,222,A,0,f,U' R F' U R' U R U2 R2 U' R2,978962,4,11, F U F' R U' R F2 U2 R2 F U'
862616,BayAreaSpeedcubin132019,222,A,0,f,R' U' F' U R2 U' F U' F U2 R,980718,2,11, F U' R' U F2 U F R' U' R2 F
887205,ManchesterOpen2019,222,B,0,2,U2 R' U R U2 R U' F' U R' U,1023811,4,11, F U2 F R F' U R' U2 R' U F'
903477,LionPride2019,222,A,1,1,U R' U' F2 R F' R2 F R U2 R',1049901,1,11, F U2 R F2 R F R U F2 U F'
912960,GDSYOpen2019,222,B,0,2,U R' U2 R2 U' R2 F U2 F2 R U',1064996,4,11, F U F2 R' F2 R U2 F' R F U'
915161,IstanbulSpring2019,222,A,0,f,U2 R U' R' F' U2 R U' R' F2 R,1068549,3,11, F R' U' R2 F R F2 R' U' F2 U'
916896,Terminus2019,222,A,0,f,R' F U' R F' R U' F' U' R2 U2,1070936,1,11, F U' R F' U2 R U' R U R2 U
937030,GLSCupI2019,222,F,0,1,R' F R' F R U F' U2 R' U2 R',1105665,4,11, F U' F' R F' U' F R2 U' R2 U
937189,UpstateCubing2019,222,D,0,1,U R' U F' U2 F R2 F' R2 F U',1106244,2,11, F U R U2 F2 U' F U' R' U2 F'
940978,RoseCity2019,222,B,0,1,R' F U' R F R2 U2 F' R2 F R,1111673,4,11, F U' R U2 R U' F R' F' U2 R2
943888,TheBattleofLexington2019,222,A,0,f,U2 R' U2 R U2 R' U F2 R2 U R',1117106,1,11, F U2 R' F2 R F2 U' R U2 R2 U'
944101,CCPAOpen2019,222,A,1,1,R' U2 F R U' R U R F' U2 F',1117415,1,11, F U2 F R' U F R2 U2 R F R2
948512,GuiyangOpen2019,222,D,0,2,U' R U2 F' R' U R' U R2 U R,1125656,4,11, F R2 U R2 U' F R' F R' U' F
957599,ZhytomyrCubeBattle2019,222,A,0,f,U' R' F U2 R' U' R2 U' R2 U2 F',1139030,1,11, F U2 F2 R2 F U' F2 R U F2 R2
960512,PotosiAutumn2019,222,A,0,1,R U' R2 F' U2 F R' U2 F U' R,1144184,4,11, F U' F' R' U2 F U F U' R' U
961215,HangzhouOpen2019,222,A,0,2,F R' U' F U' F U' F U' F U',1144997,4,11, F U R2 U2 R' F R2 U' F2 U R
974365,BayAreaSpeedcubin172019,222,D,0,1,R' F U R' F' U R U2 R' U R',1170721,2,11, F U F U' F U2 R' U2 R F U2
991340,SantaFeInvierno2019,222,A,0,1,R' F' U' F U2 F U' R2 F' U R',1198044,4,11, F R' F2 U F2 U' F' R2 U2 F U'
1003434,UnifranzSantaCruz2019,222,A,0,f,U' F2 R U R' F U' R U2 R' F',1218927,4,11, F U R2 U2 F2 R' F' U F' U R2
1018910,MassachusettsChampionship2019,222,A,0,f,R' F R' U' F U2 R2 U' F U2 F,1243717,3,11, F U F U2 R U2 R2 U F' U2 R2
1026866,LosAngelesalCubo2019,222,C,0,f,R U R F' R2 U2 R U R F' U2,1255576,2,11, F U F2 R F' U' F2 U' R2 F R'
1028402,PreNacionalesArequipa2019,222,B,1,1,U' R U2 F' U' R2 U' F2 U' F U2,1258069,2,11, F U R2 F' R F R2 U F U' R'
1045807,IbarraOpen2019,222,C,1,1,R' F R' U R2 U' R2 F U' F' U',1287019,1,11, F R F' U R' U F2 U2 F U' R'
1051033,CityCentreSharjahOpen2019,222,A,0,f,R U2 F' R' U R F' U2 R2 U' F,1295229,2,11, F U F2 U2 F' U F2 R U2 R2 U'
1055287,YongjunJakartaSpeedcubing2019,222,F,1,1,R U2 R' F U F U' F R' U2 F,1303955,1,11, F U R F' R2 F R' U R' F2 U
1056738,DutchNationals2019,222,B,0,1,U F U' F R U R' U2 F R U',1306296,1,11, F U F' U2 R F U F2 R' F R2
1058647,UPMOpen2019,222,A,0,2,R' U' F U' F' U2 F' R U R U2,1309538,2,11, F U2 F' R' U' F' R2 U R2 U' F2
1061575,1stJorhatOpen2019,222,C,1,1,U2 R' F' U2 F U' F R' U2 R U,1313579,2,11, F R F2 R2 U' R F' R' U R2 F'
1075841,PauOpenFastnCuber2019,222,A,1,2,R' F2 R U2 R U2 R' U R' F R,1346445,2,11, F U F U R' U2 R F' U F' R'
1076633,BayAreaSpeedcubin202019,222,A,1,f,R' F U' R2 U R U2 R' F U' R2,1348541,1,11, F R' U2 R' F U R F2 R2 F U
1078494,DaeguAutumnOpen2019,222,E,1,f,U2 R' F2 U2 R U R' U F' U2 F',1350975,2,11, F U2 F U' R U' R' F2 R' U2 F2
1097577,KubekingsVillanuevaOpen2019,222,B,0,2,F' R U2 R' F R2 U' F' R' U2 R',1386862,2,11, F U' R U' F2 U R2 F R' U2 R
1101439,CityofJoyOpen2019,222,B,0,1,R U' R U2 F' R' U R' U' F2 R,1393918,1,11, F U2 R2 U R U2 R U F2 U' F
1106564,Hawaii2019,222,A,1,f,R' U' R U' R' U2 R' F' U' R2 U',1406276,1,11, F2 U R' U F' R' F R2 F U F'
1128529,CCCQualificationMurmansk2019,222,B,0,1,U F U2 F U2 R2 F R' U' F U2,1455366,1,11, F U F2 R' U R' F2 U R U2 R2
1133520,GuateMayaOpen2019,222,C,0,1,R' F2 U F' U' R U' R U2 R U',1464096,4,11, F U F2 U' R' U2 F U' R' U2 F2
1136330,CebuSpeedcubingYearEnd2019,222,A,1,f,U R2 F' U' R U' R' U' F R2 F,1470276,1,11, F R2 F2 U' R' F U' R2 U F' U2
1141151,PakistanWinter2019,222,A,0,c,R' U F R' U2 R2 U' R' U R' U2,1478886,1,11, F2 U' F2 U F' R U' F2 U' F U'
1153280,PerfectVisionProvo2020,222,A,0,1,U2 F R2 F' R2 U F' U2 F U' F,1507510,5,11, F U F' U2 R' F U R' U2 F2 R2
1156151,ScrantonScramble2020,222,C,1,1,R' F2 R U R' U2 F R U R' U2,1516600,2,11, F U F' U2 R U' R' F' U2 F2 R
1174126,DoncasterOpen2020,222,A,0,f,U' R' U' F R2 U' R F U' F U2,1566924,5,11, F U F' R F R U2 F2 U R2 F2
1181225,FlatasenOpen2020,222,A,0,2,U' R U2 R' U F' U' F U R' U2,1585254,3,11, F U F2 U' F' R2 U F' U F U'
1185865,SwisscubingCupII2020,222,A,1,1,R' U' F' U R2 U' F U' F U2 R,1600806,2,11, F U' R' U F2 U F R' U' R2 F
1189228,LonelyDenmark2020,222,B,0,f,R U' R2 U F2 R2 U' R U' F' R2,1609793,4,11, F U2 R' U' R2 U F2 R' F R F2
1194560,ShenzhenGoodAfternoon2020,222,A,0,f,R' U' R U F' U' R2 F2 U2 F U',1624078,1,11, F U F R U' R2 U F' U F' U'
1204813,XuzhouOpenAM2021,222,A,1,f,R F' U2 R' U' R' U F2 U' F R,1655832,2,11, F U F' U R' F' U F U R2 U2
1213950,EmpireStateSummerB2021,222,A,0,f,R' U' F' U2 R U' R' U F' R U,1682832,4,11, F U F R' U2 R F' R' F2 R2 U'
1224660,CobbCubesComeback2B2021,222,B,1,1,R' U2 F U' R U' R2 U F' U' R,1709553,2,11, F U F' U R U R' F2 R F' U2
1228830,DragonCubing2021,222,A,1,1,R U' R2 F U' R F U2 F R2 U2,1721968,1,11, F U2 F R2 U2 F' U R' F2 U2 R2
1234278,GuayaquilResist2021,222,D,1,1,R' F' R2 U R' F R2 U' R' U2 R2,1740936,2,11, F U F2 U F' U F2 R' U R U'
1252889,LittleVillageOpen2022,222,A,0,f,R' U2 F R U2 R' F' U2 F' R' U',1798917,2,11, F U' F2 U F U2 R' U R2 U' F'
1256021,UralWinter2022,222,A,0,f,U R' F' R2 F R U2 R U2 R' U2,1803032,3,11, F U R U' F U' F R2 F' R2 U
1266518,KubiatEsther2022,222,A,1,2,R' F R' U2 R U' R2 F U2 F' R2,1833599,2,11, F U2 F U F2 U R' F' U2 R2 F'
1280942,CubinginCraig2022,222,A,0,1,U R' U' R' U2 F U' F' U2 F' U',1879012,4,11, F U2 F' R' U' F R2 F U2 F' U2
1281297,CubingReturnsBengaluru2022,222,H,0,1,R U' F' R F' R2 F U' R F R2,1881462,2,11, F U F U' R2 F2 R F' R' F2 R2
1335703,EdukentWeekend2022,222,A,0,f,R U2 R2 U' F2 U R U' R2 F U',2037548,3,11, F U2 F U2 F2 R U R F' R2 F'
1364047,CubinginBeverly2022,222,A,1,f,U R2 U' F R2 U' R' U' R' F U,2123394,1,11, F U2 R' F' U2 F R2 U' R F U2
1366710,FrenchChampionship2022,222,A,1,2,U2 R' U' F U' R F U' F U2 F2,2128987,1,11, F U2 F2 R' U R' U2 R' F' R F'
1371087,YJMalaysiaCubeOpen2022,222,C,0,1,U2 R' U' R2 U' R F' U2 F' U2 R',2142788,1,11, F2 U2 F' U F2 R' U' F' R2 U R
1374342,GettothePoint2022,222,A,1,1,R U2 R' U2 R' U F R2 U2 F' R,2156297,2,11, F U R2 F' R' F R F2 U2 R2 F'
1391346,AustralianNationals2022,222,A,0,2,U R' F U2 R' F U' F2 R2 U2 F',2214744,4,11, F U2 R2 F2 U F' R U2 F' R U'
1398607,LakeCubingSzczecinek2022,222,A,0,2,U' F2 R U' R' U' F2 U' R U R,2236134,5,11, F U R F' U2 R' F U' R' F U2
1410350,KewbzUKChampionship2022,222,D,1,d,R' F' R2 F' R2 F' U' R' F U' R,2269099,1,11, F U F U' F2 U R' F R' U2 F
1418070,DanaMallBahrainOpen2022,222,A,0,1,F R' U' F U' F U' F U' F U',2287648,4,11, F U R2 U2 R' F R2 U' F2 U R
1427725,BuenosAiresCubea2022,222,E,1,d,U R2 F' U' R U' R' U' F R2 F,2310093,1,11, F R2 F2 U' R' F U' R2 U F' U2
1429219,BurkeMountainCubing2022,222,C,1,1,R U2 F' U' R U' R2 U2 F U R,2312758,2,11, F U' R U2 R2 F' R F' U' F U2
1429863,BucaramangaCultural2022,222,B,1,1,R U' R2 F R U R' F U' F2 R,2313880,1,11, F U F2 U R' U' R U' F2 R U'
1435151,U24OpenNovember2022,222,B,0,f,U' R U2 R2 U F' U' R2 U2 R' U,2326233,5,11, F R U R' F2 R F' R U' R2 F
1461338,SeeYouNextYearIstanbul2023,222,A,0,f,R F' R2 F' U F U' R2 U2 R' F,2405579,3,11, F U F2 U2 F' R' F2 U R2 U' R2
1467939,IndonesiaMasters2023,222,B,0,f,U R2 U' R2 F R U2 R2 U' R' U2,2420976,1,11, F U2 F' R2 U R F2 R2 F' R' F2
1475503,ElCarmendeViboral2023,222,A,1,f,U R' F' U' F2 R U' R' F U' R,2440502,1,11, F U F U2 R2 U' R' F2 R' F2 R2
1477323,UNIVROpen2023,222,C,0,1,R' F U2 F' R' F U' F U' R2 F',2445896,2,11, F U2 F2 R2 U' R F U' R U' R2
1488660,SolvinginShreveport2023,222,E,0,1,R F' U2 F' R2 F' U' F' R U' R',2474939,1,11, F U F2 U' R U2 R F2 R2 U' R
1500941,SantValentiParets2023,222,C,0,1,R' U' F' R2 F' U' R2 U F R2 U',2501213,1,11, F U2 F' U2 F R' U F' U2 F U
1510437,ViraCup2023,222,A,0,f,R' U' R F2 R2 U' R U' R2 U' R2,2527458,4,11, F U R F' R2 U2 R U F2 U F2
1525450,DiTellaOpen2023,222,C,0,1,U R' U R' F U2 R U' R' F' U2,2568360,3,11, F U2 F' U R U F' R2 U F' R'
1537707,IgnatianOpen2023,222,F,0,1,U R' F R' F U' F R2 U' R2 F,2596377,5,11, F U2 F' R F' R U2 R2 F2 U' F'
1569085,SSLIVFlen2023,222,A,1,f,R' U' R2 F R2 F U' F R2 U2 R',2673515,1,11, F U F2 R' F2 R' U R' F2 U2 F
1572889,WelcometoOlympia2023,222,B,0,1,R F' R' U2 R' U2 F' U' R U' R,2679824,5,11, F U2 F R' F2 U R F R2 U' F2
1584815,CebuSummerOpen2023,222,B,0,f,R' U R U' R F' U2 R2 F U' F,2715747,4,11, F U2 F' U R F U' F U' R2 F
1597382,SouthernUtahSummer2023,222,A,1,1,U2 R' U R' U' R2 U2 R' F R U',2751052,1,11, F U' R F2 R F' R F' U' F2 R2
1611833,BASC47BerkeleyPride2023,222,B,0,2,R' F R2 U' R' U R' U2 F U F,2782899,2,11, F U F' R' F2 R' U2 R F' U' F'
1624706,BucharestCubingA2023,222,B,0,f,U2 R' F R2 U' R' F R2 F R U2,2811950,5,11, F U F R' F2 U F R' F R2 F
1650949,ViljandiVark2023,222,B,0,1,F R U2 R F' R2 F U2 F' R U',2880679,2,11, F2 U F2 R2 U2 R' F R' F U2 F'
1652345,AnkaraJuly2023,222,A,0,2,U' R2 U' F' R2 U' R U2 R' F' R2,2883704,4,11, F R F' R2 F' U' F2 U F' R2 F2
1652358,AnkaraJuly2023,222,A,0,f,U2 R' U2 F' R U R' F2 U2 F R,2883717,3,11, F U R2 U F2 U' F2 U F' R' F2
1657519,BucharestSummerCubesA2023,222,C,0,1,R' F' U' F R' U2 R U' R U' R2,2898846,3,11, F R2 F R F2 R2 F' U R2 F' R'
1659985,Capitanejo2023,222,A,0,d,U R' F' R U2 R' U R' F R2 U',2914089,4,11, F U F R2 U2 R U R' U2 R' F2
1661090,WillimiehenKuutiopaivat2023,222,A,0,2,R' U2 R U' R' F R2 U2 R' U2 R',2917453,5,11, F U2 F' U F R' F2 U2 F U2 F
1663723,SiouxCitySunday2023,222,A,0,2,U2 R' U' R U' R2 U' R2 F2 U' R,2923232,4,11, F U' F' U2 F R F2 U' F2 U R2
1669073,GeelongWinter2023,222,B,1,2,U F R' U2 R U R' U F' R U2,2937602,1,11, F U F' U F' R' U2 F' R2 F' R'
1670295,NorthHighlandsSummer2023,222,C,0,d,U R U2 R' U R F' U' R2 F' R,2940091,2,11, F U' R2 U F' R F' U2 F' U F'
1688972,RockyJerusalem2023,222,A,0,f,U2 R U' R2 F' R U2 R U' R2 U',2982663,3,11, F U2 F2 R' U F' U' R F R' F
1701034,BegastriOpen2023,222,A,1,1,R U2 R2 U' F R2 U' R2 U F2 R',3011290,1,11, F U R2 F2 U' F' R U' R F2 R
1701722,SlovenianNationals2023,222,C,0,2,R2 U' R2 F U' R' F U' R U' R,3012009,1,11, F U R' F' U F' R' U R2 F' R2
1703042,WAOpen2023,222,E,1,1,R' F R2 U R' F' U' F2 U' F R,3017121,2,11, F U2 F' U2 R2 F' R U F' U2 F
1711818,SouthAustralianOpen2023,222,D,0,1,U' R' F2 R2 F' U' R' U R2 U F',3039755,3,11, F U' R2 U' R U F R2 F2 R U
1748562,TridentumOpen2023,222,B,0,2,R' U R U' R F' U2 R2 F U' F,3133700,5,11, F U2 F' U R F U' F U' R2 F
1759232,MeathAutumn2023,222,B,1,2,U R' F R2 U2 R' U2 R' F U2 F',3158640,1,11, F U2 F' R U2 R U2 R2 F' R U'
1791279,LithuanianNationals2023,222,A,1,2,R F' U2 R2 F' U2 F' R U R U2,3239595,1,11, F U2 R F2 R' U R' U F' R' F
1791785,BasauriOpen2023,222,A,0,2,R U2 R' U' R F' R' F R2 F U,3240249,5,11, F U' R U' R2 U F2 R' F R U
1796110,KoelnerKubing2023,222,A,0,f,R U2 R' F R' U' F R U' R U',3251334,1,11, F U F' R F R2 F U' F2 R2 U
1797014,TheLastFrontierFall2023,222,C,0,1,R' F' R U2 R U R F' R2 U' F,3252238,2,11, F U F2 U' F2 R2 U R U' R F2
1801755,RealCubeIILima2023,222,D,0,2,F R U' R U2 F' U' R U' R2 U2,3263084,2,11, F U2 R' U F' R F2 R F R' F2
1814821,KjellerOpen2023,222,A,0,f,R U' R2 F2 U' R F U R2 U2 R',3288514,3,11, F U F' U' F2 R' F' R F2 U' F'
