competition_id,Ao5,round_type_id,group_id,scramble_num,scramble,Optimal Movecount,Optimal Solution
SCMUICTOpen2016,1.67,2,B,1,R F' U2 R' U R U' R F' R' U',10.0, F U2 F2 U' R' F2 U' F2 U' R
SCMUICTOpen2016,1.67,2,B,2,R2 U' R U2 R' F R2 U' F' R' U2,9.0, U' F R2 U' R U2 R' F2 R2
SCMUICTOpen2016,1.67,2,B,3,R F' R' U R F' R2 U R' F U,10.0, F R2 F R2 U' F' R' U' F U'
SCMUICTOpen2016,1.67,2,B,4,R' U2 R U' R F2 R U2 R F' U2,9.0, F R2 U2 R U2 R2 F2 R' U2
SCMUICTOpen2016,1.67,2,B,5,R' F U2 F U' R U R U2 R U',8.0, F' U' F U F2 R2 U2 R'
SCMUICTOpen2017,1.67,f,A,1,F' R' U' R' U' F R U2 R U' R2,9.0, U' F U2 F' R U R' F2 U
SCMUICTOpen2017,1.67,f,A,2,R' F U F2 R2 U' R' U R' F U',9.0, F2 U2 F R F R2 F2 U' F
SCMUICTOpen2017,1.67,f,A,3,R U' F' R2 U F R' U' R U R',9.0, F2 R U' F U2 F' R F2 U'
SCMUICTOpen2017,1.67,f,A,4,F2 U' R U2 R U' R2 U2 F U2 R2,8.0, U2 F U' R' U2 R' U F2
SCMUICTOpen2017,1.67,f,A,5,R' U R2 F' U' R' U2 R' U2 F R2,10.0, F2 U2 R' F U R2 U R F R
SCMUJuhuOpen2015,1.67,d,T,1,U R F' R2 F' U2 R U' R' F' R',10.0, F U R F2 U' F R' U F' R
SCMUJuhuOpen2015,1.67,d,T,2,U2 R' U' R U2 R' U' F U' F2 U,9.0, U F2 U R' F' R U2 R U2
SCMUJuhuOpen2015,1.67,d,T,3,U2 R' F R U' R U' F' R' F R2,9.0, U R' U R2 U F2 U' R F'
SCMUJuhuOpen2015,1.67,d,T,4,U F U2 F U F U' R2 U' R' U',9.0, F' R2 F R2 U' R F2 R2 F
SCMUJuhuOpen2015,1.67,d,T,5,U R' F R U' R U' F U2 F' U',10.0, F' U2 F U2 F U' R2 F R U2
SEKAlboranAlmerimarOpen2025,1.67,1,C,1,R' U F R F R U' R' F U' F',9.0, F U2 R2 U' F' U R F' U'
SEKAlboranAlmerimarOpen2025,1.67,1,C,2,U R' U F U2 R2 F' R2 U2 R U2,8.0, U F' U' R2 U' F R2 U'
SEKAlboranAlmerimarOpen2025,1.67,1,C,3,R U' R2 F U' F' R' U' F U' R,9.0, U R2 F2 U F R U' R2 U
SEKAlboranAlmerimarOpen2025,1.67,1,C,4,U2 R' F R U' R U R' U' F' R,9.0, F R' U2 R U' F' U R' U
SEKAlboranAlmerimarOpen2025,1.67,1,C,5,R' U2 F U R' U2 R U' R2 F R2,8.0, R' F R' U2 F U' F U'
SandnesOpen2017,1.67,1,A,1,R' F' R U' R U2 R2 U' F' R U2,10.0, F R F' R2 U F' U R F U2
SandnesOpen2017,1.67,1,A,2,U R' U2 F U2 R2 U2 R' U' R' F',7.0, F2 U' R2 U R2 F R2
SandnesOpen2017,1.67,1,A,3,R' U2 R U2 R' F R' U2 F' U2 F,8.0, F2 U2 R' U F' U2 F R
SandnesOpen2017,1.67,1,A,4,R' U' R' F2 U2 R U' R' F U2 R2,9.0, U' F' R U2 F' U' R F2 U'
SandnesOpen2017,1.67,1,A,5,R' U2 R U' R U' R2 U' F R2 F',10.0, F U' F2 U F2 U R' F' R U'
SicilySummer2025,1.67,2,A,1,U2 R' F' U R' F U F U' R2 U',9.0, R2 U' F U2 F2 U F' R2 U'
SicilySummer2025,1.67,2,A,2,U F R U R U2 F' U2 R2 F U,10.0, F2 U2 F R F2 U' F' U' R2 U
SicilySummer2025,1.67,2,A,3,U R U2 R2 U2 F2 R2 U' F' R' U,8.0, U' R F U' R2 F2 R' U'
SicilySummer2025,1.67,2,A,4,U2 R' U' F2 R U2 R2 U2 F U' R2,9.0, U2 R2 U' R U2 F2 R F' U'
SicilySummer2025,1.67,2,A,5,U' R F' R' U R F' R' U R U2,8.0, R2 F U2 F2 U' R2 U' R
SingaporeMini2019,1.67,f,A,1,U2 R' U F R2 F U2 R U' R' F,8.0, R' U F2 U2 R2 U' F R2
SingaporeMini2019,1.67,f,A,2,U R' U R2 U' R' U2 R' U R2 U',9.0, F R2 F2 U' F U' R U2 R'
SingaporeMini2019,1.67,f,A,3,U' R' U2 R U R' U F R' U' R2,8.0, F' R F2 R2 U' F' R2 F'
SingaporeMini2019,1.67,f,A,4,U' R U2 R2 U' F' R U R U' F',7.0, U' F U F R U' R'
SingaporeMini2019,1.67,f,A,5,R' F U2 R U R' U2 F U2 R' U',9.0, R2 F R2 F' R2 U' R' F2 U2
SolvinginSale2022,1.67,2,B,1,R U' R2 U2 F R2 U' R' U' F U2,9.0, U2 F' U R U' R2 F U' R'
SolvinginSale2022,1.67,2,B,2,R' U' F2 U' F R' U' F U2 F U',8.0, U F U2 R' U F' R F
SolvinginSale2022,1.67,2,B,3,R' U2 F' U2 R2 F' R2 U' R2 U2 R',9.0, R U2 R F' R' U R U F2
SolvinginSale2022,1.67,2,B,4,F U' R2 U' F' U' R2 U' F U' R,9.0, F' R F2 R2 U2 R F' U F2
SolvinginSale2022,1.67,2,B,5,U2 R' F R U' R' F2 U2 F U' R2,9.0, F2 U F U' F R2 F U2 F2
Studio21OpenSunday2023,1.67,1,E,1,R' F' R' F R' U' R U R' U' F,9.0, F R' F2 R' U' R2 U' R' U
Studio21OpenSunday2023,1.67,1,E,2,F U' F U R U2 R2 U2 R U2 R',9.0, U2 F U2 R' U' R' U2 F U2
Studio21OpenSunday2023,1.67,1,E,3,U2 R' F U2 F2 R U' R' F U' R,10.0, F U F' R2 U R' F2 R U' F
Studio21OpenSunday2023,1.67,1,E,4,R' F2 U' F R U' R U2 R' U2 R',8.0, F2 U F2 U' R U2 R2 U'
Studio21OpenSunday2023,1.67,1,E,5,U2 R U2 R2 F' U' R U2 R U2 F',9.0, F2 R' F2 R' F2 R' U F' U
SwissNationals2017,1.67,1,B,1,R' U' F U' R U2 R2 F U' F' R,9.0, R' F2 U F2 U' F2 U' R' F2
SwissNationals2017,1.67,1,B,2,R' U' F' U' F U' R U' F' U' R,8.0, R' U2 F R' U2 F R2 F'
SwissNationals2017,1.67,1,B,3,U F U2 R U' R' F U' R2 F' R,8.0, F' U' R U2 F2 R2 F U'
SwissNationals2017,1.67,1,B,4,U2 R' F U' F' U2 R2 U R U2 R',9.0, F' U' F U' R F' R2 F2 U
SwissNationals2017,1.67,1,B,5,R U' R' F U' R F U' F' U' R,9.0, R F U2 R2 F2 U R' F2 U
SwisscubingCupIV2019,1.67,f,B,1,U2 R' U' F R U' R F U2 F' U',7.0, R' F R' U R' U2 F2
SwisscubingCupIV2019,1.67,f,B,2,F U' R2 U' R2 U' F U' R2 U2 R2,9.0, R U F R2 U' R2 F U' F2
SwisscubingCupIV2019,1.67,f,B,3,U R2 U' R2 F' R U R' F U' F,9.0, U F U2 R' U R2 F' R F'
SwisscubingCupIV2019,1.67,f,B,4,R U2 R2 U' F R F R U2 F U2,10.0, U F' U' F U' R F' R2 U R
SwisscubingCupIV2019,1.67,f,B,5,U R U2 F U' F U' R U R U',9.0, U2 R U' R' F R' F U R
TCGSpring2017,1.67,d,A,1,R' F U' R U' R' F R U2 R U2,9.0, U R' U2 R U2 F' R U2 R2
TCGSpring2017,1.67,d,A,2,U2 R' F' U2 R U2 R F U' R' U',10.0, F U F R F2 U' F R' F2 R
TCGSpring2017,1.67,d,A,3,U2 R' F U2 F' U R U R' F U',8.0, R U' F R2 U2 F R' F2
TCGSpring2017,1.67,d,A,4,U' R' U2 R2 U2 R' U2 R' U F2 R,9.0, R' F2 U' R U2 R' U2 R' U
TCGSpring2017,1.67,d,A,5,F R2 U2 R2 U' F R2 U' R2 F' U2,8.0, R F' R' U' F2 R U2 R2
TimisoaraCubeDay2024,1.67,f,A,1,R' F U2 F R2 U' R' U F' U R,8.0, U R2 U2 R F' R U' R2
TimisoaraCubeDay2024,1.67,f,A,2,R U' F R2 U R U2 F' R' U R',9.0, R' F R F' R2 U2 R' F R'
TimisoaraCubeDay2024,1.67,f,A,3,U' R U2 F' R2 U' R2 U2 F' R2 U',8.0, R' F' R' U R F2 R2 U
TimisoaraCubeDay2024,1.67,f,A,4,U R U2 R' U' R2 F U' F R U2,9.0, F2 R' F2 R F2 R' F U2 F2
TimisoaraCubeDay2024,1.67,f,A,5,R2 F U' F R2 U2 R2 F' R U' R',8.0, R F2 R2 U2 R' U F2 U2
TorrelavegaOpen2023,1.67,d,B,1,U' R U' R' U' R U2 R2 F R' U2,7.0, U2 R F' U' R U R
TorrelavegaOpen2023,1.67,d,B,2,U2 R' U' R2 U2 R' U2 R' F2 U' R,9.0, U R' F2 U2 F R F' R2 F
TorrelavegaOpen2023,1.67,d,B,3,U' R U2 R2 F R F' U' R2 U2 R',8.0, U' R2 F' U F U' R2 U2
TorrelavegaOpen2023,1.67,d,B,4,U' R' F U2 R' F' U' R U R U2,9.0, F R' U R' F U' R2 F2 R'
TorrelavegaOpen2023,1.67,d,B,5,R U' R2 F U2 R2 U' F' U2 R2 U',9.0, F' U2 R2 U F U' F2 U R
TunisiaAutumnOpen2016,1.67,f,A,1,U2 R U' R' U' F' R U2 R' F2 R,10.0, F U F' R2 F R F2 U F' U
TunisiaAutumnOpen2016,1.67,f,A,2,R' F' U R U R' F R U R F',8.0, F U R2 F U' R F R
TunisiaAutumnOpen2016,1.67,f,A,3,R U' R2 F' U' F' U' R2 F U2 R,7.0, U2 F2 U' F R' F2 R'
TunisiaAutumnOpen2016,1.67,f,A,4,U F U F R U R' U2 F U2 F,9.0, F U2 F2 R' F R F' U' F
TunisiaAutumnOpen2016,1.67,f,A,5,U2 R' F R2 U' R' U2 F' U2 F U',9.0, F R2 F R U2 R U F' R
TwistyTaranaki2022,1.67,1,A,1,U R U2 F R2 F' R' U2 R' F U2,8.0, U R2 F' R' U F2 R U2
TwistyTaranaki2022,1.67,1,A,2,U R' U2 R' F R' U' F U2 F R2,8.0, R U' R2 U F2 U F' U'
TwistyTaranaki2022,1.67,1,A,3,R' F' U' F R' U' R U R' F' R,9.0, F R2 F R2 F2 R' U' F2 R'
TwistyTaranaki2022,1.67,1,A,4,R' U' F R U' R F R F R' F,9.0, U' R2 F R U F U F2 U
TwistyTaranaki2022,1.67,1,A,5,R' F U2 R U2 R' U' R2 F R' U',9.0, F' U' R U2 F' U2 F U2 R'
UIO2022,1.67,1,A,1,U R F U2 R2 U' R2 F' U' F U2,9.0, U2 R' F R2 U2 F R F2 U'
UIO2022,1.67,1,A,2,U R' F R2 U R' U F2 U' F R,8.0, U' R2 F' R F' U2 F U2
UIO2022,1.67,1,A,3,U2 R' U' R2 U2 R' U2 R' F' U' R',8.0, F U' F2 U' R F R2 U2
UIO2022,1.67,1,A,4,U' R' U' F2 R2 U' F U' R U R',9.0, F' U F2 U' R2 F' R' F' U
UIO2022,1.67,1,A,5,R' U F2 U' F' U2 R U R' F U',10.0, F U R2 F' U' F U2 R' F2 R
UPMOpen2019,1.67,2,A,1,U' R U2 R' U R2 U2 R2 F R U2,8.0, F U' R F' U' R F' R
UPMOpen2019,1.67,2,A,2,R' U' F U' F' U2 F' R U R U2,11.0, F U2 F' R' U' F' R2 U R2 U' F2
UPMOpen2019,1.67,2,A,3,R' F U' R2 U' R2 F2 U2 F' U' F,9.0, F' R2 U2 F U' F2 R2 U' F
UPMOpen2019,1.67,2,A,4,R U2 R2 U R U2 R' U2 F U2 R2,9.0, R' U2 F U' F' R U2 F R'
UPMOpen2019,1.67,2,A,5,F' U' R U2 R' F U2 F R2 U' R',9.0, U2 R' F2 R U' R F R2 F
USNationals2016,1.67,1,T,1,R' U2 R2 U' R' U' R U' R' U F,7.0, F' R U' R' U2 R' U2
USNationals2016,1.67,1,T,2,F' R U2 R U' R2 U R U' R' U2,8.0, R' F2 U2 R' F' R2 U2 F'
USNationals2016,1.67,1,T,3,U R2 F R U' R' F' U' R U2 R',9.0, R U R' F U R' F R' U'
USNationals2016,1.67,1,T,4,U R' F R U2 F' R U F U' R2,8.0, R U' R U2 F' U' R' F
USNationals2016,1.67,1,T,5,R F' R' U F2 U' R U' R' U R,9.0, R F2 U' F' U' R2 F U F2
UgineJeuEtJouet2014,1.67,1,A,1,U2 F' U2 R U2 R U2 F' R2 F R2,10.0, F U' R' F U' R U F' U2 F'
UgineJeuEtJouet2014,1.67,1,A,2,R F' U2 R' U2 R' U2 F2 R U R',10.0, F R' F R' U F2 R' F R' U'
UgineJeuEtJouet2014,1.67,1,A,3,U R' F R' F' U2 F R2 U' R2 F,10.0, F U2 F2 U' F' R2 U F2 U' F
UgineJeuEtJouet2014,1.67,1,A,4,R U' R2 F U' R' U2 F U' R2 U2,9.0, F' R F2 U' R U F2 U F'
UgineJeuEtJouet2014,1.67,1,A,5,R' U F R' U2 F U' R U' R U',9.0, F2 U R2 U' R2 F U' R' F
UlaanbaatarSpring2019,1.67,f,A,1,R F' U2 R' U2 R' U2 R' F R U,8.0, R F2 U' F' U R2 F R
UlaanbaatarSpring2019,1.67,f,A,2,F U' F U' R' U' R U R' F U',9.0, F2 R2 F' R F' R U' R U
UlaanbaatarSpring2019,1.67,f,A,3,U' R2 U' F R2 U' R' F U' R U,9.0, U F' U F' R U2 F' R' U2
UlaanbaatarSpring2019,1.67,f,A,4,U2 R' U' F' U' F R' U' R2 U2 R',9.0, F2 U' F' R2 U R U F' R2
UlaanbaatarSpring2019,1.67,f,A,5,U R' U' R U2 R' U' F U' F' R',9.0, F' R F2 R F R' U R' F'
UpperValleyCubeDay2024,1.67,2,B,1,R' F U2 R U R F2 U' F U' R2,9.0, U' R2 F' R U R2 U' R F2
UpperValleyCubeDay2024,1.67,2,B,2,U2 R U' F' U' R' U R' U F R,7.0, F U F R2 U R' U
UpperValleyCubeDay2024,1.67,2,B,3,R U R U2 R2 U' R2 F' R2 F U,9.0, F R F2 R' U2 R' U R' U
UpperValleyCubeDay2024,1.67,2,B,4,R' U2 R U' R' U' F' U' R2 F' R2,7.0, R2 U' F' R F' U' F'
UpperValleyCubeDay2024,1.67,2,B,5,U' R U2 R2 F U2 F U2 R2 F' U',8.0, U F U2 F R2 F R U
UralOpen2017,1.67,2,B,1,R' F' U' R U R2 F' U' R' U' R',9.0, U2 F' R' F U2 R2 F U F
UralOpen2017,1.67,2,B,2,R U2 F' R2 F2 U2 F R2 U' R2 U2,7.0, U2 F U2 F2 R2 F' U2
UralOpen2017,1.67,2,B,3,R' F U' R F' U' R' U R' F R,9.0, R' F U' F2 U F' R U R2
UralOpen2017,1.67,2,B,4,F R F R2 U' R' U2 R' F U' F,10.0, F2 R U2 F2 R' F R2 F R U2
UralOpen2017,1.67,2,B,5,U2 R F' R' U R U R' F R2 U',9.0, F U' F U F2 U2 F U F'
UzbekistanNationals2024,1.67,1,A,1,R U' R2 U' R2 F' R U' R2 F U2,10.0, U R F' R2 U R' U2 F2 R F'
UzbekistanNationals2024,1.67,1,A,2,R' U' F U R2 U2 R2 U F U' R2,8.0, F2 U R F2 R F' U F2
UzbekistanNationals2024,1.67,1,A,3,R' F' U F R U' R' U' R U' R2,8.0, R' F2 U R' U' F2 R' U'
UzbekistanNationals2024,1.67,1,A,4,R U' R' U R' U2 F2 U' F R U,10.0, F U R' U R F R' F2 R U
UzbekistanNationals2024,1.67,1,A,5,U' R F' U' F R U R' F2 R U,10.0, F R2 U R' F' U2 F' R' U' F'
ValenciaArenaOpen2025,1.67,1,A,1,U' R' F R2 U2 R' U' F' R2 F U2,9.0, U' R U F2 U R2 F' R U
ValenciaArenaOpen2025,1.67,1,A,2,U' R' F R2 U' R2 F R' F' U' R,9.0, F2 R F' U F R' U R2 F'
ValenciaArenaOpen2025,1.67,1,A,3,R U' R2 U2 F R U R' F U2 R',9.0, F U2 R U R' U2 F2 R' F
ValenciaArenaOpen2025,1.67,1,A,4,R' F U R' U2 F U' R U F' U2,9.0, F U' F2 U R2 U R' U2 R2
ValenciaArenaOpen2025,1.67,1,A,5,F U2 R U2 R' F U' R U R U2,9.0, F' U2 R U' R' U F' R F
VancouverOpenSpring2015,1.67,1,A,1,U' R F' R' U R' F' R U' R F,10.0, F2 U2 F R' U R' U' R2 U' F
VancouverOpenSpring2015,1.67,1,A,2,R F' R' F R U2 R' F U2 F U2,9.0, U R' F2 R U' R F U' R
VancouverOpenSpring2015,1.67,1,A,3,R F' R2 U R' U2 F U R2 U2 R',8.0, F' U' F R2 F' R U F'
VancouverOpenSpring2015,1.67,1,A,4,U2 R' F R U' R' F' R U' F U2,9.0, U2 F' U R2 U' F U R2 U2
VancouverOpenSpring2015,1.67,1,A,5,F U2 F R U' R' U R' U' F U',9.0, F R2 U' F R2 F U2 R' F'
WC2023,1.67,1,I,1,U' R U2 R2 F U' R U' F U' F',9.0, F2 R2 F R U' F2 R2 F' U
WC2023,1.67,1,I,2,U' R U' R' U' R2 U' F U2 R' U',10.0, F U' F' R F2 U' F U R F'
WC2023,1.67,1,I,3,R' F U2 R U' R' U R2 U' F U2,8.0, F' R2 F' U F' U R' F2
WC2023,1.67,1,I,4,U2 R' F2 R2 U' R' U2 R' F R' F,9.0, R U2 R' U2 F U' F2 U' R2
WC2023,1.67,1,I,5,U' R2 U' F U R' U2 F U' F' R,9.0, R U' F2 U F' R2 U R' F'
WashingtonChampionship2023,1.67,f,A,1,R2 F' U2 R' U' R' U' F U' F U2,9.0, U2 F R' F2 U2 R F R U'
WashingtonChampionship2023,1.67,f,A,2,U2 F R2 U' R2 F U' F R2 F R2,10.0, U F2 U F' U' R2 U' R U2 F2
WashingtonChampionship2023,1.67,f,A,3,R' U' R2 U2 R' U2 F U' F' R2 U',9.0, U' R F R2 F2 U2 F' U2 F
WashingtonChampionship2023,1.67,f,A,4,R U2 R2 U' F U R' U' F2 R U',9.0, U R F2 U' R U' F' U R
WashingtonChampionship2023,1.67,f,A,5,R U' R' U2 R' U R2 U' R2 F R2,8.0, F U R' U R2 U2 F2 R'
Yopen2022,1.67,f,A,1,F' U' F' U2 F' R2 U2 R2 U' R' U2,9.0, U2 R U F' U2 R2 F U F
Yopen2022,1.67,f,A,2,U' R' U' F R' F U2 R U2 R' F',9.0, F R F R' U F2 U2 R F
Yopen2022,1.67,f,A,3,U2 R U' F' U' R' U R U' F R,9.0, F' U R' U2 F' R F U' R
Yopen2022,1.67,f,A,4,U R' F R2 U2 F' R' U R' U F,9.0, U R2 U' R2 F R' F2 R2 U
Yopen2022,1.67,f,A,5,U2 R U2 R' U R' U R U' R U',9.0, U2 R' U F2 R' F' U F' U
ZonhovenOpen2016,1.67,1,B,1,U' R U2 R' F' R U2 F' U2 R U,9.0, R F R2 F' R U2 F' U R2
ZonhovenOpen2016,1.67,1,B,2,U' F U2 F U R U2 F U' R2 U',11.0, F U R F U' R2 F2 R' U2 F' U
ZonhovenOpen2016,1.67,1,B,3,F R U R' U2 R U' R' F U2 F,9.0, F' U2 F' U' R U2 R' U F'
ZonhovenOpen2016,1.67,1,B,4,R F U F R U2 R' U' R U2 R',8.0, R U2 F R2 F' R' F2 R'
ZonhovenOpen2016,1.67,1,B,5,U2 R U' R2 F U' F2 U2 F U2 R',9.0, U F' R U2 F' U' R U F'
